Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,1.6e-05,18.615078,[3 2] ; [71  1],[4.80519481 0.19480519] ; [69.19480519  2.80519481],1
n6,1,4e-05,16.865413,[1 4] ; [64  8],[4.22077922 0.77922078] ; [60.77922078 11.22077922],1
p9,1,4.8e-05,16.510215,[2 3] ; [67  4],[4.53947368 0.46052632] ; [64.46052632  6.53947368],1
r3,1,0.00032,12.952113,[3 2] ; [69  2],[4.73684211 0.26315789] ; [67.26315789  3.73684211],1
r1,1,0.001976,9.571427,[1 4] ; [58 14],[3.83116883 1.16883117] ; [55.16883117 16.83116883],0
p10,1,0.00252,9.125926,[2 3] ; [64  8],[4.28571429 0.71428571] ; [61.71428571 10.28571429],0
a5,1,0.003003,8.80574,[1 4] ; [57 15],[3.76623377 1.23376623] ; [54.23376623 17.76623377],0
d4,1,0.004631,8.018365,[2 3] ; [63  9],[4.22077922 0.77922078] ; [60.77922078 11.22077922],0
d1,1,0.035939,4.4,[1 4] ; [48 24],[3.18181818 1.81818182] ; [45.81818182 26.18181818],0
a7,1,0.04333,4.082481,[1 4] ; [47 25],[3.11688312 1.88311688] ; [44.88311688 27.11688312],0
v4,1,0.054297,3.703554,[4 1] ; [70  2],[4.80519481 0.19480519] ; [69.19480519  2.80519481],0
d3,1,0.089269,2.8875,[2 3] ; [54 18],[3.63636364 1.36363636] ; [52.36363636 19.63636364],0
a3,1,0.107672,2.588056,[2 3] ; [53 19],[3.57142857 1.42857143] ; [51.42857143 20.57142857],0
v1,1,0.123353,2.374225,[1 4] ; [40 32],[2.66233766 2.33766234] ; [38.33766234 33.66233766],0
n3,1,0.143583,2.139137,[1 2] ; [15  5],[2.08695652 0.91304348] ; [13.91304348  6.08695652],0
d5,1,0.153581,2.036315,[3 2] ; [61 11],[4.15584416 0.84415584] ; [59.84415584 12.15584416],0
v2,1,0.174467,1.844137,[1 4] ; [36 34],[2.46666667 2.53333333] ; [34.53333333 35.46666667],0
p4,1,0.199578,1.64546,[2 3] ; [49 23],[3.31168831 1.68831169] ; [47.68831169 24.31168831],0
u3,1,0.240366,1.378446,[1 2] ; [13  6],[1.90909091 1.09090909] ; [12.09090909  6.90909091],0
b1,1,0.431512,0.61875,[1 4] ; [27 45],[1.81818182 3.18181818] ; [26.18181818 45.81818182],0
a6,1,0.460624,0.544378,[2 3] ; [41 31],[2.79220779 2.20779221] ; [40.20779221 31.79220779],0
p7,1,0.498755,0.457585,[3 2] ; [51 18],[3.64864865 1.35135135] ; [50.35135135 18.64864865],0
b5,1,0.49936,0.456296,[2 3] ; [40 32],[2.72727273 2.27272727] ; [39.27272727 32.72727273],0
p6,1,0.517402,0.419069,[2 3] ; [39 32],[2.69736842 2.30263158] ; [38.30263158 32.69736842],0
a4,1,0.539259,0.376914,[2 3] ; [39 33],[2.66233766 2.33766234] ; [38.33766234 33.66233766],0
p3,1,0.539259,0.376914,[2 3] ; [39 33],[2.66233766 2.33766234] ; [38.33766234 33.66233766],0
b4,1,0.577121,0.310912,[4 1] ; [49 23],[3.44155844 1.55844156] ; [49.55844156 22.44155844],0
n5,1,0.608793,0.261936,[3 2] ; [51 21],[3.50649351 1.49350649] ; [50.49350649 21.50649351],0
b2,1,0.698127,0.150427,[1 4] ; [11 28],[1.36363636 3.63636364] ; [10.63636364 28.36363636],0
b3,1,0.698127,0.150427,[1 4] ; [11 28],[1.36363636 3.63636364] ; [10.63636364 28.36363636],0
d2,1,0.800028,0.064167,[3 2] ; [39 33],[2.72727273 2.27272727] ; [39.27272727 32.72727273],0
n4,1,0.810985,0.057195,[3 2] ; [47 25],[3.24675325 1.75324675] ; [46.75324675 25.24675325],0
s7,1,0.815453,0.054474,[4 1] ; [52 17],[3.78378378 1.21621622] ; [52.21621622 16.78378378],0
s3,1,0.853628,0.034037,[4 1] ; [55 17],[3.83116883 1.16883117] ; [55.16883117 16.83116883],0
p8,1,0.890759,0.018863,[2 2] ; [38 33],[2.13333333 1.86666667] ; [37.86666667 33.13333333],0
n1,1,0.906855,0.01369,[1 2] ; [ 6 14],[0.91304348 2.08695652] ; [ 6.08695652 13.91304348],0
s2,1,0.975803,0.00092,[4 1] ; [58 14],[4.02597403 0.97402597] ; [57.97402597 14.02597403],0
