Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,111.411,[31 66] ; [234  33],[70.61813187 26.38186813] ; [194.38186813  72.61813187],1
n6,1,0.0,35.610484,[62 35] ; [242  26],[80.7890411 16.2109589] ; [223.2109589  44.7890411],1
p11,1,0.000154,14.320966,[59 38] ; [215  53],[72.81643836 24.18356164] ; [201.18356164  66.81643836],1
p10,1,0.001099,10.653607,[65 31] ; [222  44],[76.11049724 19.88950276] ; [210.88950276  55.11049724],0
a3,1,0.002552,9.103051,[56 41] ; [198  69],[67.68681319 29.31318681] ; [186.31318681  80.68681319],0
p4,1,0.003676,8.437513,[38 59] ; [150 116],[50.2369146 46.7630854] ; [137.7630854 128.2369146],0
s7,1,0.005577,7.682071,[39 55] ; [150 108],[50.47159091 43.52840909] ; [138.52840909 119.47159091],0
v1,1,0.011641,6.364806,[37 56] ; [142 116],[47.42735043 45.57264957] ; [131.57264957 126.42735043],0
r4,1,0.02204,5.242596,[81 16] ; [246  22],[86.90136986 10.09863014] ; [240.09863014  27.90136986],0
p3,1,0.025686,4.977036,[32 65] ; [123 144],[41.30494505 55.69505495] ; [113.69505495 153.30494505],0
p9,1,0.026697,4.910276,[72 23] ; [228  38],[78.94736842 16.05263158] ; [221.05263158  44.94736842],0
v4,1,0.028899,4.773609,[88  8] ; [259   8],[91.76859504  4.23140496] ; [255.23140496  11.76859504],0
a8,1,0.032782,4.557146,[ 6 81] ; [ 39 204],[11.86363636 75.13636364] ; [ 33.13636364 209.86363636],0
a2,1,0.040744,4.186621,[16 81] ; [ 72 196],[23.38630137 73.61369863] ; [ 64.61369863 203.38630137],0
n1,1,0.043219,4.086806,[ 7 23] ; [28 34],[11.41304348 18.58695652] ; [23.58695652 38.41304348],0
v3,1,0.057891,3.596801,[29 63] ; [110 147],[36.64183381 55.35816619] ; [102.35816619 154.64183381],0
d2,1,0.064661,3.413594,[37 60] ; [131 136],[44.76923077 52.23076923] ; [123.23076923 143.76923077],0
p2,1,0.081056,3.043608,[72 24] ; [222  45],[77.75206612 18.24793388] ; [216.24793388  50.75206612],0
u1,1,0.08809,2.908932,[12 85] ; [ 54 214],[17.53972603 79.46027397] ; [ 48.46027397 219.53972603],0
p5,1,0.124866,2.355204,[ 4 92] ; [ 24 241],[ 7.44598338 88.55401662] ; [ 20.55401662 244.44598338],0
p7,1,0.131822,2.270917,[44 52] ; [142 117],[50.29859155 45.70140845] ; [135.70140845 123.29859155],0
p12,1,0.150549,2.066678,[ 4 93] ; [ 23 245],[ 7.17534247 89.82465753] ; [ 19.82465753 248.17534247],0
s8,1,0.186725,1.743268,[42 55] ; [136 130],[47.56473829 49.43526171] ; [130.43526171 135.56473829],0
b1,1,0.190422,1.714347,[29 68] ; [100 168],[34.28219178 62.71780822] ; [ 94.71780822 173.28219178],0
a4,1,0.201943,1.62827,[34 63] ; [113 153],[39.28099174 57.71900826] ; [107.71900826 158.28099174],0
r2,1,0.20726,1.590466,[87  9] ; [251  15],[89.63535912  6.36464088] ; [248.36464088  17.63535912],0
a7,1,0.224581,1.474857,[76 21] ; [193  75],[71.48767123 25.51232877] ; [197.51232877  70.48767123],0
r1,1,0.22658,1.462205,[74 22] ; [220  46],[77.96685083 18.03314917] ; [216.03314917  49.96685083],0
b2,1,0.283626,1.149634,[12 37] ; [ 54 112],[15.04186047 33.95813953] ; [ 50.95813953 115.04186047],0
b3,1,0.283626,1.149634,[12 37] ; [ 54 112],[15.04186047 33.95813953] ; [ 50.95813953 115.04186047],0
b4,1,0.295858,1.09277,[62 35] ; [155 113],[57.66849315 39.33150685] ; [159.33150685 108.66849315],0
d3,1,0.319579,0.990669,[70 27] ; [178  89],[66.08791209 30.91208791] ; [181.91208791  85.08791209],0
a1,1,0.323183,0.97602,[ 5 92] ; [  8 260],[ 3.45479452 93.54520548] ; [  9.54520548 258.45479452],0
d1,1,0.346414,0.88655,[50 47] ; [153 115],[53.94794521 43.05205479] ; [149.05205479 118.94794521],0
s4,1,0.350716,0.870864,[23 74] ; [ 51 214],[19.82872928 77.17127072] ; [ 54.17127072 210.82872928],0
b5,1,0.431224,0.619525,[59 38] ; [175  93],[62.18630137 34.81369863] ; [171.81369863  96.18630137],0
a6,1,0.459399,0.547358,[64 33] ; [187  80],[66.88736264 30.11263736] ; [184.11263736  82.88736264],0
n3,1,0.49296,0.470059,[23  7] ; [44 19],[21.61290323  8.38709677] ; [45.38709677 17.61290323],0
p1,1,0.501311,0.45216,[ 4 92] ; [ 16 251],[ 5.2892562 90.7107438] ; [ 14.7107438 252.2892562],0
n2,1,0.515474,0.42294,[22  8] ; [50 13],[23.22580645  6.77419355] ; [48.77419355 14.22580645],0
s2,1,0.530712,0.393028,[61 36] ; [157 108],[58.41436464 38.58563536] ; [159.58563536 105.41436464],0
d4,1,0.5656,0.330101,[80 17] ; [213  54],[78.07967033 18.92032967] ; [214.92032967  52.07967033],0
a5,1,0.600957,0.273555,[69 28] ; [198  70],[70.95616438 26.04383562] ; [196.04383562  71.95616438],0
u2,1,0.611496,0.258003,[24 15] ; [39 30],[22.75 16.25] ; [40.25 28.75],0
p8,1,0.628745,0.233766,[38 58] ; [112 152],[40. 56.] ; [110. 154.],0
u3,1,0.655017,0.199634,[24 15] ; [40 30],[22.89908257 16.10091743] ; [41.10091743 28.89908257],0
