Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,3e-06,21.58603,[30 14] ; [10 39],[18.92473118 25.07526882] ; [21.07526882 27.92473118],1
s6,1,0.001062,10.71701,[30 13] ; [17 31],[22.20879121 20.79120879] ; [24.79120879 23.20879121],0
r3,1,0.007752,7.089831,[40  3] ; [35 14],[35.05434783  7.94565217] ; [39.94565217  9.05434783],0
r4,1,0.021029,5.324351,[35  9] ; [28 21],[29.80645161 14.19354839] ; [33.19354839 15.80645161],0
s8,1,0.028437,4.801397,[15 29] ; [ 7 41],[10.52173913 33.47826087] ; [11.47826087 36.52173913],0
r2,1,0.035326,4.429338,[41  3] ; [38 11],[37.37634409  6.62365591] ; [41.62365591  7.37634409],0
n3,1,0.053602,3.725066,[16  5] ; [11 12],[12.88636364  8.11363636] ; [14.11363636  8.88636364],0
p2,1,0.086809,2.932583,[28 16] ; [22 26],[23.91304348 20.08695652] ; [26.08695652 21.91304348],0
s4,1,0.086935,2.930238,[16 28] ; [10 39],[12.30107527 31.69892473] ; [13.69892473 35.30107527],0
p1,1,0.093613,2.811128,[ 6 37] ; [ 2 47],[ 3.73913043 39.26086957] ; [ 4.26086957 44.73913043],0
p9,1,0.118193,2.441103,[25 15] ; [21 25],[21.39534884 18.60465116] ; [24.60465116 21.39534884],0
n2,1,0.122844,2.380676,[14  7] ; [10 13],[11.45454545  9.54545455] ; [12.54545455 10.45454545],0
d2,1,0.135309,2.230508,[22 22] ; [17 32],[18.4516129 25.5483871] ; [20.5483871 28.4516129],0
a6,1,0.155206,2.020325,[28 16] ; [24 25],[24.60215054 19.39784946] ; [27.39784946 21.60215054],0
b1,1,0.178792,1.807638,[19 25] ; [28 21],[22.23655914 21.76344086] ; [24.76344086 24.23655914],0
s5,1,0.197526,1.66057,[13 29] ; [ 9 38],[10.38202247 31.61797753] ; [11.61797753 35.38202247],0
s7,1,0.213673,1.546364,[14 26] ; [10 34],[11.42857143 28.57142857] ; [12.57142857 31.42857143],0
v1,1,0.225806,1.467085,[18 24] ; [15 34],[15.23076923 26.76923077] ; [17.76923077 31.23076923],0
a1,1,0.256886,1.28546,[ 3 41] ; [ 1 48],[ 1.89247312 42.10752688] ; [ 2.10752688 46.89247312],0
r1,1,0.272598,1.203627,[30 14] ; [28 21],[27.44086022 16.55913978] ; [30.55913978 18.44086022],0
p7,1,0.282048,1.157197,[20 23] ; [17 31],[17.48351648 25.51648352] ; [19.51648352 28.48351648],0
v4,1,0.318216,0.996266,[39  4] ; [41  8],[37.39130435  5.60869565] ; [42.60869565  6.39130435],0
p4,1,0.326669,0.962058,[20 24] ; [17 31],[17.69565217 26.30434783] ; [19.30434783 28.69565217],0
