Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4e-06,21.445697,[20 57] ; [23  8],[30.65740741 46.34259259] ; [12.34259259 18.65740741],1
s3,1,4.5e-05,16.645028,[24 53] ; [23  8],[33.50925926 43.49074074] ; [13.49074074 17.50925926],1
s7,1,0.001865,9.677734,[13 61] ; [13 14],[19.04950495 54.95049505] ; [ 6.95049505 20.04950495],0
s8,1,0.016103,5.791633,[ 8 69] ; [ 9 22],[12.12037037 64.87962963] ; [ 4.87962963 26.12037037],0
p8,1,0.024819,5.036502,[16 61] ; [13 18],[20.67592593 56.32407407] ; [ 8.32407407 22.67592593],0
p3,1,0.025199,5.010178,[17 61] ; [13 17],[21.66666667 56.33333333] ; [ 8.33333333 21.66666667],0
s1,1,0.045594,3.996535,[ 5 72] ; [ 6 25],[ 7.84259259 69.15740741] ; [ 3.15740741 27.84259259],0
d1,1,0.057177,3.617426,[25 53] ; [16 15],[29.33944954 48.66055046] ; [11.66055046 19.33944954],0
n6,1,0.059163,3.560699,[42 35] ; [23  8],[46.34259259 30.65740741] ; [18.65740741 12.34259259],0
p4,1,0.068316,3.32303,[23 54] ; [15 16],[27.09259259 49.90740741] ; [10.90740741 20.09259259],0
u2,1,0.090277,2.86943,[14 23] ; [9 5],[16.68627451 20.31372549] ; [6.31372549 7.68627451],0
r3,1,0.093136,2.819313,[53 25] ; [26  5],[56.53211009 21.46788991] ; [22.46788991  8.53211009],0
s4,1,0.102136,2.671876,[13 65] ; [ 9 20],[16.03738318 61.96261682] ; [ 5.96261682 23.03738318],0
r1,1,0.114197,2.49516,[48 30] ; [24  7],[51.52293578 26.47706422] ; [20.47706422 10.52293578],0
v3,1,0.11768,2.447935,[12 64] ; [ 9 22],[14.91588785 61.08411215] ; [ 6.08411215 24.91588785],0
p1,1,0.118102,2.442311,[ 5 72] ; [ 5 26],[ 7.12962963 69.87037037] ; [ 2.87037037 28.12962963],0
p7,1,0.127216,2.326154,[29 49] ; [16 14],[32.5 45.5] ; [12.5 17.5],0
p11,1,0.152097,2.051091,[31 47] ; [17 14],[34.34862385 43.65137615] ; [13.65137615 17.34862385],0
b5,1,0.153898,2.03318,[36 42] ; [19 12],[39.35779817 38.64220183] ; [15.64220183 15.35779817],0
u1,1,0.187107,1.740251,[ 6 72] ; [ 5 26],[ 7.87155963 70.12844037] ; [ 3.12844037 27.87155963],0
p2,1,0.191701,1.704496,[37 41] ; [19 12],[40.0733945 37.9266055] ; [15.9266055 15.0733945],0
n3,1,0.194329,1.684492,[20 14] ; [4 7],[18.13333333 15.86666667] ; [5.86666667 5.13333333],0
d5,1,0.21101,1.564484,[48 30] ; [23  8],[50.80733945 27.19266055] ; [20.19266055 10.80733945],0
p6,1,0.216035,1.530518,[12 65] ; [ 8 23],[14.25925926 62.74074074] ; [ 5.74074074 25.25925926],0
d4,1,0.243573,1.359795,[46 32] ; [22  9],[48.66055046 29.33944954] ; [19.33944954 11.66055046],0
d3,1,0.261855,1.258922,[36 42] ; [18 13],[38.64220183 39.35779817] ; [15.35779817 15.64220183],0
u3,1,0.318071,0.996863,[18 19] ; [9 5],[19.58823529 17.41176471] ; [7.41176471 6.58823529],0
r4,1,0.354194,0.858375,[48 30] ; [22  9],[50.09174312 27.90825688] ; [19.90825688 11.09174312],0
b4,1,0.378298,0.776226,[45 33] ; [15 16],[42.93577982 35.06422018] ; [17.06422018 13.93577982],0
v4,1,0.38998,0.739003,[56 21] ; [25  6],[57.75 19.25] ; [23.25  7.75],0
n1,1,0.39007,0.738723,[15 21] ; [3 8],[13.78723404 22.21276596] ; [4.21276596 6.78723404],0
r2,1,0.41673,0.659519,[62 15] ; [27  4],[63.4537037 13.5462963] ; [25.5462963  5.4537037],0
v1,1,0.42381,0.639727,[17 61] ; [ 9 22],[18.60550459 59.39449541] ; [ 7.39449541 23.60550459],0
b2,1,0.44557,0.581896,[16 37] ; [ 4 15],[14.72222222 38.27777778] ; [ 5.27777778 13.72222222],0
b3,1,0.44557,0.581896,[16 37] ; [ 4 15],[14.72222222 38.27777778] ; [ 5.27777778 13.72222222],0
n2,1,0.472787,0.515455,[19 18] ; [7 4],[20.04166667 16.95833333] ; [5.95833333 5.04166667],0
p10,1,0.488106,0.480699,[15 61] ; [ 8 23],[16.3364486 59.6635514] ; [ 6.6635514 24.3364486],0
s5,1,0.512871,0.428205,[11 66] ; [ 6 25],[12.12037037 64.87962963] ; [ 4.87962963 26.12037037],0
d2,1,0.523391,0.407206,[37 40] ; [17 14],[38.5 38.5] ; [15.5 15.5],0
a6,1,0.52457,0.4049,[43 35] ; [15 16],[41.50458716 36.49541284] ; [16.49541284 14.50458716],0
p5,1,0.567486,0.326907,[ 3 74] ; [ 2 29],[ 3.56481481 73.43518519] ; [ 1.43518519 29.56481481],0
n4,1,0.628698,0.233831,[49 29] ; [21 10],[50.09174312 27.90825688] ; [19.90825688 11.09174312],0
n5,1,0.641652,0.216589,[44 34] ; [19 12],[45.08256881 32.91743119] ; [17.91743119 13.08256881],0
b1,1,0.689596,0.159523,[42 36] ; [18 13],[42.93577982 35.06422018] ; [17.06422018 13.93577982],0
a5,1,0.739684,0.110404,[43 35] ; [16 15],[42.22018349 35.77981651] ; [16.77981651 14.22018349],0
a2,1,0.741216,0.109061,[12 66] ; [ 4 27],[11.44954128 66.55045872] ; [ 4.55045872 26.44954128],0
a7,1,0.780563,0.07761,[43 35] ; [18 13],[43.65137615 34.34862385] ; [17.34862385 13.65137615],0
a8,1,0.816037,0.054124,[ 6 69] ; [ 2 28],[ 5.71428571 69.28571429] ; [ 2.28571429 27.71428571],0
a1,1,0.822696,0.050211,[ 6 72] ; [ 2 29],[ 5.72477064 72.27522936] ; [ 2.27522936 28.72477064],0
a3,1,0.880689,0.022529,[41 36] ; [17 14],[41.35185185 35.64814815] ; [16.64814815 14.35185185],0
a4,1,0.894649,0.017536,[28 48] ; [11 20],[27.70093458 48.29906542] ; [11.29906542 19.70093458],0
