Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,4e-06,21.490579,[73  3] ; [2 3],[70.37037037  5.62962963] ; [4.62962963 0.37037037],1
v4,1,9e-06,19.684312,[75  1] ; [3 2],[73.18518519  2.81481481] ; [4.81481481 0.18518519],1
r2,1,0.010648,6.523157,[70  5] ; [3 2],[68.4375  6.5625] ; [4.5625 0.4375],0
p10,1,0.020921,5.333333,[69  6] ; [3 2],[67.5  7.5] ; [4.5 0.5],0
p6,1,0.02561,4.982134,[51 23] ; [1 4],[48.70886076 25.29113924] ; [3.29113924 1.70886076],0
s3,1,0.039997,4.218019,[50 26] ; [1 4],[47.85185185 28.14814815] ; [3.14814815 1.85185185],0
s6,1,0.053879,3.716435,[62 10] ; [2 2],[60.63157895 11.36842105] ; [3.36842105 0.63157895],0
b1,1,0.065116,3.402048,[29 47] ; [4 1],[30.96296296 45.03703704] ; [2.03703704 2.96296296],0
s2,1,0.086447,2.939328,[45 31] ; [1 4],[43.16049383 32.83950617] ; [2.83950617 2.16049383],0
s8,1,0.111961,2.526316,[49 27] ; [1 3],[47.5 28.5] ; [2.5 1.5],0
p9,1,0.111961,2.526316,[72  4] ; [3 1],[71.25  4.75] ; [3.75 0.25],0
p7,1,0.137075,2.210486,[64 11] ; [3 2],[62.8125 12.1875] ; [4.1875 0.8125],0
p4,1,0.184735,1.759114,[72  4] ; [4 1],[71.30864198  4.69135802] ; [4.69135802 0.30864198],0
n3,1,0.200441,1.639156,[8 5] ; [1 3],[6.88235294 6.11764706] ; [2.11764706 1.88235294],0
a2,1,0.201746,1.629689,[13 63] ; [2 3],[14.07407407 61.92592593] ; [0.92592593 4.07407407],0
d2,1,0.213151,1.549895,[39 37] ; [4 1],[40.34567901 35.65432099] ; [2.65432099 2.34567901],0
v1,1,0.226104,1.465201,[50 25] ; [2 3],[48.75 26.25] ; [3.25 1.75],0
p2,1,0.267008,1.232053,[71  5] ; [4 1],[70.37037037  5.62962963] ; [4.62962963 0.37037037],0
s7,1,0.26908,1.221429,[54 18] ; [2 2],[53.05263158 18.94736842] ; [2.94736842 1.05263158],0
b3,1,0.316943,1.00152,[28 27] ; [1 3],[27.03389831 27.96610169] ; [1.96610169 2.03389831],0
b2,1,0.316943,1.00152,[28 27] ; [1 3],[27.03389831 27.96610169] ; [1.96610169 2.03389831],0
u1,1,0.323576,0.974436,[16 60] ; [2 3],[16.88888889 59.11111111] ; [1.11111111 3.88888889],0
s1,1,0.350751,0.870738,[ 6 70] ; [1 4],[ 6.56790123 69.43209877] ; [0.43209877 4.56790123],0
v2,1,0.35891,0.841703,[45 29] ; [2 3],[44.02531646 29.97468354] ; [2.97468354 2.02531646],0
d1,1,0.415398,0.663297,[47 29] ; [4 1],[47.85185185 28.14814815] ; [3.14814815 1.85185185],0
v3,1,0.428662,0.626446,[43 31] ; [2 3],[42.15189873 31.84810127] ; [2.84810127 2.15189873],0
n4,1,0.433451,0.613559,[69  7] ; [4 1],[68.49382716  7.50617284] ; [4.50617284 0.49382716],0
b5,1,0.433961,0.6122,[32 44] ; [3 2],[32.83950617 43.16049383] ; [2.16049383 2.83950617],0
a4,1,0.433961,0.6122,[32 44] ; [3 2],[32.83950617 43.16049383] ; [2.16049383 2.83950617],0
a6,1,0.513802,0.426316,[50 26] ; [4 1],[50.66666667 25.33333333] ; [3.33333333 1.66666667],0
d3,1,0.549677,0.357897,[51 25] ; [4 1],[51.60493827 24.39506173] ; [3.39506173 1.60493827],0
p11,1,0.591175,0.288514,[67  9] ; [4 1],[66.61728395  9.38271605] ; [4.38271605 0.61728395],0
p1,1,0.600089,0.274861,[22 54] ; [2 3],[22.51851852 53.48148148] ; [1.48148148 3.51851852],0
p12,1,0.600089,0.274861,[22 54] ; [2 3],[22.51851852 53.48148148] ; [1.48148148 3.51851852],0
a7,1,0.626383,0.236998,[53 23] ; [4 1],[53.48148148 22.51851852] ; [3.51851852 1.48148148],0
p8,1,0.685458,0.164046,[63 13] ; [3 1],[62.7 13.3] ; [3.3 0.7],0
s5,1,0.708147,0.140135,[47 22] ; [3 2],[46.62162162 22.37837838] ; [3.37837838 1.62162162],0
d4,1,0.803784,0.061729,[64 12] ; [4 1],[63.80246914 12.19753086] ; [4.19753086 0.80246914],0
r1,1,0.868297,0.027497,[63 13] ; [4 1],[62.86419753 13.13580247] ; [4.13580247 0.86419753],0
d5,1,0.868297,0.027497,[63 13] ; [4 1],[62.86419753 13.13580247] ; [4.13580247 0.86419753],0
n1,1,0.892795,0.018162,[7 6] ; [2 2],[6.88235294 6.11764706] ; [2.11764706 1.88235294],0
b4,1,0.926384,0.008537,[44 32] ; [3 2],[44.09876543 31.90123457] ; [2.90123457 2.09876543],0
a3,1,0.929844,0.007751,[62 14] ; [4 1],[61.92592593 14.07407407] ; [4.07407407 0.92592593],0
n2,1,0.936802,0.006287,[10  3] ; [3 1],[9.94117647 3.05882353] ; [3.05882353 0.94117647],0
