Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.003525,8.513517,[36 22] ; [49  8],[42.86956522 15.13043478] ; [42.13043478 14.86956522],0
n3,1,0.006543,7.394213,[14  1] ; [5 6],[10.96153846  4.03846154] ; [8.03846154 2.96153846],0
p10,1,0.008864,6.850043,[47 11] ; [55  2],[51.44347826  6.55652174] ; [50.55652174  6.44347826],0
v2,1,0.009739,6.682025,[18 37] ; [32 24],[24.77477477 30.22522523] ; [25.22522523 30.77477477],0
a3,1,0.012633,6.219845,[32 26] ; [44 13],[38.33043478 19.66956522] ; [37.66956522 19.33043478],0
p3,1,0.018984,5.50298,[25 33] ; [37 20],[31.26956522 26.73043478] ; [30.73043478 26.26956522],0
u2,1,0.023494,5.131579,[16 10] ; [ 3 10],[12.66666667 13.33333333] ; [6.33333333 6.66666667],0
b3,1,0.024204,5.079949,[ 3 28] ; [12 25],[ 6.83823529 24.16176471] ; [ 8.16176471 28.83823529],0
b2,1,0.024204,5.079949,[ 3 28] ; [12 25],[ 6.83823529 24.16176471] ; [ 8.16176471 28.83823529],0
a4,1,0.029509,4.737694,[17 41] ; [28 29],[22.69565217 35.30434783] ; [22.30434783 34.69565217],0
r4,1,0.034162,4.486593,[46 12] ; [53  4],[49.93043478  8.06956522] ; [49.06956522  7.93043478],0
d1,1,0.047527,3.92665,[27 31] ; [37 20],[32.27826087 25.72173913] ; [31.72173913 25.27826087],0
a5,1,0.051416,3.794686,[35 23] ; [44 13],[39.84347826 18.15652174] ; [39.15652174 17.84347826],0
v3,1,0.054544,3.695985,[12 45] ; [21 35],[16.6460177 40.3539823] ; [16.3539823 39.6460177],0
s5,1,0.066349,3.371102,[22 31] ; [32 22],[26.74766355 26.25233645] ; [27.25233645 26.74766355],0
n4,1,0.072452,3.226582,[37 21] ; [45 12],[41.35652174 16.64347826] ; [40.64347826 16.35652174],0
s8,1,0.075921,3.150138,[25 33] ; [34 23],[29.75652174 28.24347826] ; [29.24347826 27.75652174],0
p6,1,0.093779,2.808277,[21 37] ; [29 27],[25.43859649 32.56140351] ; [24.56140351 31.43859649],0
p4,1,0.096399,2.764123,[32 26] ; [40 17],[36.31304348 21.68695652] ; [35.68695652 21.31304348],0
p7,1,0.113132,2.509911,[35 21] ; [42 13],[38.84684685 17.15315315] ; [38.15315315 16.84684685],0
p9,1,0.119943,2.418061,[50  8] ; [54  3],[52.45217391  5.54782609] ; [51.54782609  5.45217391],0
d4,1,0.125164,2.351482,[42 16] ; [48  9],[45.39130435 12.60869565] ; [44.60869565 12.39130435],0
b1,1,0.143848,2.136303,[15 43] ; [22 35],[18.66086957 39.33913043] ; [18.33913043 38.66086957],0
r1,1,0.147326,2.099723,[40 18] ; [46 11],[43.37391304 14.62608696] ; [42.62608696 14.37391304],0
a6,1,0.152062,2.051446,[41 17] ; [33 24],[37.32173913 20.67826087] ; [36.67826087 20.32173913],0
b4,1,0.159899,1.975183,[38 20] ; [30 27],[34.29565217 23.70434783] ; [33.70434783 23.29565217],0
p5,1,0.176182,1.829538,[ 3 55] ; [ 7 50],[ 5.04347826 52.95652174] ; [ 4.95652174 52.04347826],0
n6,1,0.177539,1.818108,[48 10] ; [52  5],[50.43478261  7.56521739] ; [49.56521739  7.43478261],0
u1,1,0.210952,1.564878,[ 8 50] ; [13 44],[10.59130435 47.40869565] ; [10.40869565 46.59130435],0
p12,1,0.310366,1.029118,[ 6 52] ; [ 3 54],[ 4.53913043 53.46086957] ; [ 4.46086957 52.53913043],0
p8,1,0.319832,0.989634,[31 26] ; [35 20],[33.58928571 23.41071429] ; [32.41071429 22.58928571],0
s2,1,0.360528,0.836052,[38 19] ; [41 14],[40.20535714 16.79464286] ; [38.79464286 16.20535714],0
s3,1,0.363503,0.825753,[44 13] ; [39 17],[41.86725664 15.13274336] ; [41.13274336 14.86725664],0
s1,1,0.401542,0.703704,[ 4 53] ; [ 2 55],[ 3. 54.] ; [ 3. 54.],0
d2,1,0.403516,0.697825,[22 36] ; [26 31],[24.20869565 33.79130435] ; [23.79130435 33.20869565],0
r3,1,0.414031,0.667196,[54  4] ; [55  2],[54.97391304  3.02608696] ; [54.02608696  2.97391304],0
n5,1,0.529277,0.395779,[44 14] ; [46 11],[45.39130435 12.60869565] ; [44.60869565 12.39130435],0
n1,1,0.530236,0.393939,[ 5 10] ; [5 6],[5.76923077 9.23076923] ; [4.23076923 6.76923077],0
p2,1,0.592755,0.286063,[49  9] ; [46 11],[47.91304348 10.08695652] ; [47.08695652  9.91304348],0
s7,1,0.612756,0.256182,[35 23] ; [37 20],[36.31304348 21.68695652] ; [35.68695652 21.31304348],0
v4,1,0.6188,0.247557,[56  2] ; [53  3],[55.45614035  2.54385965] ; [53.54385965  2.45614035],0
a8,1,0.632039,0.229307,[ 2 53] ; [ 3 51],[ 2.52293578 52.47706422] ; [ 2.47706422 51.52293578],0
u3,1,0.636871,0.222857,[16 10] ; [9 4],[16.66666667  9.33333333] ; [8.33333333 4.66666667],0
p1,1,0.70812,0.140162,[ 4 54] ; [ 5 52],[ 4.53913043 53.46086957] ; [ 4.46086957 52.53913043],0
