Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,2.8e-05,17.530304,[59 26] ; [14 31],[47.73076923 37.26923077] ; [25.26923077 19.73076923],1
v4,1,0.000131,14.62152,[73  9] ; [27 18],[64.56692913 17.43307087] ; [35.43307087  9.56692913],1
s6,1,0.000425,12.420786,[49 36] ; [11 33],[39.53488372 45.46511628] ; [20.46511628 23.53488372],1
p7,1,0.000487,12.16375,[50 31] ; [12 30],[40.82926829 40.17073171] ; [21.17073171 20.82926829],1
r4,1,0.000585,11.822424,[62 23] ; [19 26],[52.96153846 32.03846154] ; [28.03846154 16.96153846],1
p9,1,0.000837,11.156688,[59 25] ; [17 26],[50.26771654 33.73228346] ; [25.73228346 17.26771654],1
r3,1,0.001191,10.504655,[73 11] ; [28 17],[65.76744186 18.23255814] ; [35.23255814  9.76744186],0
p4,1,0.001296,10.347594,[40 45] ; [ 8 36],[31.62790698 53.37209302] ; [16.37209302 27.62790698],0
p3,1,0.002147,9.419372,[34 51] ; [ 6 38],[26.35658915 58.64341085] ; [13.64341085 30.35658915],0
p8,1,0.002762,8.958637,[35 48] ; [ 7 37],[27.4488189 55.5511811] ; [14.5511811 29.4488189],0
p10,1,0.008274,6.973082,[52 32] ; [16 27],[44.97637795 39.02362205] ; [23.02362205 19.97637795],0
s7,1,0.019345,5.470085,[29 49] ; [ 7 35],[23.4 54.6] ; [12.6 29.4],0
s1,1,0.028436,4.801408,[ 1 83] ; [ 4 40],[ 3.28125 80.71875] ; [ 1.71875 42.28125],0
s5,1,0.03112,4.64633,[22 61] ; [ 4 37],[17.40322581 65.59677419] ; [ 8.59677419 32.40322581],0
a1,1,0.036176,4.388808,[ 3 82] ; [ 6 39],[ 5.88461538 79.11538462] ; [ 3.11538462 41.88461538],0
a6,1,0.03969,4.231096,[59 26] ; [23 22],[53.61538462 31.38461538] ; [28.38461538 16.61538462],0
r2,1,0.041873,4.14034,[71 12] ; [31 13],[66.66141732 16.33858268] ; [35.33858268  8.66141732],0
v1,1,0.065785,3.385187,[35 46] ; [12 33],[30.21428571 50.78571429] ; [16.78571429 28.21428571],0
p6,1,0.076143,3.145366,[23 59] ; [ 6 37],[19.024 62.976] ; [ 9.976 33.024],0
s8,1,0.081021,3.044301,[25 60] ; [ 7 38],[20.92307692 64.07692308] ; [11.07692308 33.92307692],0
a7,1,0.093943,2.805476,[58 27] ; [24 21],[53.61538462 31.38461538] ; [28.38461538 16.61538462],0
r1,1,0.10384,2.645552,[57 27] ; [24 21],[52.74418605 31.25581395] ; [28.25581395 16.74418605],0
s4,1,0.116023,2.470198,[19 66] ; [ 5 40],[15.69230769 69.30769231] ; [ 8.30769231 36.69230769],0
u1,1,0.124466,2.360203,[ 8 77] ; [ 1 44],[ 5.88461538 79.11538462] ; [ 3.11538462 41.88461538],0
d2,1,0.132258,2.265795,[30 55] ; [22 23],[34. 51.] ; [18. 27.],0
n1,1,0.157618,1.996928,[ 8 18] ; [13 13],[10.5 15.5] ; [10.5 15.5],0
b5,1,0.161765,1.957647,[56 29] ; [24 21],[52.30769231 32.69230769] ; [27.69230769 17.30769231],0
n2,1,0.183613,1.768139,[19  7] ; [15 12],[16.67924528  9.32075472] ; [17.32075472  9.67924528],0
d3,1,0.187314,1.738621,[53 31] ; [23 22],[49.48837209 34.51162791] ; [26.51162791 18.48837209],0
n3,1,0.254213,1.3,[18  8] ; [14 12],[16. 10.] ; [16. 10.],0
d5,1,0.265305,1.240863,[61 24] ; [28 17],[58.19230769 26.80769231] ; [30.80769231 14.19230769],0
v2,1,0.28469,1.144564,[31 50] ; [12 30],[28.31707317 52.68292683] ; [14.68292683 27.31707317],0
u2,1,0.285311,1.141614,[21 10] ; [10  9],[19.22 11.78] ; [11.78  7.22],0
p1,1,0.354308,0.857969,[ 4 80] ; [ 4 41],[ 5.20930233 78.79069767] ; [ 2.79069767 42.20930233],0
u3,1,0.405056,0.693265,[20 11] ; [10  9],[18.6 12.4] ; [11.4  7.6],0
s3,1,0.420098,0.650041,[45 40] ; [20 24],[42.82945736 42.17054264] ; [22.17054264 21.82945736],0
a8,1,0.448813,0.573647,[ 7 71] ; [ 6 39],[ 8.24390244 69.75609756] ; [ 4.75609756 40.24390244],0
s2,1,0.458425,0.549737,[32 53] ; [14 31],[30.07692308 54.92307692] ; [15.92307692 29.07692308],0
b2,1,0.482225,0.493826,[12 36] ; [10 21],[13.36708861 34.63291139] ; [ 8.63291139 22.36708861],0
b3,1,0.482225,0.493826,[12 36] ; [10 21],[13.36708861 34.63291139] ; [ 8.63291139 22.36708861],0
d4,1,0.552619,0.352646,[62 22] ; [31 14],[60.55813953 23.44186047] ; [32.44186047 12.55813953],0
a4,1,0.58132,0.304105,[28 57] ; [17 28],[29.42307692 55.57692308] ; [15.57692308 29.42307692],0
b1,1,0.598226,0.27768,[45 40] ; [26 19],[46.42307692 38.57692308] ; [24.57692308 20.42307692],0
a3,1,0.622432,0.242465,[54 31] ; [26 18],[52.71317829 32.28682171] ; [27.28682171 16.71317829],0
d1,1,0.624688,0.239333,[34 51] ; [20 25],[35.30769231 49.69230769] ; [18.69230769 26.30769231],0
b4,1,0.660064,0.193446,[45 40] ; [22 23],[43.80769231 41.19230769] ; [23.19230769 21.80769231],0
n4,1,0.680314,0.169773,[41 44] ; [20 25],[39.88461538 45.11538462] ; [21.11538462 23.88461538],0
p5,1,0.696266,0.152386,[ 3 82] ; [ 1 43],[ 2.63565891 82.36434109] ; [ 1.36434109 42.63565891],0
n5,1,0.77844,0.079159,[36 48] ; [20 24],[36.75 47.25] ; [19.25 24.75],0
a5,1,0.84246,0.039501,[45 40] ; [23 22],[44.46153846 40.53846154] ; [23.53846154 21.46153846],0
a2,1,0.892718,0.018189,[14 71] ; [ 7 38],[13.73076923 71.26923077] ; [ 7.26923077 37.73076923],0
