Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.002792,8.938957,[36 67] ; [25 15],[43.93706294 59.06293706] ; [17.06293706 22.93706294],0
p1,1,0.004314,8.146648,[  5 102] ; [ 8 33],[ 9.39864865 97.60135135] ; [ 3.60135135 37.39864865],0
p7,1,0.005412,7.736291,[44 54] ; [29 12],[51.4676259 46.5323741] ; [21.5323741 19.4676259],0
v1,1,0.024745,5.041625,[46 56] ; [27 14],[52.06993007 49.93006993] ; [20.93006993 20.06993007],0
a7,1,0.045563,3.997679,[76 31] ; [22 19],[70.85135135 36.14864865] ; [27.14864865 13.85135135],0
s8,1,0.047472,3.928581,[65 42] ; [32  9],[70.12837838 36.87162162] ; [26.87162162 14.12837838],0
p6,1,0.053129,3.73986,[22 83] ; [14 24],[26.43356643 78.56643357] ; [ 9.56643357 28.43356643],0
r4,1,0.087388,2.921846,[87 20] ; [38  3],[90.37162162 16.62837838] ; [34.62837838  6.37162162],0
s2,1,0.091161,2.853758,[78 29] ; [24 17],[73.74324324 33.25675676] ; [28.25675676 12.74324324],0
v4,1,0.112061,2.52491,[94 11] ; [40  1],[96.36986301  8.63013699] ; [37.63013699  3.36986301],0
a3,1,0.118595,2.435772,[81 26] ; [35  5],[84.43537415 22.56462585] ; [31.56462585  8.43537415],0
n3,1,0.194658,1.682011,[23 13] ; [7 1],[24.54545455 11.45454545] ; [5.45454545 2.54545455],0
a5,1,0.202559,1.623828,[75 32] ; [33  8],[78.08108108 28.91891892] ; [29.91891892 11.08108108],0
v2,1,0.205195,1.605009,[57 45] ; [27 13],[60.33802817 41.66197183] ; [23.66197183 16.33802817],0
r3,1,0.242188,1.367812,[97  8] ; [40  1],[98.52739726  6.47260274] ; [38.47260274  2.52739726],0
n4,1,0.268556,1.224109,[82 25] ; [34  6],[84.43537415 22.56462585] ; [31.56462585  8.43537415],0
n1,1,0.322191,0.980031,[16 21] ; [5 3],[17.26666667 19.73333333] ; [3.73333333 4.26666667],0
p2,1,0.324759,0.969684,[72 35] ; [31 10],[74.46621622 32.53378378] ; [28.53378378 12.46621622],0
s3,1,0.328379,0.955279,[80 25] ; [28 13],[77.67123288 27.32876712] ; [30.32876712 10.67123288],0
p10,1,0.338791,0.915,[82 24] ; [33  6],[84.06896552 21.93103448] ; [30.93103448  8.06896552],0
