Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,84.62421,[143  18] ; [28 59],[111.01209677  49.98790323] ; [59.98790323 27.01209677],1
p2,1,0.0,37.942552,[134  27] ; [42 49],[112.44444444  48.55555556] ; [63.55555556 27.44444444],1
p11,1,0.0,28.320629,[125  37] ; [40 51],[105.65217391  56.34782609] ; [59.34782609 31.65217391],1
v4,1,3e-06,21.974631,[151  10] ; [66 25],[138.63888889  22.36111111] ; [78.36111111 12.63888889],1
s2,1,3.6e-05,17.065389,[74 86] ; [18 72],[ 58.88 101.12] ; [33.12 56.88],1
s8,1,4.5e-05,16.632004,[ 61 101] ; [12 78],[ 46.92857143 115.07142857] ; [26.07142857 63.92857143],1
p4,1,6.3e-05,16.013378,[66 95] ; [15 76],[ 51.75 109.25] ; [29.25 61.75],1
r3,1,0.000124,14.734429,[144  17] ; [64 27],[132.88888889  28.11111111] ; [75.11111111 15.88888889],1
s6,1,0.000141,14.494954,[97 63] ; [32 58],[82.56 77.44] ; [46.44 43.56],1
n6,1,0.000195,13.87685,[129  32] ; [53 38],[116.27777778  44.72222222] ; [65.72222222 25.27777778],1
p8,1,0.000371,12.672842,[68 93] ; [18 72],[ 55.16334661 105.83665339] ; [30.83665339 59.16334661],1
p7,1,0.002035,9.518058,[79 76] ; [28 63],[67.41869919 87.58130081] ; [39.58130081 51.41869919],0
s5,1,0.002144,9.421588,[ 47 112] ; [11 78],[ 37.18548387 121.81451613] ; [20.81451613 68.18548387],0
n2,1,0.002688,9.007949,[41  9] ; [24 21],[34.21052632 15.78947368] ; [30.78947368 14.21052632],0
r4,1,0.003135,8.727466,[132  30] ; [59 32],[122.30039526  39.69960474] ; [68.69960474 22.30039526],0
a1,1,0.009391,6.746947,[  3 159] ; [ 8 83],[  7.04347826 154.95652174] ; [ 3.95652174 87.04347826],0
s7,1,0.011014,6.463035,[62 98] ; [19 65],[ 53.1147541 106.8852459] ; [27.8852459 56.1147541],0
v1,1,0.012931,6.178513,[ 60 100] ; [20 70],[ 51.2 108.8] ; [28.8 61.2],0
d2,1,0.022961,5.171458,[ 58 104] ; [45 44],[66.47808765 95.52191235] ; [36.52191235 52.47808765],0
a4,1,0.025645,4.979794,[ 55 107] ; [43 46],[63.25099602 98.74900398] ; [34.74900398 54.25099602],0
p5,1,0.029668,4.72842,[ 12 149] ; [ 1 89],[  8.33864542 152.66135458] ; [ 4.66135458 85.33864542],0
n3,1,0.059355,3.555303,[34 15] ; [21 21],[29.61538462 19.38461538] ; [25.38461538 16.61538462],0
s3,1,0.059512,3.550932,[81 79] ; [34 55],[73.89558233 86.10441767] ; [41.10441767 47.89558233],0
b1,1,0.079196,3.081319,[ 60 102] ; [44 47],[66.59288538 95.40711462] ; [37.40711462 53.59288538],0
a7,1,0.081166,3.041398,[108  53] ; [51 40],[101.58333333  59.41666667] ; [57.41666667 33.58333333],0
r2,1,0.097068,2.753068,[144  17] ; [73 16],[139.748  21.252] ; [77.252 11.748],0
d4,1,0.099123,2.719602,[122  40] ; [59 31],[116.35714286  45.64285714] ; [64.64285714 25.35714286],0
u2,1,0.110623,2.545297,[35 26] ; [16 23],[31.11 29.89] ; [19.89 19.11],0
a2,1,0.130277,2.2892,[ 25 137] ; [21 70],[ 29.45454545 132.54545455] ; [16.54545455 74.45454545],0
p6,1,0.162326,1.952422,[ 39 122] ; [15 75],[ 34.6374502 126.3625498] ; [19.3625498 70.6374502],0
s4,1,0.238479,1.389561,[ 31 129] ; [12 77],[ 27.63052209 132.36947791] ; [15.36947791 73.63052209],0
u1,1,0.289833,1.120395,[ 13 149] ; [11 80],[ 15.36758893 146.63241107] ; [ 8.63241107 82.36758893],0
