Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,66.663474,[52 75] ; [284  72],[88.34782609 38.65217391] ; [247.65217391 108.34782609],1
d3,1,0.0,62.931108,[50 77] ; [276  79],[85.89626556 41.10373444] ; [240.10373444 114.89626556],1
r4,1,0.0,25.572689,[94 33] ; [327  30],[110.46900826  16.53099174] ; [310.53099174  46.46900826],1
a2,1,3e-06,21.627228,[  9 118] ; [ 96 261],[27.55165289 99.44834711] ; [ 77.44834711 279.55165289],1
r1,1,1.6e-05,18.578947,[79 48] ; [289  67],[96.76190476 30.23809524] ; [271.23809524  84.76190476],1
d5,1,2e-05,18.223132,[83 44] ; [297  59],[99.91718427 27.08281573] ; [280.08281573  75.91718427],1
u1,1,0.000182,14.012412,[  6 121] ; [ 66 291],[ 18.89256198 108.10743802] ; [ 53.10743802 303.89256198],1
d1,1,0.000219,13.659822,[52 75] ; [214 143],[69.79752066 57.20247934] ; [196.20247934 160.79752066],1
r2,1,0.00151,10.066822,[107  17] ; [336  18],[114.92050209   9.07949791] ; [328.07949791  25.92050209],0
u3,1,0.002125,9.438384,[10 26] ; [63 47],[18. 18.] ; [55. 55.],0
b1,1,0.002256,9.328637,[59 68] ; [112 245],[44.86983471 82.13016529] ; [126.13016529 230.86983471],0
d4,1,0.002826,8.916743,[89 38] ; [294  62],[100.70600414  26.29399586] ; [282.29399586  73.70600414],0
v4,1,0.007215,7.218708,[113  13] ; [343  14],[118.95652174   7.04347826] ; [337.04347826  19.95652174],0
r3,1,0.011351,6.409468,[115  12] ; [343  13],[120.42650104   6.57349896] ; [337.57349896  18.42650104],0
v2,1,0.044476,4.03839,[57 63] ; [197 142],[66.40522876 53.59477124] ; [187.59477124 151.40522876],0
s7,1,0.0517,3.785466,[60 62] ; [134 209],[50.89892473 71.10107527] ; [143.10107527 199.89892473],0
n5,1,0.080662,3.051511,[103  23] ; [262  92],[95.8125 30.1875] ; [269.1875  84.8125],0
p10,1,0.082877,3.007557,[106  20] ; [320  36],[111.36099585  14.63900415] ; [314.63900415  41.36099585],0
p3,1,0.082926,3.006593,[49 76] ; [172 185],[57.31327801 67.68672199] ; [163.68672199 193.31327801],0
b4,1,0.088774,2.896468,[64 63] ; [211 146],[72.15909091 54.84090909] ; [202.84090909 154.15909091],0
b2,1,0.093712,2.809424,[36 49] ; [ 65 138],[29.80902778 55.19097222] ; [ 71.19097222 131.80902778],0
b3,1,0.093712,2.809424,[36 49] ; [ 65 138],[29.80902778 55.19097222] ; [ 71.19097222 131.80902778],0
u2,1,0.094192,2.801225,[16 20] ; [67 44],[20.32653061 15.67346939] ; [62.67346939 48.32653061],0
b5,1,0.101079,2.688429,[74 53] ; [237 120],[81.6053719 45.3946281] ; [229.3946281 127.6053719],0
a5,1,0.111336,2.535148,[83 44] ; [260  97],[90.00206612 36.99793388] ; [252.99793388 104.00206612],0
p5,1,0.120541,2.410283,[ 12 112] ; [ 20 335],[  8.28392484 115.71607516] ; [ 23.71607516 331.28392484],0
s8,1,0.131912,2.269858,[56 71] ; [130 226],[48.9068323 78.0931677] ; [137.0931677 218.9068323],0
p7,1,0.144702,2.127227,[68 55] ; [219 130],[74.79025424 48.20974576] ; [212.20974576 136.79025424],0
p4,1,0.162381,1.951911,[64 60] ; [210 147],[70.63617464 53.36382536] ; [203.36382536 153.63617464],0
n1,1,0.186459,1.745375,[18 23] ; [22 48],[14.77477477 26.22522523] ; [25.22522523 44.77477477],0
p2,1,0.186726,1.743263,[100  23] ; [307  49],[104.51148225  18.48851775] ; [302.48851775  53.51148225],0
p8,1,0.227197,1.458326,[57 67] ; [184 168],[62.78151261 61.21848739] ; [178.21848739 173.78151261],0
a8,1,0.266647,1.233914,[ 13 105] ; [ 49 274],[ 16.58956916 101.41043084] ; [ 45.41043084 277.58956916],0
a1,1,0.283838,1.148619,[  7 120] ; [ 12 345],[  4.98553719 122.01446281] ; [ 14.01446281 342.98553719],0
p12,1,0.312097,1.021779,[  5 120] ; [ 23 333],[  7.27650728 117.72349272] ; [ 20.72349272 335.27650728],0
p6,1,0.315101,1.009175,[34 88] ; [116 238],[38.44537815 83.55462185] ; [111.55462185 242.44537815],0
