Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,32.423278,[24 37] ; [94 21],[40.89772727 20.10227273] ; [77.10227273 37.89772727],1
s7,1,0.002834,8.911112,[15 45] ; [52 55],[24.07185629 35.92814371] ; [42.92814371 64.07185629],0
n6,1,0.006982,7.277472,[42 20] ; [97 17],[48.96590909 13.03409091] ; [90.03409091 23.96590909],0
p1,1,0.008151,7.000061,[ 2 60] ; [19 94],[ 7.44 54.56] ; [13.56 99.44],0
v3,1,0.013451,6.108806,[13 48] ; [45 68],[20.33333333 40.66666667] ; [37.66666667 75.33333333],0
p10,1,0.016079,5.794218,[38 24] ; [87 24],[44.79768786 17.20231214] ; [80.20231214 30.79768786],0
p6,1,0.028345,4.806961,[13 47] ; [43 70],[19.42196532 40.57803468] ; [36.57803468 76.42196532],0
v2,1,0.043707,4.06783,[21 38] ; [57 53],[27.23076923 31.76923077] ; [50.76923077 59.23076923],0
a5,1,0.044972,4.019671,[25 37] ; [64 50],[31.35227273 30.64772727] ; [57.64772727 56.35227273],0
r1,1,0.045373,4.004703,[38 24] ; [87 28],[43.78531073 18.21468927] ; [81.21468927 33.78531073],0
p3,1,0.048254,3.901123,[18 44] ; [50 63],[24.09142857 37.90857143] ; [43.90857143 69.09142857],0
v1,1,0.04892,3.878105,[21 40] ; [56 56],[27.15028902 33.84971098] ; [49.84971098 62.15028902],0
r2,1,0.049269,3.866162,[51 11] ; [105   9],[54.95454545  7.04545455] ; [101.04545455  12.95454545],0
n1,1,0.074258,3.186296,[ 4 17] ; [ 9 11],[ 6.65853659 14.34146341] ; [ 6.34146341 13.65853659],0
p8,1,0.118275,2.440014,[25 37] ; [59 53],[29.93103448 32.06896552] ; [54.06896552 57.93103448],0
b3,1,0.129724,2.295809,[ 7 22] ; [30 45],[10.31730769 18.68269231] ; [26.68269231 48.31730769],0
b2,1,0.129724,2.295809,[ 7 22] ; [30 45],[10.31730769 18.68269231] ; [26.68269231 48.31730769],0
r4,1,0.142347,2.152405,[50 12] ; [102  13],[53.24293785  8.75706215] ; [98.75706215 16.24293785],0
v4,1,0.15691,2.003758,[55  6] ; [109   5],[57.16571429  3.83428571] ; [106.83428571   7.16571429],0
s6,1,0.171698,1.868052,[31 31] ; [68 44],[35.27586207 26.72413793] ; [63.72413793 48.27586207],0
p4,1,0.179254,1.803799,[24 37] ; [56 56],[28.20809249 32.79190751] ; [51.79190751 60.20809249],0
p7,1,0.181911,1.78194,[39 21] ; [61 51],[34.88372093 25.11627907] ; [65.11627907 46.88372093],0
a1,1,0.210765,1.566166,[ 4 58] ; [  3 112],[ 2.4519774 59.5480226] ; [  4.5480226 110.4519774],0
p9,1,0.226758,1.461083,[45 17] ; [91 22],[48.18285714 13.81714286] ; [87.81714286 25.18285714],0
p5,1,0.227656,1.455447,[ 5 57] ; [16 96],[ 7.48275862 54.51724138] ; [13.51724138 98.48275862],0
a4,1,0.228894,1.447721,[10 52] ; [27 86],[13.10857143 48.89142857] ; [23.89142857 89.10857143],0
u3,1,0.230381,1.438509,[15 19] ; [32 24],[17.75555556 16.24444444] ; [29.24444444 26.75555556],0
p12,1,0.247176,1.339195,[ 3 59] ; [ 11 101],[ 4.98850575 57.01149425] ; [  9.01149425 102.98850575],0
s3,1,0.256119,1.289616,[31 31] ; [66 46],[34.56321839 27.43678161] ; [62.43678161 49.56321839],0
a6,1,0.336389,0.924145,[34 28] ; [71 43],[36.98863636 25.01136364] ; [68.01136364 45.98863636],0
a3,1,0.344811,0.892463,[27 34] ; [59 55],[29.97714286 31.02285714] ; [56.02285714 57.97714286],0
s2,1,0.35706,0.848209,[24 38] ; [51 60],[26.87861272 35.12138728] ; [48.12138728 62.87861272],0
s1,1,0.381628,0.76545,[ 2 60] ; [  7 104],[ 3.22543353 58.77456647] ; [  5.77456647 105.22543353],0
s8,1,0.483142,0.491764,[18 44] ; [39 75],[20.07954545 41.92045455] ; [36.92045455 77.07954545],0
b1,1,0.539479,0.376507,[24 38] ; [50 65],[25.92090395 36.07909605] ; [48.07909605 66.92090395],0
d4,1,0.53948,0.376505,[34 27] ; [58 56],[32.06857143 28.93142857] ; [59.93142857 54.06857143],0
s5,1,0.55316,0.351687,[14 47] ; [29 78],[15.61309524 45.38690476] ; [27.38690476 79.61309524],0
a7,1,0.584188,0.299513,[36 26] ; [71 43],[37.69318182 24.30681818] ; [69.30681818 44.69318182],0
p11,1,0.610752,0.259082,[47 15] ; [91 24],[48.33898305 13.66101695] ; [89.66101695 25.33898305],0
d3,1,0.650354,0.205453,[25 37] ; [50 64],[26.42045455 35.57954545] ; [48.57954545 65.42045455],0
u4,1,0.655338,0.199236,[ 1 61] ; [  1 114],[ 0.70056497 61.29943503] ; [  1.29943503 113.70056497],0
u1,1,0.657739,0.196282,[ 3 59] ; [  4 111],[ 2.4519774 59.5480226] ; [  4.5480226 110.4519774],0
n2,1,0.706879,0.141414,[16  5] ; [17  4],[16.5  4.5] ; [16.5  4.5],0
d2,1,0.792053,0.069509,[14 48] ; [28 87],[14.71186441 47.28813559] ; [27.28813559 87.71186441],0
n3,1,0.796415,0.066558,[15  6] ; [15  5],[15.36585366  5.63414634] ; [14.63414634  5.36585366],0
p2,1,0.821763,0.05075,[44 18] ; [82 31],[44.64 17.36] ; [81.36 31.64],0
b5,1,0.855084,0.033356,[37 25] ; [67 48],[36.42937853 25.57062147] ; [67.57062147 47.42937853],0
s4,1,0.856202,0.032837,[11 51] ; [19 95],[10.56818182 51.43181818] ; [19.43181818 94.56818182],0
b4,1,0.918598,0.010445,[35 27] ; [64 51],[34.6779661 27.3220339] ; [64.3220339 50.6779661],0
d1,1,0.923627,0.00919,[ 4 58] ; [  7 108],[ 3.85310734 58.14689266] ; [  7.14689266 107.85310734],0
a8,1,0.949201,0.004059,[ 8 51] ; [14 92],[ 7.86666667 51.13333333] ; [14.13333333 91.86666667],0
a2,1,0.955286,0.003144,[ 5 57] ; [  9 106],[ 4.9039548 57.0960452] ; [  9.0960452 105.9039548],0
u2,1,0.98433,0.000386,[18 16] ; [29 26],[17.95505618 16.04494382] ; [29.04494382 25.95505618],0
