Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000844,11.142954,[13  4] ; [1 9],[8.81481481 8.18518519] ; [5.18518519 4.81481481],1
n5,1,0.001433,10.162963,[17  1] ; [4 6],[13.5  4.5] ; [7.5 2.5],0
s2,1,0.018029,5.593345,[10  8] ; [1 9],[ 7.07142857 10.92857143] ; [3.92857143 6.07142857],0
u3,1,0.022822,5.182041,[1 6] ; [4 1],[2.91666667 4.08333333] ; [2.08333333 2.91666667],0
n6,1,0.028574,4.793067,[15  2] ; [5 5],[12.59259259  4.40740741] ; [7.40740741 2.59259259],0
s5,1,0.034294,4.48,[9 9] ; [1 9],[ 6.42857143 11.57142857] ; [3.57142857 6.42857143],0
a5,1,0.061369,3.5,[15  3] ; [5 5],[12.85714286  5.14285714] ; [7.14285714 2.85714286],0
v4,1,0.074247,3.186532,[16  2] ; [6 4],[14.14285714  3.85714286] ; [7.85714286 2.14285714],0
s8,1,0.086673,2.935101,[ 7 10] ; [1 9],[ 5.03703704 11.96296296] ; [2.96296296 7.03703704],0
s3,1,0.12609,2.34,[8 8] ; [2 8],[6.15384615 9.84615385] ; [3.84615385 6.15384615],0
b4,1,0.131543,2.274204,[14  4] ; [5 5],[12.21428571  5.78571429] ; [6.78571429 3.21428571],0
r2,1,0.171857,1.866667,[15  3] ; [6 4],[13.5  4.5] ; [7.5 2.5],0
a6,1,0.171857,1.866667,[12  6] ; [4 6],[10.28571429  7.71428571] ; [5.71428571 4.28571429],0
a2,1,0.236377,1.402074,[ 1 17] ; [2 8],[ 1.92857143 16.07142857] ; [1.07142857 8.92857143],0
n3,1,0.236724,1.4,[6 4] ; [1 3],[5. 5.] ; [2. 2.],0
d1,1,0.305141,1.051592,[ 7 11] ; [2 8],[ 5.78571429 12.21428571] ; [3.21428571 6.78571429],0
d4,1,0.305507,1.05,[9 9] ; [7 3],[10.28571429  7.71428571] ; [5.71428571 4.28571429],0
p3,1,0.305507,1.05,[9 9] ; [3 7],[ 7.71428571 10.28571429] ; [4.28571429 5.71428571],0
r1,1,0.305507,1.05,[9 9] ; [3 7],[ 7.71428571 10.28571429] ; [4.28571429 5.71428571],0
v2,1,0.365416,0.819195,[ 4 13] ; [4 6],[ 5.03703704 11.96296296] ; [2.96296296 7.03703704],0
b1,1,0.430223,0.622222,[ 8 10] ; [6 4],[9. 9.] ; [5. 5.],0
p8,1,0.452651,0.564004,[11  6] ; [5 5],[10.07407407  6.92592593] ; [5.92592593 4.07407407],0
n2,1,0.480478,0.497778,[7 3] ; [2 2],[6.42857143 3.57142857] ; [2.57142857 1.42857143],0
p10,1,0.506984,0.440286,[13  5] ; [6 4],[12.21428571  5.78571429] ; [6.78571429 3.21428571],0
b5,1,0.506984,0.440286,[13  5] ; [6 4],[12.21428571  5.78571429] ; [6.78571429 3.21428571],0
a3,1,0.56917,0.324074,[11  7] ; [5 5],[10.28571429  7.71428571] ; [5.71428571 4.28571429],0
p4,1,0.56917,0.324074,[11  7] ; [5 5],[10.28571429  7.71428571] ; [5.71428571 4.28571429],0
a7,1,0.611179,0.258462,[9 9] ; [4 6],[8.35714286 9.64285714] ; [4.64285714 5.35714286],0
d3,1,0.611179,0.258462,[9 9] ; [6 4],[9.64285714 8.35714286] ; [5.35714286 4.64285714],0
d2,1,0.611179,0.258462,[9 9] ; [4 6],[8.35714286 9.64285714] ; [4.64285714 5.35714286],0
p1,1,0.629063,0.233333,[ 3 15] ; [1 9],[ 2.57142857 15.42857143] ; [1.42857143 8.57142857],0
p5,1,0.648807,0.207407,[ 5 13] ; [2 8],[ 4.5 13.5] ; [2.5 7.5],0
p12,1,0.66171,0.191453,[ 1 17] ; [1 9],[ 1.28571429 16.71428571] ; [0.71428571 9.28571429],0
p9,1,0.711011,0.137269,[13  4] ; [7 3],[12.59259259  4.40740741] ; [7.40740741 2.59259259],0
v1,1,0.819872,0.051852,[ 8 10] ; [4 6],[ 7.71428571 10.28571429] ; [4.28571429 5.71428571],0
d5,1,0.819872,0.051852,[10  8] ; [6 4],[10.28571429  7.71428571] ; [5.71428571 4.28571429],0
a4,1,0.856395,0.032749,[ 6 12] ; [3 7],[ 5.78571429 12.21428571] ; [3.21428571 6.78571429],0
p6,1,0.856395,0.032749,[ 6 12] ; [3 7],[ 5.78571429 12.21428571] ; [3.21428571 6.78571429],0
p7,1,0.872518,0.025748,[10  7] ; [5 4],[9.80769231 7.19230769] ; [5.19230769 3.80769231],0
s7,1,0.872518,0.025748,[ 7 10] ; [4 5],[7.19230769 9.80769231] ; [3.80769231 5.19230769],0
v3,1,0.879193,0.023102,[ 3 14] ; [2 8],[ 3.14814815 13.85185185] ; [1.85185185 8.14814815],0
p2,1,0.890782,0.018855,[14  4] ; [8 2],[14.14285714  3.85714286] ; [7.85714286 2.14285714],0
s4,1,0.890782,0.018855,[ 4 14] ; [2 8],[ 3.85714286 14.14285714] ; [2.14285714 7.85714286],0
u2,1,0.921159,0.009796,[4 3] ; [3 2],[4.08333333 2.91666667] ; [2.91666667 2.08333333],0
b3,1,1.0,0.0,[ 4 10] ; [2 5],[ 4. 10.] ; [2. 5.],0
n1,1,1.0,0.0,[5 5] ; [2 2],[5. 5.] ; [2. 2.],0
b2,1,1.0,0.0,[ 4 10] ; [2 5],[ 4. 10.] ; [2. 5.],0
