Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.011254,6.424825,[ 30 100] ; [10 10],[34.66666667 95.33333333] ; [ 5.33333333 14.66666667],0
s7,1,0.028059,4.824444,[30 93] ; [10 11],[34.16666667 88.83333333] ; [ 5.83333333 15.16666667],0
d3,1,0.059896,3.540254,[32 97] ; [ 9 11],[35.4966443 93.5033557] ; [ 5.5033557 14.4966443],0
s6,1,0.059964,3.538383,[52 78] ; [13  8],[55.9602649 74.0397351] ; [ 9.0397351 11.9602649],0
p6,1,0.132812,2.259328,[31 97] ; [ 2 19],[28.34899329 99.65100671] ; [ 4.65100671 16.34899329],0
v4,1,0.170672,1.877029,[111  17] ; [15  5],[108.97297297  19.02702703] ; [17.02702703  2.97297297],0
v3,1,0.175452,1.835736,[36 91] ; [ 3 18],[33.46621622 93.53378378] ; [ 5.53378378 15.46621622],0
b4,1,0.175633,1.834195,[64 66] ; [ 7 14],[61.12582781 68.87417219] ; [ 9.87417219 11.12582781],0
v2,1,0.186827,1.742467,[47 74] ; [ 5 16],[44.30985915 76.69014085] ; [ 7.69014085 13.30985915],0
b5,1,0.233933,1.416787,[75 55] ; [15  6],[77.48344371 52.51655629] ; [12.51655629  8.48344371],0
p9,1,0.270614,1.213633,[88 39] ; [12  9],[85.81081081 41.18918919] ; [14.18918919  6.81081081],0
n6,1,0.293198,1.10488,[90 39] ; [17  4],[92.02 36.98] ; [14.98  6.02],0
u2,1,0.310599,1.028127,[30 39] ; [3 8],[28.4625 40.5375] ; [4.5375 6.4625],0
d5,1,0.318041,0.996984,[56 74] ; [11  9],[58.06666667 71.93333333] ; [ 8.93333333 11.06666667],0
u1,1,0.326003,0.96471,[  2 128] ; [ 1 20],[  2.58278146 127.41721854] ; [ 0.41721854 20.58278146],0
u3,1,0.334793,0.930268,[27 42] ; [6 5],[28.4625 40.5375] ; [4.5375 6.4625],0
a4,1,0.349216,0.876305,[30 98] ; [ 3 18],[28.34899329 99.65100671] ; [ 4.65100671 16.34899329],0
s1,1,0.367593,0.811784,[  6 121] ; [ 2 19],[  6.86486486 120.13513514] ; [ 1.13513514 19.86486486],0
a5,1,0.501038,0.452738,[66 64] ; [ 9 12],[64.56953642 65.43046358] ; [10.43046358 10.56953642],0
n2,1,0.506673,0.440932,[30 13] ; [4 3],[29.24 13.76] ; [4.76 2.24],0
s3,1,0.511914,0.430153,[54 74] ; [10 10],[55.35135135 72.64864865] ; [ 8.64864865 11.35135135],0
p2,1,0.517635,0.418604,[90 40] ; [16  5],[91.25827815 38.74172185] ; [14.74172185  6.25827815],0
r3,1,0.517922,0.41803,[102  26] ; [18  3],[103.08724832  24.91275168] ; [16.91275168  4.08724832],0
n1,1,0.549515,0.358187,[17 25] ; [2 5],[16.28571429 25.71428571] ; [2.71428571 4.28571429],0
n5,1,0.571773,0.319724,[93 35] ; [14  7],[91.91946309 36.08053691] ; [15.08053691  5.91946309],0
p4,1,0.57622,0.312386,[58 72] ; [ 8 13],[56.82119205 73.17880795] ; [ 9.17880795 11.82119205],0
p3,1,0.620963,0.244516,[48 81] ; [ 9 12],[49.02 79.98] ; [ 7.98 13.02],0
r1,1,0.627533,0.235421,[72 56] ; [13  8],[73.02013423 54.97986577] ; [11.97986577  9.02013423],0
d2,1,0.628726,0.233793,[31 99] ; [ 4 17],[30.13245033 99.86754967] ; [ 4.86754967 16.13245033],0
a7,1,0.631338,0.230251,[70 59] ; [12  8],[70.99328859 58.00671141] ; [11.00671141  8.99328859],0
p8,1,0.645895,0.211115,[49 78] ; [ 7 14],[48.05405405 78.94594595] ; [ 7.94594595 13.05405405],0
p11,1,0.651865,0.203557,[87 43] ; [13  8],[86.09271523 43.90728477] ; [13.90728477  7.09271523],0
b1,1,0.668183,0.183735,[56 74] ; [ 8 13],[55.09933775 74.90066225] ; [ 8.90066225 12.09933775],0
n4,1,0.669236,0.182497,[86 43] ; [13  8],[85.14 43.86] ; [13.86  7.14],0
d1,1,0.688855,0.160327,[  4 126] ; [ 1 20],[  4.30463576 125.69536424] ; [ 0.69536424 20.30463576],0
v1,1,0.734616,0.114916,[55 71] ; [10 11],[55.71428571 70.28571429] ; [ 9.28571429 11.71428571],0
a6,1,0.746771,0.104264,[73 57] ; [11 10],[72.31788079 57.68211921] ; [11.68211921  9.31788079],0
r2,1,0.764001,0.090139,[107  21] ; [17  4],[106.52348993  21.47651007] ; [17.47651007  3.52348993],0
p1,1,0.78638,0.073449,[ 15 115] ; [ 2 19],[ 14.63576159 115.36423841] ; [ 2.36423841 18.63576159],0
n3,1,0.813345,0.055749,[31 10] ; [5 2],[30.75 10.25] ; [5.25 1.75],0
s8,1,0.815802,0.054265,[34 96] ; [ 6 15],[34.43708609 95.56291391] ; [ 5.56291391 15.43708609],0
p10,1,0.868691,0.027331,[81 46] ; [13  8],[80.66216216 46.33783784] ; [13.33783784  7.66216216],0
a2,1,0.872074,0.025929,[ 11 119] ; [ 2 19],[ 11.19205298 118.80794702] ; [ 1.80794702 19.19205298],0
p7,1,0.918832,0.010385,[65 62] ; [11 10],[65.21621622 61.78378378] ; [10.78378378 10.21621622],0
r4,1,0.991739,0.000107,[93 37] ; [15  6],[92.98013245 37.01986755] ; [15.01986755  5.98013245],0
a3,1,0.997476,1e-05,[61 67] ; [10 11],[60.99328859 67.00671141] ; [10.00671141 10.99328859],0
