Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.017938,5.602154,[ 2 11] ; [26 24],[5.77777778 7.22222222] ; [22.22222222 27.77777778],0
p11,1,0.018469,5.551123,[6 7] ; [41 11],[9.4 3.6] ; [37.6 14.4],0
r3,1,0.019945,5.416667,[10  3] ; [50  2],[12.  1.] ; [48.  4.],0
n4,1,0.024175,5.082046,[ 2 11] ; [26 26],[5.6 7.4] ; [22.4 29.6],0
s1,1,0.040946,4.178259,[ 2 11] ; [ 1 50],[ 0.609375 12.390625] ; [ 2.390625 48.609375],0
s7,1,0.050771,3.815801,[ 1 10] ; [20 30],[3.78688525 7.21311475] ; [17.21311475 32.78688525],0
s8,1,0.055859,3.65625,[ 2 11] ; [23 29],[5. 8.] ; [20. 32.],0
v4,1,0.057608,3.604931,[10  3] ; [48  3],[11.78125  1.21875] ; [46.21875  4.78125],0
p4,1,0.076346,3.141026,[5 8] ; [34 18],[7.8 5.2] ; [31.2 20.8],0
s6,1,0.076346,3.141026,[5 8] ; [34 18],[7.8 5.2] ; [31.2 20.8],0
p9,1,0.096289,2.765957,[7 6] ; [40 12],[9.4 3.6] ; [37.6 14.4],0
p7,1,0.115517,2.477069,[7 5] ; [40 10],[9.09677419 2.90322581] ; [37.90322581 12.09677419],0
p3,1,0.136595,2.215909,[4 9] ; [28 24],[6.4 6.6] ; [25.6 26.4],0
d5,1,0.141032,2.166667,[8 5] ; [42 10],[10.  3.] ; [40. 12.],0
s3,1,0.153306,2.039039,[4 9] ; [27 24],[6.296875 6.703125] ; [24.703125 26.296875],0
a6,1,0.179042,1.805556,[7 6] ; [38 14],[9. 4.] ; [36. 16.],0
v3,1,0.22797,1.45348,[6 7] ; [14 35],[4.19354839 8.80645161] ; [15.80645161 33.19354839],0
p6,1,0.258878,1.274749,[ 3 10] ; [20 30],[4.74603175 8.25396825] ; [18.25396825 31.74603175],0
p10,1,0.258922,1.27451,[8 5] ; [40 12],[9.6 3.4] ; [38.4 13.6],0
r4,1,0.277787,1.177885,[9 4] ; [43  9],[10.4  2.6] ; [41.6 10.4],0
r1,1,0.277787,1.177885,[9 4] ; [43  9],[10.4  2.6] ; [41.6 10.4],0
b5,1,0.294405,1.099366,[7 6] ; [36 16],[8.6 4.4] ; [34.4 17.6],0
b1,1,0.321005,0.984848,[5 8] ; [28 24],[6.6 6.4] ; [26.4 25.6],0
n2,1,0.325892,0.965152,[2 1] ; [9 1],[2.53846154 0.46153846] ; [8.46153846 1.53846154],0
u3,1,0.410004,0.678788,[3 3] ; [15  7],[3.85714286 2.14285714] ; [14.14285714  7.85714286],0
n1,1,0.416448,0.660317,[1 2] ; [6 4],[1.61538462 1.38461538] ; [5.38461538 4.61538462],0
n5,1,0.447521,0.576923,[4 9] ; [22 30],[5.2 7.8] ; [20.8 31.2],0
a2,1,0.472607,0.515873,[ 1 12] ; [ 8 44],[ 1.8 11.2] ; [ 7.2 44.8],0
d1,1,0.533931,0.386905,[5 8] ; [25 27],[6. 7.] ; [24. 28.],0
u1,1,0.554418,0.349462,[ 1 12] ; [ 2 50],[ 0.6 12.4] ; [ 2.4 49.6],0
a8,1,0.614795,0.253252,[ 1 12] ; [ 2 45],[ 0.65 12.35] ; [ 2.35 44.65],0
d3,1,0.694179,0.154598,[8 5] ; [35 17],[8.6 4.4] ; [34.4 17.6],0
b4,1,0.709782,0.138494,[6 7] ; [27 25],[6.6 6.4] ; [26.4 25.6],0
a4,1,0.781637,0.076832,[4 9] ; [14 38],[3.6 9.4] ; [14.4 37.6],0
p5,1,0.796356,0.066598,[ 1 12] ; [ 3 49],[ 0.8 12.2] ; [ 3.2 48.8],0
p1,1,0.83035,0.045904,[ 1 12] ; [ 5 47],[ 1.2 11.8] ; [ 4.8 47.2],0
b3,1,0.844595,0.038424,[2 5] ; [ 8 24],[1.79487179 5.20512821] ; [ 8.20512821 23.79487179],0
b2,1,0.844595,0.038424,[2 5] ; [ 8 24],[1.79487179 5.20512821] ; [ 8.20512821 23.79487179],0
v2,1,0.849062,0.03622,[6 6] ; [26 23],[6.29508197 5.70491803] ; [25.70491803 23.29508197],0
u2,1,0.891289,0.01868,[4 2] ; [16  7],[4.13793103 1.86206897] ; [15.86206897  7.13793103],0
d4,1,0.891541,0.018593,[9 4] ; [37 15],[9.2 3.8] ; [36.8 15.2],0
d2,1,0.894498,0.017587,[4 9] ; [17 35],[4.2 8.8] ; [16.8 35.2],0
a3,1,0.900713,0.015565,[7 6] ; [29 23],[7.2 5.8] ; [28.8 23.2],0
s2,1,0.936062,0.006435,[5 8] ; [19 32],[4.875 8.125] ; [19.125 31.875],0
r2,1,0.978667,0.000715,[11  2] ; [43  8],[10.96875  2.03125] ; [43.03125  7.96875],0
a7,1,1.0,0.0,[9 4] ; [36 16],[9. 4.] ; [36. 16.],0
a5,1,1.0,0.0,[8 5] ; [32 20],[8. 5.] ; [32. 20.],0
