Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,63.914967,[370  80] ; [27 43],[343.55769231 106.44230769] ; [53.44230769 16.55769231],1
n4,1,0.0,46.591515,[383  68] ; [35 35],[361.83877159  89.16122841] ; [56.16122841 13.83877159],1
p11,1,0.00012,14.79784,[368  83] ; [43 27],[355.77927063  95.22072937] ; [55.22072937 14.77927063],1
r4,1,0.002568,9.091843,[425  26] ; [59 11],[418.97120921  32.02879079] ; [65.02879079  4.97120921],0
p4,1,0.004419,8.103112,[303 145] ; [34 34],[292.58914729 155.41085271] ; [44.41085271 23.58914729],0
s7,1,0.005589,7.678292,[239 193] ; [24 41],[228.60362173 203.39637827] ; [34.39637827 30.60362173],0
p9,1,0.007305,7.196404,[393  52] ; [52 16],[386.01364522  58.98635478] ; [58.98635478  9.01364522],0
a5,1,0.011629,6.366561,[388  63] ; [52 18],[380.88291747  70.11708253] ; [59.11708253 10.88291747],0
p10,1,0.013951,6.044311,[382  67] ; [49 18],[375.03682171  73.96317829] ; [55.96317829 11.03682171],0
u2,1,0.015725,5.83332,[50 35] ; [16  2],[54.46601942 30.53398058] ; [11.53398058  6.46601942],0
p6,1,0.016091,5.792947,[186 259] ; [17 48],[177.12745098 267.87254902] ; [25.87254902 39.12745098],0
u1,1,0.016492,5.749606,[133 318] ; [11 59],[124.65259117 326.34740883] ; [19.34740883 50.65259117],0
v3,1,0.018403,5.557395,[198 233] ; [19 44],[189.32591093 241.67408907] ; [27.67408907 35.32591093],0
p2,1,0.023093,5.161504,[385  64] ; [51 17],[378.65377176  70.34622824] ; [57.34622824 10.65377176],0
a4,1,0.02663,4.914616,[269 181] ; [32 38],[260.48076923 189.51923077] ; [40.51923077 29.48076923],0
s5,1,0.028056,4.824606,[168 266] ; [16 49],[160.03206413 273.96793587] ; [23.96793587 41.03206413],0
p3,1,0.04305,4.093455,[247 202] ; [28 39],[239.29263566 209.70736434] ; [35.70736434 31.29263566],0
p8,1,0.044766,4.027436,[253 190] ; [30 38],[245.34050881 197.65949119] ; [37.65949119 30.34050881],0
a8,1,0.049758,3.849587,[ 54 346] ; [ 3 60],[ 49.24406048 350.75593952] ; [ 7.75593952 55.24406048],0
p1,1,0.063699,3.438362,[ 43 407] ; [ 2 68],[ 38.94230769 411.05769231] ; [ 6.05769231 63.94230769],0
