Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.000662,11.594203,[2 6] ; [21  3],[5.75 2.25] ; [17.25  6.75],1
d3,1,0.014306,6.0,[1 7] ; [15  9],[4. 4.] ; [12. 12.],0
p2,1,0.015983,5.8047,[5 3] ; [22  1],[6.96774194 1.03225806] ; [20.03225806  2.96774194],0
d5,1,0.026285,4.937143,[4 4] ; [21  3],[6.25 1.75] ; [18.75  5.25],0
a4,1,0.061444,3.497976,[1 7] ; [12 12],[3.25 4.75] ; [ 9.75 14.25],0
s2,1,0.10247,2.666667,[2 6] ; [14 10],[4. 4.] ; [12. 12.],0
v1,1,0.108753,2.572249,[3 5] ; [16  7],[4.90322581 3.09677419] ; [14.09677419  8.90322581],0
p7,1,0.116664,2.461538,[5 3] ; [21  3],[6.5 1.5] ; [19.5  4.5],0
p10,1,0.116664,2.461538,[5 3] ; [21  3],[6.5 1.5] ; [19.5  4.5],0
d2,1,0.145761,2.116059,[3 5] ; [16  8],[4.75 3.25] ; [14.25  9.75],0
a5,1,0.186449,1.745455,[4 4] ; [18  6],[5.5 2.5] ; [16.5  7.5],0
p4,1,0.217044,1.52381,[6 2] ; [22  2],[7. 1.] ; [21.  3.],0
v3,1,0.217044,1.52381,[3 5] ; [15  9],[4.5 3.5] ; [13.5 10.5],0
a8,1,0.236057,1.403986,[2 6] ; [ 2 21],[1.03225806 6.96774194] ; [ 2.96774194 20.03225806],0
s8,1,0.306488,1.045752,[3 5] ; [14 10],[4.25 3.75] ; [12.75 11.25],0
p3,1,0.345779,0.888889,[5 3] ; [19  5],[6. 2.] ; [18.  6.],0
r1,1,0.345779,0.888889,[5 3] ; [19  5],[6. 2.] ; [18.  6.],0
b3,1,0.345779,0.888889,[2 4] ; [10  8],[3. 3.] ; [9. 9.],0
b2,1,0.345779,0.888889,[2 4] ; [10  8],[3. 3.] ; [9. 9.],0
s5,1,0.35409,0.858745,[3 4] ; [15  9],[4.06451613 2.93548387] ; [13.93548387 10.06451613],0
s7,1,0.399075,0.711111,[4 4] ; [16  8],[5. 3.] ; [15.  9.],0
r3,1,0.399075,0.711111,[7 1] ; [23  1],[7.5 0.5] ; [22.5  1.5],0
p11,1,0.399075,0.711111,[6 2] ; [21  3],[6.75 1.25] ; [20.25  3.75],0
b4,1,0.399075,0.711111,[6 2] ; [14 10],[5. 3.] ; [15.  9.],0
s1,1,0.399075,0.711111,[1 7] ; [ 1 23],[0.5 7.5] ; [ 1.5 22.5],0
n1,1,0.540291,0.375,[1 1] ; [3 1],[1.33333333 0.66666667] ; [2.66666667 1.33333333],0
r2,1,0.600991,0.273504,[6 2] ; [20  4],[6.5 1.5] ; [19.5  4.5],0
p1,1,0.600991,0.273504,[2 6] ; [ 4 20],[1.5 6.5] ; [ 4.5 19.5],0
u2,1,0.635256,0.225,[3 3] ; [1 2],[2.66666667 3.33333333] ; [1.33333333 1.66666667],0
p8,1,0.659658,0.193939,[5 3] ; [17  7],[5.5 2.5] ; [16.5  7.5],0
s6,1,0.665984,0.186335,[6 1] ; [18  5],[5.6 1.4] ; [18.4  4.6],0
b1,1,0.680724,0.169312,[4 4] ; [14 10],[4.5 3.5] ; [13.5 10.5],0
v2,1,0.680724,0.169312,[3 5] ; [11 13],[3.5 4.5] ; [10.5 13.5],0
b5,1,0.680724,0.169312,[4 4] ; [10 14],[3.5 4.5] ; [10.5 13.5],0
n6,1,0.726226,0.122605,[7 1] ; [22  2],[7.25 0.75] ; [21.75  2.25],0
p12,1,0.77864,0.079012,[1 7] ; [ 4 20],[1.25 6.75] ; [ 3.75 20.25],0
a6,1,0.837944,0.04183,[4 4] ; [13 11],[4.25 3.75] ; [12.75 11.25],0
p6,1,0.915598,0.011232,[4 4] ; [12 11],[4.12903226 3.87096774] ; [11.87096774 11.12903226],0
s4,1,1.0,0.0,[1 7] ; [ 3 21],[1. 7.] ; [ 3. 21.],0
s3,1,1.0,0.0,[5 3] ; [15  9],[5. 3.] ; [15.  9.],0
n2,1,1.0,0.0,[1 1] ; [2 2],[1. 1.] ; [2. 2.],0
r4,1,1.0,0.0,[7 1] ; [21  3],[7. 1.] ; [21.  3.],0
