Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,4e-06,21.095862,[ 7 31] ; [43 23],[18.26923077 19.73076923] ; [31.73076923 34.26923077],1
p10,1,0.596098,0.280922,[27 10] ; [52 15],[28.10576923  8.89423077] ; [50.89423077 16.10576923],0
b1,1,0.607424,0.263943,[12 26] ; [18 49],[10.85714286 27.14285714] ; [19.14285714 47.85714286],0
b5,1,0.639552,0.219328,[25 13] ; [41 26],[23.88571429 14.11428571] ; [42.11428571 24.88571429],0
a3,1,0.65607,0.198333,[21 17] ; [34 33],[19.9047619 18.0952381] ; [35.0952381 31.9047619],0
p1,1,0.660493,0.192925,[ 2 35] ; [ 5 60],[ 2.53921569 34.46078431] ; [ 4.46078431 60.53921569],0
p12,1,0.664142,0.188531,[ 2 36] ; [ 5 62],[ 2.53333333 35.46666667] ; [ 4.46666667 62.53333333],0
a2,1,0.668455,0.183415,[ 3 35] ; [ 7 60],[ 3.61904762 34.38095238] ; [ 6.38095238 60.61904762],0
b2,1,0.682107,0.167763,[ 7 12] ; [10 22],[ 6.33333333 12.66666667] ; [10.66666667 21.33333333],0
b3,1,0.682107,0.167763,[ 7 12] ; [10 22],[ 6.33333333 12.66666667] ; [10.66666667 21.33333333],0
u1,1,0.704,0.144344,[ 3 35] ; [ 4 63],[ 2.53333333 35.46666667] ; [ 4.46666667 62.53333333],0
d2,1,0.728079,0.120883,[12 26] ; [19 48],[11.21904762 26.78095238] ; [19.78095238 47.21904762],0
p9,1,0.739881,0.110232,[29  9] ; [53 14],[29.67619048  8.32380952] ; [52.32380952 14.67619048],0
d1,1,0.765311,0.08911,[17 21] ; [32 35],[17.73333333 20.26666667] ; [31.26666667 35.73333333],0
b4,1,0.769431,0.085919,[21 17] ; [39 28],[21.71428571 16.28571429] ; [38.28571429 28.71428571],0
v2,1,0.777794,0.079634,[18 19] ; [33 31],[18.68316832 18.31683168] ; [32.31683168 31.68316832],0
p5,1,0.905866,0.013984,[ 3 34] ; [ 5 62],[ 2.84615385 34.15384615] ; [ 5.15384615 61.84615385],0
r1,1,0.948796,0.004124,[27 11] ; [48 19],[27.14285714 10.85714286] ; [47.85714286 19.14285714],0
