Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,30.1868,[214  84] ; [126 131],[182.55855856 115.44144144] ; [157.44144144  99.55855856],1
v3,1,0.0,29.369708,[143 145] ; [ 67 183],[112.41635688 175.58364312] ; [ 97.58364312 152.41635688],1
v2,1,0.0,28.707621,[203  88] ; [115 130],[172.64552239 118.35447761] ; [145.35447761  99.64552239],1
p6,1,0.0,28.638313,[134 158] ; [ 61 194],[104.09506399 187.90493601] ; [ 90.90493601 164.09506399],1
p3,1,0.0,27.089295,[179 119] ; [ 97 159],[148.46209386 149.53790614] ; [127.53790614 128.46209386],1
p2,1,1.6e-05,18.607756,[271  28] ; [198  58],[252.66846847  46.33153153] ; [216.33153153  39.66846847],1
n5,1,8.4e-05,15.458593,[238  60] ; [165  89],[217.5615942  80.4384058] ; [185.4384058  68.5615942],1
p9,1,0.000122,14.765356,[264  31] ; [195  57],[247.54113346  47.45886654] ; [211.45886654  40.54113346],1
p8,1,0.000131,14.634498,[176 118] ; [110 143],[153.71846435 140.28153565] ; [132.28153565 120.71846435],1
p7,1,0.000161,14.244204,[200  89] ; [134 117],[178.75185185 110.24814815] ; [155.24814815  95.75185185],1
s8,1,0.000956,10.91095,[147 150] ; [ 91 165],[127.82278481 169.17721519] ; [110.17721519 145.82278481],1
s5,1,0.000973,10.878269,[111 176] ; [ 63 186],[ 93.16791045 193.83208955] ; [ 80.83208955 168.16791045],1
s6,1,0.001209,10.476958,[214  79] ; [153 102],[196.22445255  96.77554745] ; [170.77554745  84.22445255],0
p5,1,0.002775,8.949542,[ 42 256] ; [ 16 239],[ 31.25497288 266.74502712] ; [ 26.74502712 228.25497288],0
p10,1,0.003236,8.669591,[252  43] ; [191  62],[238.47627737  56.52372263] ; [204.52372263  48.47627737],0
p12,1,0.003271,8.649914,[ 33 265] ; [ 11 245],[ 23.66787004 274.33212996] ; [ 20.33212996 235.66787004],0
n4,1,0.005182,7.814944,[243  56] ; [183  74],[229.08992806  69.91007194] ; [196.91007194  60.08992806],0
r4,1,0.006111,7.517336,[280  20] ; [222  35],[270.37701975  29.62298025] ; [231.62298025  25.37701975],0
p11,1,0.006503,7.405483,[240  60] ; [180  77],[226.21184919  73.78815081] ; [193.78815081  63.21184919],0
a5,1,0.006625,7.37205,[245  55] ; [185  72],[231.5978456  68.4021544] ; [198.4021544  58.5978456],0
s7,1,0.007435,7.164729,[147 134] ; [100 146],[131.70208729 149.29791271] ; [115.29791271 130.70208729],0
u1,1,0.017156,5.680344,[ 87 213] ; [ 52 205],[ 74.86535009 225.13464991] ; [ 64.13464991 192.86535009],0
v4,1,0.017306,5.665062,[289   9] ; [235  19],[282.88405797  15.11594203] ; [241.11594203  12.88405797],0
u4,1,0.020701,5.351814,[  9 291] ; [  1 256],[  5.38599641 294.61400359] ; [  4.61400359 252.38599641],0
n6,1,0.021043,5.323201,[258  40] ; [202  53],[247.88426763  50.11573237] ; [212.11573237  42.88426763],0
r3,1,0.02345,5.134885,[291   8] ; [237  17],[285.48282098  13.51717902] ; [242.51717902  11.48282098],0
b5,1,0.032107,4.592801,[207  93] ; [155 102],[194.97307002 105.02692998] ; [167.02692998  89.97307002],0
s2,1,0.053485,3.728692,[158 137] ; [116 140],[146.6969147 148.3030853] ; [127.3030853 128.6969147],0
r1,1,0.069456,3.295842,[253  44] ; [203  53],[244.90415913  52.09584087] ; [211.09584087  44.90415913],0
a4,1,0.080677,3.05121,[156 143] ; [115 142],[145.73561151 153.26438849] ; [125.26438849 131.73561151],0
a2,1,0.099946,2.706404,[106 194] ; [ 74 183],[ 96.94793537 203.05206463] ; [ 83.05206463 173.94793537],0
u2,1,0.114006,2.497795,[46 26] ; [35 34],[41.36170213 30.63829787] ; [39.63829787 29.36170213],0
a8,1,0.11897,2.430835,[ 44 216] ; [ 28 206],[ 37.89473684 222.10526316] ; [ 34.10526316 199.89473684],0
d1,1,0.12892,2.305463,[224  76] ; [177  80],[215.97845601  84.02154399] ; [185.02154399  71.97845601],0
r2,1,0.150583,2.066339,[287  11] ; [236  16],[283.37090909  14.62909091] ; [239.62909091  12.37090909],0
p1,1,0.18437,1.76204,[ 28 271] ; [ 16 238],[ 23.79023508 275.20976492] ; [ 20.20976492 233.79023508],0
d4,1,0.238162,1.391439,[273  27] ; [226  31],[268.76122083  31.23877917] ; [230.23877917  26.76122083],0
n2,1,0.266949,1.23236,[40 14] ; [48 26],[37.125 16.875] ; [50.875 23.125],0
d3,1,0.276073,1.186319,[252  48] ; [206  50],[247.12230216  52.87769784] ; [210.87769784  45.12230216],0
b3,1,0.319929,0.989238,[ 67 119] ; [ 45 101],[ 62.74698795 123.25301205] ; [49.25301205 96.74698795],0
b2,1,0.319929,0.989238,[ 67 119] ; [ 45 101],[ 62.74698795 123.25301205] ; [49.25301205 96.74698795],0
a3,1,0.357226,0.847623,[227  71] ; [187  70],[222.29189189  75.70810811] ; [191.70810811  65.29189189],0
u3,1,0.395919,0.720685,[48 25] ; [40 28],[45.56028369 27.43971631] ; [42.43971631 25.56028369],0
b1,1,0.430185,0.622325,[ 99 201] ; [ 93 164],[103.41113106 196.58886894] ; [ 88.58886894 168.41113106],0
s1,1,0.579852,0.306473,[  8 286] ; [  9 245],[  9.12043796 284.87956204] ; [  7.87956204 246.12043796],0
s4,1,0.605828,0.266296,[ 45 249] ; [ 43 211],[ 47.21167883 246.78832117] ; [ 40.78832117 213.21167883],0
d2,1,0.6217,0.243486,[161 138] ; [133 124],[158.10431655 140.89568345] ; [135.89568345 121.10431655],0
n1,1,0.785794,0.073862,[19 35] ; [24 49],[18.28346457 35.71653543] ; [24.71653543 48.28346457],0
a1,1,0.830095,0.046044,[ 14 286] ; [ 13 244],[ 14.54219031 285.45780969] ; [ 12.45780969 244.54219031],0
n3,1,0.877436,0.023784,[38 16] ; [53 21],[38.390625 15.609375] ; [52.609375 21.390625],0
s3,1,0.909991,0.01278,[156 136] ; [135 120],[155.34186472 136.65813528] ; [135.65813528 119.34186472],0
b4,1,0.921296,0.009762,[181 119] ; [154 103],[180.43087971 119.56912029] ; [154.56912029 102.43087971],0
a6,1,0.948636,0.00415,[238  61] ; [204  53],[237.6942446  61.3057554] ; [204.3057554  52.6942446],0
