Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,30.974246,[12 40] ; [68 28],[28.10810811 23.89189189] ; [51.89189189 44.10810811],1
a4,1,2e-06,22.744857,[12 40] ; [61 34],[25.82312925 26.17687075] ; [47.17687075 47.82312925],1
a3,1,3.7e-05,17.022908,[24 27] ; [77 19],[35.04081633 15.95918367] ; [65.95918367 30.04081633],1
p9,1,6.3e-05,16.017426,[35 17] ; [89  7],[43.56756757  8.43243243] ; [80.43243243 15.56756757],1
p10,1,6.8e-05,15.875238,[32 20] ; [84 10],[41.31506849 10.68493151] ; [74.68493151 19.31506849],1
a6,1,0.000252,13.395283,[26 26] ; [76 20],[35.83783784 16.16216216] ; [66.16216216 29.83783784],1
u1,1,0.000348,12.795197,[ 1 51] ; [24 72],[ 8.78378378 43.21621622] ; [16.21621622 79.78378378],1
d3,1,0.000507,12.087986,[27 23] ; [78 18],[35.95890411 14.04109589] ; [69.04109589 26.95890411],1
r1,1,0.000576,11.850439,[32 20] ; [82 13],[40.32653061 11.67346939] ; [73.67346939 21.32653061],1
d2,1,0.000632,11.680741,[14 38] ; [54 42],[23.89189189 28.10810811] ; [44.10810811 51.89189189],1
a7,1,0.003072,8.764164,[32 19] ; [81 15],[39.20408163 11.79591837] ; [73.79591837 22.20408163],0
p4,1,0.003175,8.704111,[32 20] ; [80 16],[39.35135135 12.64864865] ; [72.64864865 23.35135135],0
d4,1,0.003885,8.336896,[33 19] ; [81 15],[40.05405405 11.94594595] ; [73.94594595 22.05405405],0
n4,1,0.004712,7.986917,[34 18] ; [82 14],[40.75675676 11.24324324] ; [75.24324324 20.75675676],0
p3,1,0.004786,7.958568,[24 28] ; [67 29],[31.97297297 20.02702703] ; [59.02702703 36.97297297],0
n6,1,0.009133,6.796686,[38 13] ; [87  9],[43.36734694  7.63265306] ; [81.63265306 14.36734694],0
n1,1,0.043614,4.071429,[10  9] ; [ 4 15],[ 7. 12.] ; [ 7. 12.],0
r2,1,0.044631,4.032542,[46  6] ; [91  3],[48.79452055  3.20547945] ; [88.20547945  5.79452055],0
d5,1,0.048152,3.904688,[34 17] ; [78 18],[38.85714286 12.14285714] ; [73.14285714 22.85714286],0
v3,1,0.058435,3.581256,[12 39] ; [36 56],[17.11888112 33.88111888] ; [30.88111888 61.11888112],0
p8,1,0.06563,3.389073,[29 23] ; [68 28],[34.08108108 17.91891892] ; [62.91891892 33.08108108],0
r4,1,0.102133,2.671917,[43  9] ; [88  8],[46.02702703  5.97297297] ; [84.97297297 11.02702703],0
u3,1,0.114632,2.489177,[12 16] ; [12  6],[14.60869565 13.39130435] ; [9.39130435 8.60869565],0
p12,1,0.118324,2.439367,[ 2 50] ; [11 85],[ 4.56756757 47.43243243] ; [ 8.43243243 87.56756757],0
