Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,43.981974,[24 28] ; [148  18],[41.02752294 10.97247706] ; [130.97247706  35.02752294],1
a6,1,1.8e-05,18.361439,[23 29] ; [126  40],[35.5412844 16.4587156] ; [113.4587156  52.5412844],1
a4,1,5.7e-05,16.21169,[11 41] ; [88 78],[23.6146789 28.3853211] ; [75.3853211 90.6146789],1
d2,1,7.7e-05,15.639429,[17 35] ; [106  60],[29.33944954 22.66055046] ; [93.66055046 72.33944954],1
d1,1,0.000123,14.752182,[21 31] ; [116  50],[32.67889908 19.32110092] ; [104.32110092  61.67889908],1
d4,1,0.000177,14.059829,[33 19] ; [144  22],[42.22018349  9.77981651] ; [134.77981651  31.22018349],1
u1,1,0.001234,10.43917,[ 2 50] ; [ 40 126],[10.01834862 41.98165138] ; [ 31.98165138 134.01834862],0
d5,1,0.002388,9.224403,[36 16] ; [145  21],[43.17431193  8.82568807] ; [137.82568807  28.17431193],0
p9,1,0.00532,7.767354,[38 12] ; [150  15],[43.72093023  6.27906977] ; [144.27906977  20.72093023],0
p11,1,0.006199,7.49163,[34 18] ; [138  28],[41.02752294 10.97247706] ; [130.97247706  35.02752294],0
n4,1,0.008606,6.902782,[33 19] ; [133  31],[39.96296296 12.03703704] ; [126.03703704  37.96296296],0
b2,1,0.009119,6.799354,[ 5 24] ; [53 69],[11.13907285 17.86092715] ; [46.86092715 75.13907285],0
b3,1,0.009119,6.799354,[ 5 24] ; [53 69],[11.13907285 17.86092715] ; [46.86092715 75.13907285],0
r1,1,0.010695,6.51523,[39 12] ; [148  16],[44.35813953  6.64186047] ; [142.64186047  21.35813953],0
s5,1,0.015402,5.869868,[11 37] ; [68 93],[18.14354067 29.85645933] ; [ 60.85645933 100.14354067],0
r4,1,0.019386,5.466344,[44  8] ; [157   9],[47.94495413  4.05504587] ; [153.05504587  12.94495413],0
s4,1,0.028489,4.798251,[14 38] ; [ 23 143],[ 8.82568807 43.17431193] ; [ 28.17431193 137.82568807],0
p7,1,0.028708,4.785032,[23 29] ; [99 62],[29.78403756 22.21596244] ; [92.21596244 68.78403756],0
v4,1,0.033698,4.509945,[47  4] ; [162   3],[49.34722222  1.65277778] ; [159.65277778   5.34722222],0
r2,1,0.048363,3.897334,[45  6] ; [158   7],[47.93055556  3.06944444] ; [155.06944444   9.93055556],0
p1,1,0.05171,3.785141,[ 6 46] ; [  7 159],[ 3.10091743 48.89908257] ; [  9.89908257 156.10091743],0
