Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,134.752227,[ 78 216] ; [188  57],[145.09090909 148.90909091] ; [120.90909091 124.09090909],1
s2,1,0.0,57.668336,[118 186] ; [181  74],[162.60465116 141.39534884] ; [136.39534884 118.60465116],1
s3,1,0.0,51.059841,[131 171] ; [186  67],[172.49369369 129.50630631] ; [144.50630631 108.49369369],1
s6,1,0.0,50.790415,[170 130] ; [215  39],[208.48375451  91.51624549] ; [176.51624549  77.48375451],1
s5,1,0.0,29.689485,[ 72 226] ; [113 130],[101.9038817 196.0961183] ; [ 83.0961183 159.9038817],1
d2,1,3e-06,21.841325,[117 189] ; [149 108],[144.57548845 161.42451155] ; [121.42451155 135.57548845],1
d1,1,1.6e-05,18.648239,[168 139] ; [186  71],[192.69148936 114.30851064] ; [161.30851064  95.69148936],1
u1,1,4.5e-05,16.642575,[ 48 259] ; [ 77 180],[ 68.04078014 238.95921986] ; [ 56.95921986 200.04078014],1
p6,1,7.6e-05,15.650284,[ 96 209] ; [122 133],[118.73214286 186.26785714] ; [ 99.26785714 155.73214286],1
a3,1,0.000319,12.955234,[200 105] ; [203  53],[219.09982175  85.90017825] ; [183.90017825  72.09982175],1
p5,1,0.001666,9.885235,[ 26 280] ; [ 44 210],[ 38.25 267.75] ; [ 31.75 222.25],0
v1,1,0.001814,9.728647,[149 149] ; [157  91],[167.01098901 130.98901099] ; [138.98901099 109.01098901],0
r4,1,0.003018,8.796691,[273  34] ; [246  11],[282.50531915  24.49468085] ; [236.49468085  20.50531915],0
a5,1,0.003629,8.460905,[220  87] ; [211  46],[234.60460993  72.39539007] ; [196.39539007  60.60460993],0
p7,1,0.004001,8.283427,[182 119] ; [179  69],[197.92531876 103.07468124] ; [163.07468124  84.92531876],0
u4,1,0.00432,8.14417,[  2 304] ; [ 11 246],[  7.06571936 298.93428064] ; [  5.93428064 251.06571936],0
r1,1,0.004421,8.102153,[237  68] ; [221  33],[249.89266547  55.10733453] ; [208.10733453  45.89266547],0
p4,1,0.005309,7.770888,[176 131] ; [176  80],[191.94316163 115.05683837] ; [160.05683837  95.94316163],0
a2,1,0.005903,7.579554,[ 75 232] ; [ 90 167],[ 89.81382979 217.18617021] ; [ 75.18617021 181.81382979],0
v3,1,0.006634,7.369476,[100 194] ; [111 133],[115.30483271 178.69516729] ; [ 95.69516729 148.30483271],0
n4,1,0.010173,6.60436,[221  86] ; [208  48],[233.93072824  73.06927176] ; [195.06927176  60.93072824],0
a8,1,0.012323,6.263725,[ 32 245] ; [ 45 185],[ 42.06903353 234.93096647] ; [ 34.93096647 195.06903353],0
p3,1,0.017554,5.640123,[146 161] ; [148 109],[160.03191489 146.96808511] ; [133.96808511 123.03191489],0
b2,1,0.024301,5.073023,[ 44 110] ; [ 70 103],[ 53.68807339 100.31192661] ; [ 60.31192661 112.68807339],0
b3,1,0.024301,5.073023,[ 44 110] ; [ 70 103],[ 53.68807339 100.31192661] ; [ 60.31192661 112.68807339],0
v2,1,0.033929,4.498263,[161 129] ; [160  88],[173.02973978 116.97026022] ; [147.97026022 100.02973978],0
p12,1,0.0347,4.459881,[ 22 284] ; [ 32 225],[ 29.34991119 276.65008881] ; [ 24.65008881 232.34991119],0
d5,1,0.039519,4.23842,[247  59] ; [224  33],[255.9964476  50.0035524] ; [215.0035524  41.9964476],0
u3,1,0.043924,4.059498,[58 46] ; [39 15],[63.84810127 40.15189873] ; [33.15189873 20.84810127],0
n5,1,0.053202,3.737571,[218  86] ; [201  54],[227.86404293  76.13595707] ; [191.13595707  63.86404293],0
a4,1,0.067472,3.343481,[130 176] ; [129 128],[140.77087034 165.22912966] ; [118.22912966 138.77087034],0
v4,1,0.082916,3.006788,[289  14] ; [251   5],[292.70125224  10.29874776] ; [247.29874776   8.70125224],0
d4,1,0.094782,2.791226,[251  55] ; [224  33],[258.1705151  47.8294849] ; [216.8294849  40.1705151],0
u2,1,0.125098,2.352304,[58 47] ; [36 17],[62.46835443 42.53164557] ; [31.53164557 21.46835443],0
n6,1,0.155769,2.01483,[255  50] ; [224  31],[260.88392857  44.11607143] ; [218.11607143  36.88392857],0
d3,1,0.183447,1.769477,[234  71] ; [209  48],[240.41814947  64.58185053] ; [202.58185053  54.41814947],0
s4,1,0.19416,1.685769,[ 45 255] ; [ 49 207],[ 50.71942446 249.28057554] ; [ 43.28057554 212.71942446],0
r2,1,0.217907,1.518099,[286  16] ; [245   8],[288.94054054  13.05945946] ; [242.05945946  10.94054054],0
p8,1,0.224787,1.473543,[161 142] ; [148 106],[168.09156194 134.90843806] ; [140.90843806 113.09156194],0
b5,1,0.262402,1.256041,[194 113] ; [174  83],[200.31205674 106.68794326] ; [167.68794326  89.31205674],0
p1,1,0.271771,1.207788,[ 24 281] ; [ 27 229],[ 27.72727273 277.27272727] ; [ 23.27272727 232.72727273],0
n3,1,0.294329,1.099711,[48 13] ; [35 15],[45.61261261 15.38738739] ; [37.38738739 12.61261261],0
p2,1,0.476994,0.505729,[262  43] ; [226  31],[264.83985765  40.16014235] ; [223.16014235  33.83985765],0
n2,1,0.542248,0.371389,[47 14] ; [36 14],[45.61261261 15.38738739] ; [37.38738739 12.61261261],0
p10,1,0.667938,0.184023,[278  27] ; [235  20],[279.40178571  25.59821429] ; [233.59821429  21.40178571],0
s1,1,0.685365,0.164149,[  9 295] ; [  9 243],[  9.84172662 294.15827338] ; [  8.15827338 243.84172662],0
p11,1,0.73825,0.111671,[253  54] ; [209  48],[251.4787234  55.5212766] ; [210.5212766  46.4787234],0
n1,1,0.769625,0.08577,[20 40] ; [18 32],[20.72727273 39.27272727] ; [17.27272727 32.72727273],0
r3,1,0.775983,0.080973,[291  12] ; [248   9],[291.6375  11.3625] ; [247.3625   9.6375],0
b1,1,0.794438,0.067888,[ 96 211] ; [ 83 174],[ 97.43439716 209.56560284] ; [ 81.56560284 175.43439716],0
