Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.001398,10.208425,[ 2 12] ; [11  4],[6.27586207 7.72413793] ; [6.72413793 8.27586207],0
p9,1,0.005187,7.812902,[ 3 11] ; [11  4],[6.75862069 7.24137931] ; [7.24137931 7.75862069],0
p11,1,0.007122,7.241944,[ 4 11] ; [12  4],[7.74193548 7.25806452] ; [8.25806452 7.74193548],0
v2,1,0.010603,6.530612,[ 1 13] ; [8 8],[4.2 9.8] ; [ 4.8 11.2],0
p8,1,0.023697,5.11668,[ 1 13] ; [7 9],[ 3.73333333 10.26666667] ; [ 4.26666667 11.73333333],0
d5,1,0.045126,4.013936,[ 4 11] ; [10  6],[6.77419355 8.22580645] ; [7.22580645 8.77419355],0
n3,1,0.078983,3.085714,[2 4] ; [5 1],[3.5 2.5] ; [3.5 2.5],0
a7,1,0.095293,2.782603,[ 4 11] ; [9 7],[6.29032258 8.70967742] ; [6.70967742 9.29032258],0
n6,1,0.143235,2.142857,[6 9] ; [10  5],[8. 7.] ; [8. 7.],0
d2,1,0.182566,1.776608,[ 4 11] ; [8 8],[5.80645161 9.19354839] ; [6.19354839 9.80645161],0
p2,1,0.20009,1.641719,[ 5 10] ; [9 7],[6.77419355 8.22580645] ; [7.22580645 8.77419355],0
n4,1,0.207673,1.587576,[8 7] ; [12  4],[9.67741935 5.32258065] ; [10.32258065  5.67741935],0
d4,1,0.207673,1.587576,[8 7] ; [12  4],[9.67741935 5.32258065] ; [10.32258065  5.67741935],0
b1,1,0.210298,1.569375,[9 6] ; [ 6 10],[7.25806452 7.74193548] ; [7.74193548 8.25806452],0
a5,1,0.213054,1.550552,[7 8] ; [11  5],[8.70967742 6.29032258] ; [9.29032258 6.70967742],0
d1,1,0.23314,1.421602,[ 2 13] ; [ 5 11],[ 3.38709677 11.61290323] ; [ 3.61290323 12.38709677],0
u2,1,0.236724,1.4,[1 6] ; [3 4],[2. 5.] ; [2. 5.],0
p1,1,0.25377,1.302431,[ 3 12] ; [ 1 15],[ 1.93548387 13.06451613] ; [ 2.06451613 13.93548387],0
v1,1,0.283391,1.150758,[ 3 12] ; [ 6 10],[ 4.35483871 10.64516129] ; [ 4.64516129 11.35483871],0
s6,1,0.320489,0.986951,[ 4 11] ; [7 9],[5.32258065 9.67741935] ; [ 5.67741935 10.32258065],0
s7,1,0.356981,0.848485,[ 2 12] ; [ 4 10],[ 3. 11.] ; [ 3. 11.],0
a6,1,0.3785,0.775567,[7 8] ; [ 5 11],[5.80645161 9.19354839] ; [6.19354839 9.80645161],0
b2,1,0.408451,0.683304,[2 9] ; [4 8],[2.86956522 8.13043478] ; [3.13043478 8.86956522],0
b3,1,0.408451,0.683304,[2 9] ; [4 8],[2.86956522 8.13043478] ; [3.13043478 8.86956522],0
s2,1,0.408961,0.681818,[ 3 12] ; [ 5 10],[ 4. 11.] ; [ 4. 11.],0
a8,1,0.410806,0.676467,[ 2 12] ; [ 4 11],[ 2.89655172 11.10344828] ; [ 3.10344828 11.89655172],0
v3,1,0.411275,0.675111,[ 2 13] ; [ 4 12],[ 2.90322581 12.09677419] ; [ 3.09677419 12.90322581],0
s4,1,0.505009,0.444395,[ 2 13] ; [ 1 15],[ 1.4516129 13.5483871] ; [ 1.5483871 14.4516129],0
p4,1,0.551815,0.354075,[ 5 10] ; [7 9],[5.80645161 9.19354839] ; [6.19354839 9.80645161],0
n1,1,0.558185,0.342857,[3 3] ; [2 4],[2.5 3.5] ; [2.5 3.5],0
p12,1,0.583013,0.301389,[ 1 14] ; [ 2 14],[ 1.4516129 13.5483871] ; [ 1.5483871 14.4516129],0
p3,1,0.598309,0.277555,[ 4 11] ; [ 3 13],[ 3.38709677 11.61290323] ; [ 3.61290323 12.38709677],0
s3,1,0.598702,0.276958,[5 9] ; [ 4 11],[4.34482759 9.65517241] ; [ 4.65517241 10.34482759],0
b5,1,0.60524,0.267165,[8 7] ; [10  6],[8.70967742 6.29032258] ; [9.29032258 6.70967742],0
b4,1,0.609473,0.260943,[10  5] ; [12  4],[10.64516129  4.35483871] ; [11.35483871  4.64516129],0
n5,1,0.610863,0.25892,[9 6] ; [11  5],[9.67741935 5.32258065] ; [10.32258065  5.67741935],0
a4,1,0.610863,0.25892,[6 9] ; [ 5 11],[5.32258065 9.67741935] ; [ 5.67741935 10.32258065],0
p5,1,0.625585,0.238095,[ 1 13] ; [ 2 14],[ 1.4 12.6] ; [ 1.6 14.4],0
r1,1,0.808543,0.058712,[ 5 10] ; [ 6 10],[5.32258065 9.67741935] ; [ 5.67741935 10.32258065],0
p7,1,0.88644,0.020395,[6 9] ; [ 6 10],[5.80645161 9.19354839] ; [6.19354839 9.80645161],0
d3,1,0.901312,0.015377,[ 5 10] ; [ 5 11],[ 4.83870968 10.16129032] ; [ 5.16129032 10.83870968],0
s5,1,0.944857,0.004784,[ 2 13] ; [ 2 14],[ 1.93548387 13.06451613] ; [ 2.06451613 13.93548387],0
a2,1,0.944857,0.004784,[ 2 13] ; [ 2 14],[ 1.93548387 13.06451613] ; [ 2.06451613 13.93548387],0
s1,1,0.944857,0.004784,[ 2 13] ; [ 2 14],[ 1.93548387 13.06451613] ; [ 2.06451613 13.93548387],0
a3,1,0.960732,0.002424,[8 6] ; [9 7],[7.93333333 6.06666667] ; [9.06666667 6.93333333],0
a1,1,0.962361,0.002227,[ 1 14] ; [ 1 15],[ 0.96774194 14.03225806] ; [ 1.03225806 14.96774194],0
n2,1,1.0,0.0,[3 3] ; [3 3],[3. 3.] ; [3. 3.],0
