Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,34.71079,[53  9] ; [19 39],[37.2 24.8] ; [34.8 23.2],1
p8,1,4.6e-05,16.620833,[40 21] ; [16 41],[28.94915254 32.05084746] ; [27.05084746 29.94915254],1
p6,1,0.000765,11.323224,[32 30] ; [13 46],[23.05785124 38.94214876] ; [21.94214876 37.05785124],1
p5,1,0.001974,9.574022,[16 46] ; [ 3 55],[ 9.81666667 52.18333333] ; [ 9.18333333 48.81666667],0
p7,1,0.005079,7.851205,[47 15] ; [28 27],[39.74358974 22.25641026] ; [35.25641026 19.74358974],0
p2,1,0.023429,5.136381,[55  7] ; [42 16],[50.11666667 11.88333333] ; [46.88333333 11.11666667],0
p9,1,0.029516,4.737244,[55  6] ; [42 14],[50.57264957 10.42735043] ; [46.42735043  9.57264957],0
r4,1,0.031535,4.623619,[59  3] ; [49 10],[55.33884298  6.66115702] ; [52.66115702  6.33884298],0
a4,1,0.05295,3.745505,[34 28] ; [22 37],[28.69421488 33.30578512] ; [27.30578512 31.69421488],0
a5,1,0.069822,3.287191,[50 12] ; [39 20],[45.60330579 16.39669421] ; [43.39669421 15.60330579],0
d3,1,0.084148,2.982909,[45 17] ; [34 25],[40.47933884 21.52066116] ; [38.52066116 20.47933884],0
p1,1,0.123287,2.375061,[10 52] ; [ 4 53],[ 7.29411765 54.70588235] ; [ 6.70588235 50.29411765],0
d1,1,0.126648,2.333115,[38 24] ; [28 31],[33.81818182 28.18181818] ; [32.18181818 26.81818182],0
r1,1,0.144071,2.133926,[52  9] ; [44 15],[48.8 12.2] ; [47.2 11.8],0
v3,1,0.156181,2.010819,[22 38] ; [14 43],[18.46153846 41.53846154] ; [17.53846154 39.46153846],0
p10,1,0.165644,1.921932,[53  9] ; [43 14],[50.01680672 11.98319328] ; [45.98319328 11.01680672],0
n2,1,0.177851,1.815492,[12  2] ; [13  7],[10.29411765  3.70588235] ; [14.70588235  5.29411765],0
u2,1,0.193748,1.688889,[11  7] ; [ 8 12],[9. 9.] ; [10. 10.],0
n5,1,0.217629,1.519935,[46 16] ; [37 21],[42.88333333 19.11666667] ; [40.11666667 17.88333333],0
u1,1,0.282129,1.156807,[13 49] ; [ 8 51],[10.76033058 51.23966942] ; [10.23966942 48.76033058],0
n4,1,0.330454,0.947117,[46 16] ; [39 20],[43.55371901 18.44628099] ; [41.44628099 17.55371901],0
a3,1,0.334569,0.93113,[44 18] ; [37 22],[41.50413223 20.49586777] ; [39.49586777 19.50413223],0
a7,1,0.352684,0.863775,[40 22] ; [42 16],[42.36666667 19.63333333] ; [39.63333333 18.36666667],0
r2,1,0.356533,0.850067,[60  2] ; [54  4],[58.9  3.1] ; [55.1  2.9],0
s7,1,0.379198,0.7733,[37 18] ; [35 24],[34.73684211 20.26315789] ; [37.26315789 21.73684211],0
s6,1,0.407057,0.687379,[53  6] ; [50  9],[51.5  7.5] ; [51.5  7.5],0
v4,1,0.423498,0.640588,[58  4] ; [51  6],[56.78991597  5.21008403] ; [52.21008403  4.78991597],0
d5,1,0.428217,0.627655,[49 13] ; [43 16],[47.14049587 14.85950413] ; [44.85950413 14.14049587],0
p11,1,0.432418,0.616321,[48 14] ; [42 17],[46.11570248 15.88429752] ; [43.88429752 15.11570248],0
b1,1,0.474316,0.511903,[26 36] ; [21 38],[24.08264463 37.91735537] ; [22.91735537 36.08264463],0
u3,1,0.482225,0.493827,[11  7] ; [11 11],[9.9 8.1] ; [12.1  9.9],0
a1,1,0.509674,0.434737,[ 5 57] ; [ 3 56],[ 4.09917355 57.90082645] ; [ 3.90082645 55.09917355],0
a8,1,0.518954,0.415972,[ 5 54] ; [ 6 43],[ 6.00925926 52.99074074] ; [ 4.99074074 44.00925926],0
d4,1,0.525061,0.40394,[50 12] ; [44 14],[48.56666667 13.43333333] ; [45.43333333 12.56666667],0
b4,1,0.556316,0.346122,[40 22] ; [35 24],[38.42975207 23.57024793] ; [36.57024793 22.42975207],0
s4,1,0.561624,0.3369,[17 44] ; [19 39],[18.45378151 42.54621849] ; [17.54621849 40.45378151],0
r3,1,0.650626,0.205111,[57  4] ; [52  5],[56.34745763  4.65254237] ; [52.65254237  4.34745763],0
n1,1,0.652605,0.202632,[7 7] ; [ 8 11],[6.36363636 7.63636364] ; [ 8.63636364 10.36363636],0
