Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,5e-06,20.812002,[17 23] ; [59 11],[27.63636364 12.36363636] ; [48.36363636 21.63636364],1
p2,1,0.000138,14.526493,[22 20] ; [59 10],[30.64864865 11.35135135] ; [50.35135135 18.64864865],1
p9,1,0.000566,11.884418,[21 18] ; [59 11],[28.62385321 10.37614679] ; [51.37614679 18.62385321],1
p7,1,0.000912,10.998257,[12 30] ; [41 26],[20.42201835 21.57798165] ; [32.57798165 34.42201835],1
p8,1,0.002959,8.832583,[11 31] ; [38 31],[18.54054054 23.45945946] ; [30.45945946 38.54054054],0
n2,1,0.017341,5.661538,[ 9 14] ; [17  6],[13. 10.] ; [13. 10.],0
n6,1,0.022664,5.194091,[21 21] ; [50 20],[26.625 15.375] ; [44.375 25.625],0
n5,1,0.052676,3.754168,[ 7 36] ; [23 47],[11.4159292 31.5840708] ; [18.5840708 51.4159292],0
v1,1,0.074713,3.176314,[14 28] ; [34 33],[18.49541284 23.50458716] ; [29.50458716 37.49541284],0
a2,1,0.090493,2.865589,[14 29] ; [13 57],[10.27433628 32.72566372] ; [16.72566372 53.27433628],0
a5,1,0.10016,2.70299,[27 16] ; [54 16],[30.82300885 12.17699115] ; [50.17699115 19.82300885],0
p3,1,0.116997,2.457074,[12 29] ; [31 39],[15.88288288 25.11711712] ; [27.11711712 42.88288288],0
s4,1,0.133285,2.253817,[14 29] ; [14 56],[10.65486726 32.34513274] ; [17.34513274 52.65486726],0
r3,1,0.137939,2.200799,[39  4] ; [68  2],[40.71681416  2.28318584] ; [66.28318584  3.71681416],0
b1,1,0.14657,2.107595,[18 25] ; [20 50],[14.46017699 28.53982301] ; [23.53982301 46.46017699],0
b2,1,0.147187,2.101162,[ 6 16] ; [18 21],[ 8.6557377 13.3442623] ; [15.3442623 23.6557377],0
b3,1,0.147187,2.101162,[ 6 16] ; [18 21],[ 8.6557377 13.3442623] ; [15.3442623 23.6557377],0
a4,1,0.161829,1.957051,[23 20] ; [28 42],[19.40707965 23.59292035] ; [31.59292035 38.40707965],0
d2,1,0.166946,1.91016,[29 14] ; [38 32],[25.49557522 17.50442478] ; [41.50442478 28.49557522],0
p4,1,0.170762,1.876239,[16 26] ; [36 34],[19.5 22.5] ; [32.5 37.5],0
p6,1,0.211683,1.559878,[ 7 34] ; [19 50],[ 9.69090909 31.30909091] ; [16.30909091 52.69090909],0
r4,1,0.225127,1.471386,[33 10] ; [60 10],[35.38938053  7.61061947] ; [57.61061947 12.38938053],0
r2,1,0.259617,1.270797,[38  5] ; [66  4],[39.57522124  3.42477876] ; [64.42477876  5.57522124],0
p1,1,0.276585,1.183793,[ 4 38] ; [ 3 66],[ 2.64864865 39.35135135] ; [ 4.35135135 64.64864865],0
s1,1,0.300858,1.070389,[ 2 41] ; [ 1 69],[ 1.14159292 41.85840708] ; [ 1.85840708 68.14159292],0
s8,1,0.312989,1.018021,[12 31] ; [26 44],[14.46017699 28.53982301] ; [23.53982301 46.46017699],0
v3,1,0.357404,0.846996,[ 9 31] ; [20 45],[11.04761905 28.95238095] ; [17.95238095 47.04761905],0
v2,1,0.384992,0.754702,[20 19] ; [39 26],[22.125 16.875] ; [36.875 28.125],0
b5,1,0.390534,0.73728,[31 12] ; [45 25],[28.92035398 14.07964602] ; [47.07964602 22.92035398],0
u3,1,0.433612,0.61313,[9 4] ; [17  4],[9.94117647 3.05882353] ; [16.05882353  4.94117647],0
n1,1,0.463509,0.537408,[ 8 15] ; [ 6 18],[ 6.85106383 16.14893617] ; [ 7.14893617 16.85106383],0
s2,1,0.500626,0.45361,[19 24] ; [35 34],[20.73214286 22.26785714] ; [33.26785714 35.73214286],0
s6,1,0.510285,0.433482,[25 17] ; [46 24],[26.625 15.375] ; [44.375 25.625],0
a6,1,0.538773,0.377819,[29 14] ; [51 19],[30.44247788 12.55752212] ; [49.55752212 20.44247788],0
u1,1,0.542446,0.371024,[ 8 35] ; [10 60],[ 6.84955752 36.15044248] ; [11.15044248 58.84955752],0
u2,1,0.549141,0.358859,[8 5] ; [15  6],[8.79411765 4.20588235] ; [14.20588235  6.79411765],0
d5,1,0.584052,0.299729,[42  1] ; [67  3],[41.47787611  1.52212389] ; [67.52212389  2.47787611],0
p12,1,0.614389,0.253834,[ 1 40] ; [ 3 67],[ 1.47747748 39.52252252] ; [ 2.52252252 67.47747748],0
s5,1,0.66788,0.184092,[14 27] ; [26 42],[15.04587156 25.95412844] ; [24.95412844 43.04587156],0
s7,1,0.694829,0.153907,[11 24] ; [24 44],[11.89320388 23.10679612] ; [23.10679612 44.89320388],0
a7,1,0.758497,0.094529,[34  9] ; [57 13],[34.62831858  8.37168142] ; [56.37168142 13.62831858],0
d3,1,0.761136,0.09241,[40  3] ; [64  6],[39.57522124  3.42477876] ; [64.42477876  5.57522124],0
n3,1,0.764599,0.089669,[14  9] ; [13 10],[13.5  9.5] ; [13.5  9.5],0
r1,1,0.867936,0.027649,[33 10] ; [52 17],[32.63392857 10.36607143] ; [52.36607143 16.63392857],0
s3,1,0.91705,0.010847,[22 21] ; [36 33],[22.26785714 20.73214286] ; [35.73214286 33.26785714],0
a3,1,0.979122,0.000685,[30 13] ; [49 21],[30.0619469 12.9380531] ; [48.9380531 21.0619469],0
b4,1,0.994338,5e-05,[27 16] ; [44 26],[27.01769912 15.98230088] ; [43.98230088 26.01769912],0
v4,1,1.0,0.0,[39  3] ; [65  5],[39.  3.] ; [65.  5.],0
