Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,3.6e-05,17.04908,[38 19] ; [126 210],[23.78625954 33.21374046] ; [140.21374046 195.78625954],1
s2,1,0.000184,13.985008,[49 13] ; [183 159],[35.6039604 26.3960396] ; [196.3960396 145.6039604],1
s6,1,0.009395,6.74613,[51  8] ; [239 102],[42.775 16.225] ; [247.225  93.775],0
s3,1,0.009459,6.734078,[45 17] ; [186 153],[35.71571072 26.28428928] ; [195.28428928 143.71571072],0
v3,1,0.011,6.46535,[22 39] ; [178 153],[31.12244898 29.87755102] ; [168.87755102 162.12244898],0
v2,1,0.033266,4.532024,[36 25] ; [243  92],[42.97727273 18.02272727] ; [236.02272727  98.97727273],0
u2,1,0.039707,4.230372,[5 9] ; [50 27],[8.46153846 5.53846154] ; [46.53846154 30.46153846],0
p6,1,0.060076,3.535294,[33 27] ; [140 194],[26.34517766 33.65482234] ; [146.65482234 187.34517766],0
n4,1,0.066693,3.362587,[44 18] ; [280  65],[49.35626536 12.64373464] ; [274.64373464  70.35626536],0
s7,1,0.06936,3.298101,[39 21] ; [171 156],[32.55813953 27.44186047] ; [177.44186047 149.55813953],0
p2,1,0.071218,3.254721,[50 12] ; [303  38],[54.30769231  7.69230769] ; [298.69230769  42.30769231],0
a8,1,0.12753,2.322313,[ 5 53] ; [ 51 259],[ 8.82608696 49.17391304] ; [ 47.17391304 262.82608696],0
n3,1,0.129551,2.297878,[6 7] ; [43 20],[8.38157895 4.61842105] ; [40.61842105 22.38157895],0
s8,1,0.18023,1.795727,[37 25] ; [173 170],[32.14814815 29.85185185] ; [177.85185185 165.14814815],0
p10,1,0.219848,1.505363,[54  6] ; [285  55],[50.85  9.15] ; [288.15  51.85],0
u1,1,0.268985,1.221918,[17 45] ; [ 73 273],[13.67647059 48.32352941] ; [ 76.32352941 269.67647059],0
p3,1,0.274499,1.194125,[39 23] ; [189 152],[35.07692308 26.92307692] ; [192.92307692 148.07692308],0
p12,1,0.277997,1.176855,[ 4 57] ; [ 38 302],[ 6.38902743 54.61097257] ; [ 35.61097257 304.38902743],0
b4,1,0.318648,0.994489,[34 28] ; [213 133],[37.53431373 24.46568627] ; [209.46568627 136.53431373],0
a6,1,0.344297,0.894366,[39 23] ; [238 107],[42.1965602 19.8034398] ; [234.8034398 110.1965602],0
d5,1,0.385505,0.753075,[57  5] ; [305  41],[55.00980392  6.99019608] ; [306.99019608  39.00980392],0
p9,1,0.404301,0.695498,[55  5] ; [299  41],[53.1  6.9] ; [300.9  39.1],0
d3,1,0.426633,0.631971,[50 12] ; [263  83],[47.56372549 14.43627451] ; [265.43627451  80.56372549],0
r4,1,0.435844,0.607201,[58  4] ; [313  33],[56.37745098  5.62254902] ; [314.62254902  31.37745098],0
