Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,105.146325,[191  99] ; [ 5 90],[147.63636364 142.36363636] ; [48.36363636 46.63636364],1
d4,1,0.0,47.871583,[245  45] ; [47 48],[219.94805195  70.05194805] ; [72.05194805 22.94805195],1
d3,1,0.0,39.287882,[207  82] ; [34 61],[181.37760417 107.62239583] ; [59.62239583 35.37760417],1
a5,1,0.0,31.201061,[213  77] ; [40 55],[190.57142857  99.42857143] ; [62.42857143 32.57142857],1
a3,1,2e-06,22.364395,[208  81] ; [42 51],[189.13612565  99.86387435] ; [60.86387435 32.13612565],1
a4,1,7e-06,20.280668,[142 147] ; [21 72],[123.31675393 165.68324607] ; [39.68324607 53.31675393],1
d2,1,2.1e-05,18.132827,[148 140] ; [25 70],[130.08877285 157.91122715] ; [42.91122715 52.08877285],1
r1,1,0.000379,12.634752,[226  62] ; [57 38],[212.80417755  75.19582245] ; [70.19582245 24.80417755],1
u1,1,0.000673,11.561743,[ 49 241] ; [ 3 92],[ 39.16883117 250.83116883] ; [12.83116883 82.16883117],1
a7,1,0.001454,10.135961,[207  83] ; [51 44],[194.33766234  95.66233766] ; [63.66233766 31.33766234],0
r3,1,0.001704,9.843975,[267  22] ; [77 18],[258.89583333  30.10416667] ; [85.10416667  9.89583333],0
a2,1,0.002084,9.474171,[ 66 224] ; [ 8 87],[ 55.74025974 234.25974026] ; [18.25974026 76.74025974],0
s8,1,0.002307,9.287424,[118 171] ; [22 72],[105.63968668 183.36031332] ; [34.36031332 59.63968668],0
p2,1,0.003861,8.348085,[234  53] ; [64 31],[223.89005236  63.10994764] ; [74.10994764 20.89005236],0
n6,1,0.005668,7.653064,[239  50] ; [66 29],[229.54427083  59.45572917] ; [75.45572917 19.54427083],0
p10,1,0.008576,6.909094,[219  68] ; [58 35],[209.20789474  77.79210526] ; [67.79210526 25.20789474],0
r4,1,0.010447,6.557091,[261  29] ; [76 19],[253.84415584  36.15584416] ; [83.15584416 11.84415584],0
p4,1,0.01186,6.33172,[165 125] ; [39 54],[154.46475196 135.53524804] ; [49.53524804 43.46475196],0
p3,1,0.012559,6.230257,[133 155] ; [30 65],[122.5691906 165.4308094] ; [40.4308094 54.5691906],0
n4,1,0.018917,5.509202,[221  68] ; [61 34],[212.234375  76.765625] ; [69.765625 25.234375],0
a6,1,0.020722,5.350011,[191  99] ; [50 45],[181.53246753 108.46753247] ; [59.46753247 35.53246753],0
