Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,223.511278,[24 57] ; [560  45],[68.95626822 12.04373178] ; [515.04373178  89.95626822],1
p11,1,0.0,25.711382,[51 31] ; [515  91],[67.45930233 14.54069767] ; [498.54069767 107.45930233],1
n6,1,0.0,25.448301,[56 26] ; [535  68],[70.74744526 11.25255474] ; [520.25255474  82.74744526],1
s6,1,1.5e-05,18.695158,[39 42] ; [426 167],[55.88278932 25.11721068] ; [409.11721068 183.88278932],1
n5,1,3.6e-05,17.057761,[48 34] ; [477 126],[62.84671533 19.15328467] ; [462.15328467 140.84671533],1
b1,1,0.000243,13.463639,[44 38] ; [200 406],[29.08139535 52.91860465] ; [214.91860465 391.08139535],1
s5,1,0.000903,11.016525,[15 65] ; [220 364],[28.31325301 51.68674699] ; [206.68674699 377.31325301],1
s8,1,0.001374,10.240553,[24 57] ; [293 311],[37.48467153 43.51532847] ; [279.51532847 324.48467153],0
p3,1,0.001493,10.08666,[30 51] ; [338 268],[43.38864629 37.61135371] ; [324.61135371 281.38864629],0
s7,1,0.001662,9.889291,[26 51] ; [308 275],[38.96666667 38.03333333] ; [295.03333333 287.96666667],0
p8,1,0.003416,8.570823,[36 46] ; [364 234],[48.23529412 33.76470588] ; [351.76470588 246.23529412],0
a3,1,0.006315,7.458215,[50 32] ; [454 150],[60.24489796 21.75510204] ; [443.75510204 160.24489796],0
d4,1,0.011213,6.431167,[60 21] ; [515  90],[67.89358601 13.10641399] ; [507.10641399  97.89358601],0
p5,1,0.011606,6.370089,[ 3 79] ; [ 81 524],[10.02620087 71.97379913] ; [ 73.97379913 531.02620087],0
v1,1,0.013208,6.140976,[36 46] ; [345 246],[46.42199108 35.57800892] ; [334.57800892 256.42199108],0
p12,1,0.015302,5.881344,[ 1 80] ; [ 55 550],[ 6.6122449 74.3877551] ; [ 49.3877551 555.6122449],0
s2,1,0.016567,5.741705,[31 48] ; [323 280],[41.0058651 37.9941349] ; [312.9941349 290.0058651],0
p6,1,0.018465,5.551505,[22 57] ; [250 350],[31.64653903 47.35346097] ; [240.35346097 359.64653903],0
v2,1,0.020274,5.388126,[36 43] ; [347 238],[45.56777108 33.43222892] ; [337.43222892 247.56777108],0
p7,1,0.022859,5.179225,[48 33] ; [426 169],[56.79585799 24.20414201] ; [417.20414201 177.79585799],0
a5,1,0.051478,3.792655,[55 27] ; [466 140],[62.09593023 19.90406977] ; [458.90406977 147.09593023],0
p4,1,0.061905,3.485603,[46 36] ; [402 202],[53.55102041 28.44897959] ; [394.44897959 209.55102041],0
b3,1,0.086535,2.937678,[15 39] ; [143 215],[20.70873786 33.29126214] ; [137.29126214 220.70873786],0
b2,1,0.086535,2.937678,[15 39] ; [143 215],[20.70873786 33.29126214] ; [137.29126214 220.70873786],0
d1,1,0.094286,2.799629,[43 39] ; [376 230],[49.93895349 32.06104651] ; [369.06104651 236.93895349],0
a4,1,0.098382,2.731577,[30 51] ; [283 322],[36.95772595 44.04227405] ; [276.04227405 328.95772595],0
v3,1,0.105658,2.618,[26 54] ; [246 340],[32.67267267 47.32732733] ; [239.32732733 346.67267267],0
n4,1,0.199195,1.648264,[61 21] ; [486 118],[65.38483965 16.61516035] ; [481.61516035 122.38483965],0
b4,1,0.22453,1.475183,[53 29] ; [349 257],[47.9127907 34.0872093] ; [354.0872093 251.9127907],0
v4,1,0.308997,1.034957,[77  3] ; [594  12],[78.25072886  1.74927114] ; [592.74927114  13.25072886],0
a2,1,0.326309,0.96349,[17 65] ; [156 450],[20.61918605 61.38081395] ; [152.38081395 453.61918605],0
a8,1,0.352329,0.865051,[ 8 62] ; [ 86 463],[10.63004847 59.36995153] ; [ 83.36995153 465.63004847],0
r1,1,0.377945,0.777376,[73  9] ; [515  88],[70.38832117 11.61167883] ; [517.61167883  85.38832117],0
u2,1,0.407148,0.687113,[16 16] ; [87 63],[18.10989011 13.89010989] ; [84.89010989 65.10989011],0
d2,1,0.497803,0.459617,[44 38] ; [301 305],[41.11918605 40.88081395] ; [303.88081395 302.11918605],0
s1,1,0.516481,0.420916,[ 3 77] ; [ 15 583],[ 2.12389381 77.87610619] ; [ 15.87610619 582.12389381],0
r2,1,0.522256,0.409436,[81  1] ; [589  14],[80.20437956  1.79562044] ; [589.79562044  13.20437956],0
u4,1,0.577388,0.310477,[ 1 81] ; [ 13 593],[ 1.66860465 80.33139535] ; [ 12.33139535 593.66860465],0
a7,1,0.623201,0.241394,[60 22] ; [457 147],[61.79883382 20.20116618] ; [455.20116618 148.79883382],0
u3,1,0.688583,0.160624,[20 12] ; [88 62],[18.98901099 13.01098901] ; [89.01098901 60.98901099],0
n3,1,0.702961,0.14541,[16  6] ; [88 27],[16.70072993  5.29927007] ; [87.29927007 27.70072993],0
n1,1,0.708991,0.139287,[ 8 12] ; [41 74],[ 7.25925926 12.74074074] ; [41.74074074 73.25925926],0
b5,1,0.732799,0.116557,[51 31] ; [365 241],[49.58139535 32.41860465] ; [366.41860465 239.58139535],0
s3,1,0.773231,0.083031,[46 35] ; [352 250],[47.20058565 33.79941435] ; [350.79941435 251.20058565],0
a1,1,0.789267,0.07143,[ 3 79] ; [ 26 580],[ 3.45639535 78.54360465] ; [ 25.54360465 580.45639535],0
d5,1,0.815098,0.054688,[68 14] ; [507  97],[68.73177843 13.26822157] ; [506.26822157  97.73177843],0
p1,1,0.857341,0.032314,[ 7 74] ; [ 56 549],[ 7.43877551 73.56122449] ; [ 55.56122449 549.43877551],0
u1,1,0.909991,0.01278,[15 67] ; [114 492],[15.375 66.625] ; [113.625 492.375],0
r3,1,0.938759,0.005903,[81  1] ; [597   8],[80.92576419  1.07423581] ; [597.07423581   7.92576419],0
s4,1,0.942848,0.00514,[13 66] ; [ 97 504],[12.77941176 66.22058824] ; [ 97.22058824 503.77941176],0
d3,1,0.957617,0.002824,[59 23] ; [437 168],[59.20232897 22.79767103] ; [436.79767103 168.20232897],0
a6,1,0.97353,0.001101,[58 24] ; [429 176],[58.12809316 23.87190684] ; [428.87190684 176.12809316],0
