Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,127.254826,[380  45] ; [38 60],[339.6749522  85.3250478] ; [78.3250478 19.6749522],1
n6,1,0.0,41.736259,[392  34] ; [66 31],[373.05544933  52.94455067] ; [84.94455067 12.05544933],1
r4,1,2e-06,23.043447,[409  17] ; [82 17],[398.41142857  27.58857143] ; [92.58857143  6.41142857],1
p9,1,5.9e-05,16.12003,[384  41] ; [74 24],[372.17973231  52.82026769] ; [85.82026769 12.17973231],1
p11,1,6.2e-05,16.051425,[365  61] ; [68 31],[351.34857143  74.65142857] ; [81.65142857 17.34857143],1
p10,1,0.000484,12.174734,[374  50] ; [73 25],[363.08045977  60.91954023] ; [83.91954023 14.08045977],1
p2,1,0.000758,11.340161,[391  34] ; [79 19],[381.93116635  43.06883365] ; [88.06883365  9.93116635],1
r1,1,0.000909,11.004543,[364  62] ; [70 28],[352.83206107  73.16793893] ; [81.16793893 16.83206107],1
v1,1,0.00091,11.002112,[261 155] ; [42 53],[246.66927593 169.33072407] ; [56.33072407 38.66927593],1
v3,1,0.00096,10.904114,[187 223] ; [25 68],[172.80318091 237.19681909] ; [39.19681909 53.80318091],1
a5,1,0.001248,10.417528,[340  86] ; [64 35],[327.81714286  98.18285714] ; [76.18285714 22.81714286],0
d2,1,0.001309,10.329526,[235 190] ; [37 62],[220.61068702 204.38931298] ; [51.38931298 47.61068702],0
d1,1,0.001371,10.243954,[288 138] ; [50 49],[274.26285714 151.73714286] ; [63.73714286 35.26285714],0
s7,1,0.00405,8.261059,[240 164] ; [40 53],[227.6056338 176.3943662] ; [52.3943662 40.6056338],0
p3,1,0.004622,8.021826,[299 126] ; [55 44],[287.11832061 137.88167939] ; [66.88167939 32.11832061],0
p6,1,0.005052,7.860697,[219 202] ; [36 63],[206.45192308 214.54807692] ; [48.54807692 50.45192308],0
d5,1,0.005834,7.600815,[369  56] ; [75 24],[360.11450382  64.88549618] ; [83.88549618 15.11450382],0
r2,1,0.006217,7.486414,[406  15] ; [89 10],[400.75961538  20.24038462] ; [94.24038462  4.75961538],0
u1,1,0.007561,7.134524,[ 99 327] ; [11 88],[ 89.25714286 336.74285714] ; [20.74285714 78.25714286],0
a3,1,0.016578,5.740554,[317 108] ; [62 37],[307.39503817 117.60496183] ; [71.60496183 27.39503817],0
a8,1,0.020937,5.332033,[ 56 327] ; [ 5 85],[ 49.39323467 333.60676533] ; [11.60676533 78.39323467],0
a2,1,0.024803,5.0376,[120 306] ; [17 82],[111.16571429 314.83428571] ; [25.83428571 73.16571429],0
a4,1,0.030213,4.697121,[214 210] ; [38 61],[204.29827916 219.70172084] ; [47.70172084 51.29827916],0
s8,1,0.047395,3.931325,[222 201] ; [41 58],[213.12068966 209.87931034] ; [49.87931034 49.12068966],0
s6,1,0.059223,3.559003,[312 104] ; [65 34],[304.52815534 111.47184466] ; [72.47184466 26.52815534],0
s4,1,0.060614,3.520506,[ 68 351] ; [24 75],[ 74.41698842 344.58301158] ; [17.58301158 81.41698842],0
d4,1,0.062251,3.476372,[363  62] ; [77 22],[356.87022901  68.12977099] ; [83.12977099 15.87022901],0
p5,1,0.063002,3.456533,[ 75 347] ; [10 89],[ 68.84836852 353.15163148] ; [16.15163148 82.84836852],0
u3,1,0.06874,3.312854,[65 43] ; [27  8],[69.48251748 38.51748252] ; [22.51748252 12.48251748],0
n1,1,0.103054,2.657633,[31 36] ; [10 24],[27.1980198 39.8019802] ; [13.8019802 20.1980198],0
r3,1,0.150175,2.07047,[412  13] ; [93  6],[409.58969466  15.41030534] ; [95.41030534  3.58969466],0
p12,1,0.171069,1.873552,[ 45 380] ; [ 6 93],[ 41.36450382 383.63549618] ; [ 9.63549618 89.36450382],0
p8,1,0.187371,1.738171,[277 145] ; [58 41],[271.34357006 150.65642994] ; [63.65642994 35.34357006],0
s2,1,0.20808,1.584737,[242 179] ; [50 49],[236.40769231 184.59230769] ; [55.59230769 43.40769231],0
s3,1,0.225429,1.469474,[251 169] ; [52 46],[245.67567568 174.32432432] ; [57.32432432 40.67567568],0
a6,1,0.240305,1.378805,[297 129] ; [63 36],[292.11428571 133.88571429] ; [67.88571429 31.11428571],0
u4,1,0.256058,1.289947,[ 13 413] ; [ 1 98],[ 11.36 414.64] ; [ 2.64 96.36],0
b3,1,0.273113,1.201043,[113 169] ; [17 36],[109.43283582 172.56716418] ; [20.56716418 32.43283582],0
b2,1,0.273113,1.201043,[113 169] ; [17 36],[109.43283582 172.56716418] ; [20.56716418 32.43283582],0
u2,1,0.326606,0.96231,[62 46] ; [24 12],[64.5 43.5] ; [21.5 14.5],0
s5,1,0.404142,0.695966,[159 249] ; [33 63],[155.42857143 252.57142857] ; [36.57142857 59.42857143],0
p1,1,0.41578,0.662212,[ 47 378] ; [ 8 89],[ 44.77969349 380.22030651] ; [10.22030651 86.77969349],0
v2,1,0.422448,0.643495,[242 173] ; [50 43],[238.54330709 176.45669291] ; [53.45669291 39.54330709],0
a1,1,0.473219,0.51445,[ 25 401] ; [ 4 95],[ 23.53142857 402.46857143] ; [ 5.46857143 93.53142857],0
n2,1,0.604334,0.268508,[48 19] ; [26  8],[49.08910891 17.91089109] ; [24.91089109  9.08910891],0
p7,1,0.692571,0.156316,[309 112] ; [70 28],[307.43545279 113.56454721] ; [71.56454721 26.43545279],0
b1,1,0.715564,0.132783,[172 254] ; [38 61],[170.4 255.6] ; [39.6 59.4],0
s1,1,0.726216,0.122615,[ 14 407] ; [ 4 95],[ 14.57307692 406.42692308] ; [ 3.42692308 95.57307692],0
n3,1,0.761076,0.092457,[49 17] ; [25 10],[48.35643564 17.64356436] ; [25.64356436  9.35643564],0
b4,1,0.769133,0.086148,[247 179] ; [59 40],[248.29714286 177.70285714] ; [57.70285714 41.29714286],0
d3,1,0.841939,0.039766,[314 112] ; [72 27],[313.21142857 112.78857143] ; [72.78857143 26.21142857],0
b5,1,0.84549,0.037977,[245 181] ; [58 41],[245.86285714 180.13714286] ; [57.13714286 41.86285714],0
a7,1,0.84673,0.037362,[318 107] ; [75 24],[318.75 106.25] ; [74.25 24.75],0
