Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,58.203096,[ 38 135] ; [147 100],[76.20238095 96.79761905] ; [108.79761905 138.20238095],1
v1,1,1e-06,24.243945,[76 97] ; [168  79],[100.5047619  72.4952381] ; [143.4952381 103.5047619],1
a5,1,5.8e-05,16.153674,[117  61] ; [209  44],[134.63573086  43.36426914] ; [191.36426914  61.63573086],1
s4,1,0.005624,7.667008,[ 54 120] ; [ 49 204],[ 41.97189696 132.02810304] ; [ 61.02810304 191.97189696],0
s8,1,0.007551,7.136944,[96 82] ; [168  84],[109.28372093  68.71627907] ; [154.71627907  97.28372093],0
d1,1,0.010451,6.556364,[102  76] ; [176  78],[114.5462963  63.4537037] ; [163.4537037  90.5462963],0
d4,1,0.01761,5.634567,[142  34] ; [224  28],[150.5046729  25.4953271] ; [215.4953271  36.5046729],0
p12,1,0.017924,5.603585,[ 12 166] ; [ 35 215],[ 19.54672897 158.45327103] ; [ 27.45327103 222.54672897],0
s7,1,0.022136,5.235063,[110  58] ; [185  59],[120.29126214  47.70873786] ; [174.70873786  69.29126214],0
d5,1,0.025933,4.960491,[138  37] ; [220  33],[146.37850467  28.62149533] ; [211.62149533  41.37850467],0
b1,1,0.026254,4.939206,[82 96] ; [ 90 164],[ 70.87037037 107.12962963] ; [101.12962963 152.87037037],0
s1,1,0.029005,4.767341,[ 14 162] ; [  8 242],[  9.08920188 166.91079812] ; [ 12.91079812 237.08920188],0
u1,1,0.050482,3.82538,[ 32 146] ; [ 66 188],[ 40.37962963 137.62037037] ; [ 57.62037037 196.37962963],0
p9,1,0.058333,3.584148,[149  27] ; [224  23],[155.19621749  20.80378251] ; [217.80378251  29.19621749],0
r1,1,0.058844,3.569678,[141  36] ; [218  34],[148.11888112  28.88111888] ; [210.88111888  41.11888112],0
d2,1,0.062295,3.475201,[85 92] ; [144 108],[94.48251748 82.51748252] ; [134.51748252 117.48251748],0
r3,1,0.073877,3.194712,[168   9] ; [248   5],[171.2372093   5.7627907] ; [244.7627907   8.2372093],0
p7,1,0.081421,3.036301,[106  66] ; [169  73],[114.25120773  57.74879227] ; [160.74879227  81.25120773],0
a3,1,0.099662,2.710943,[126  52] ; [196  56],[133.29302326  44.70697674] ; [188.70697674  63.29302326],0
b4,1,0.150515,2.067022,[97 81] ; [156  98],[104.24537037  73.75462963] ; [148.75462963 105.24537037],0
a2,1,0.18532,1.754436,[ 41 137] ; [ 73 181],[ 46.97222222 131.02777778] ; [ 67.02777778 186.97222222],0
n3,1,0.186297,1.746661,[28 15] ; [38 11],[30.84782609 12.15217391] ; [35.15217391 13.84782609],0
p3,1,0.199822,1.643676,[88 89] ; [140 110],[94.51053864 82.48946136] ; [133.48946136 116.51053864],0
n6,1,0.227412,1.456975,[150  28] ; [219  29],[154.18309859  23.81690141] ; [214.81690141  33.18309859],0
p6,1,0.227568,1.455996,[ 72 106] ; [114 132],[78.08490566 99.91509434] ; [107.91509434 138.08490566],0
n4,1,0.232799,1.42368,[135  42] ; [205  48],[139.95348837  37.04651163] ; [200.04651163  52.95348837],0
a1,1,0.264831,1.243328,[  8 170] ; [ 18 236],[ 10.71296296 167.28703704] ; [ 15.28703704 238.71296296],0
a6,1,0.277232,1.18061,[108  69] ; [166  85],[113.31308411  63.68691589] ; [160.68691589  90.31308411],0
p10,1,0.278458,1.1746,[146  30] ; [216  33],[149.91058824  26.08941176] ; [212.08941176  36.91058824],0
s5,1,0.29053,1.117164,[81 92] ; [124 114],[86.28953771 86.71046229] ; [118.71046229 119.28953771],0
p8,1,0.295964,1.092291,[90 88] ; [137 109],[95.29716981 82.70283019] ; [131.70283019 114.29716981],0
p5,1,0.3061,1.04743,[ 26 148] ; [ 29 222],[ 22.51764706 151.48235294] ; [ 32.48235294 218.51764706],0
a8,1,0.320852,0.985469,[ 23 144] ; [ 40 189],[ 26.56818182 140.43181818] ; [ 36.43181818 192.56818182],0
u3,1,0.328603,0.954395,[37 14] ; [37 21],[34.62385321 16.37614679] ; [39.37614679 18.62385321],0
n5,1,0.372136,0.79652,[136  42] ; [200  50],[139.73831776  38.26168224] ; [196.26168224  53.73831776],0
n2,1,0.430823,0.620603,[33 10] ; [40  8],[34.49450549  8.50549451] ; [38.50549451  9.49450549],0
u4,1,0.437673,0.602376,[  4 174] ; [  9 245],[  5.35648148 172.64351852] ; [  7.64351852 246.35648148],0
b2,1,0.485691,0.486059,[40 71] ; [62 92],[42.7245283 68.2754717] ; [59.2754717 94.7245283],0
b3,1,0.485691,0.486059,[40 71] ; [62 92],[42.7245283 68.2754717] ; [59.2754717 94.7245283],0
u2,1,0.534613,0.385616,[32 19] ; [33 25],[30.41284404 20.58715596] ; [34.58715596 23.41284404],0
a7,1,0.596549,0.280232,[128  49] ; [188  64],[130.37762238  46.62237762] ; [185.62237762  66.37762238],0
r4,1,0.596819,0.279821,[166  12] ; [240  14],[167.28703704  10.71296296] ; [238.71296296  15.28703704],0
p1,1,0.600567,0.274142,[ 18 158] ; [ 22 230],[ 16.44859813 159.55140187] ; [ 23.55140187 228.44859813],0
s6,1,0.603683,0.269477,[150  26] ; [214  32],[151.81042654  24.18957346] ; [212.18957346  33.81042654],0
p4,1,0.673274,0.177796,[113  65] ; [163  86],[115.05386417  62.94613583] ; [160.94613583  88.05386417],0
d3,1,0.702572,0.14581,[122  54] ; [179  73],[123.77570093  52.22429907] ; [177.22429907  74.77570093],0
n1,1,0.718254,0.130172,[19 24] ; [19 28],[18.15555556 24.84444444] ; [19.84444444 27.15555556],0
v4,1,0.743177,0.107354,[173   4] ; [246   7],[172.47209302   4.52790698] ; [246.52790698   6.47209302],0
a4,1,0.770538,0.085072,[84 94] ; [123 130],[85.48955916 92.51044084] ; [121.51044084 131.48955916],0
