Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,23.483629,[ 63 112] ; [52 23],[80.5 94.5] ; [34.5 40.5],1
p9,1,0.098633,2.727508,[121  55] ; [60 16],[126.41269841  49.58730159] ; [54.58730159 21.41269841],0
s4,1,0.117328,2.452629,[ 37 146] ; [ 9 66],[ 32.62790698 150.37209302] ; [13.37209302 61.62790698],0
b5,1,0.134672,2.237804,[102  81] ; [50 26],[107.3976834  75.6023166] ; [44.6023166 31.3976834],0
s2,1,0.135107,2.232823,[ 64 117] ; [34 41],[ 69.2890625 111.7109375] ; [28.7109375 46.2890625],0
n5,1,0.147903,2.093746,[114  67] ; [55 21],[119.0233463  61.9766537] ; [49.9766537 26.0233463],0
p12,1,0.164504,1.932323,[  9 171] ; [ 1 75],[  7.03125 172.96875] ; [ 2.96875 73.03125],0
r3,1,0.168105,1.899762,[148  31] ; [68  8],[151.62352941  27.37647059] ; [64.37647059 11.62352941],0
b4,1,0.17335,1.853734,[106  77] ; [37 39],[101.03861004  81.96138996] ; [41.96138996 34.03861004],0
a6,1,0.189505,1.72146,[92 91] ; [45 31],[96.7992278 86.2007722] ; [40.2007722 35.7992278],0
p5,1,0.219525,1.507472,[  6 175] ; [ 5 69],[  7.80784314 173.19215686] ; [ 3.19215686 70.80784314],0
d5,1,0.228219,1.451925,[88 94] ; [43 33],[92.41085271 89.58914729] ; [38.58914729 37.41085271],0
v2,1,0.228494,1.450213,[ 61 109] ; [33 42],[ 65.2244898 104.7755102] ; [28.7755102 46.2244898],0
a3,1,0.247887,1.335171,[90 90] ; [44 32],[94.21875 85.78125] ; [39.78125 36.21875],0
b1,1,0.305424,1.050359,[ 67 116] ; [33 43],[ 70.65637066 112.34362934] ; [29.34362934 46.65637066],0
d2,1,0.321883,0.981279,[ 27 156] ; [15 61],[ 29.67567568 153.32432432] ; [12.32432432 63.67567568],0
u3,1,0.377126,0.780048,[41 52] ; [16 14],[43.09756098 49.90243902] ; [13.90243902 16.09756098],0
u2,1,0.435233,0.608818,[43 49] ; [17 14],[44.87804878 47.12195122] ; [15.12195122 15.87804878],0
u1,1,0.450374,0.56971,[  6 177] ; [ 4 72],[  7.06563707 175.93436293] ; [ 2.93436293 73.06563707],0
r1,1,0.463263,0.537999,[115  67] ; [51 24],[117.55642023  64.44357977] ; [48.44357977 26.55642023],0
n3,1,0.465557,0.532502,[42 22] ; [17  6],[43.40229885 20.59770115] ; [15.59770115  7.40229885],0
a8,1,0.487417,0.482224,[ 24 149] ; [12 57],[ 25.73553719 147.26446281] ; [10.26446281 58.73553719],0
n2,1,0.497848,0.459521,[50 16] ; [19  4],[51.16853933 14.83146067] ; [17.83146067  5.16853933],0
r2,1,0.50483,0.444767,[150  30] ; [65 10],[151.76470588  28.23529412] ; [63.23529412 11.76470588],0
a7,1,0.545573,0.365308,[107  74] ; [48 28],[109.16342412  71.83657588] ; [45.83657588 30.16342412],0
n6,1,0.59307,0.285576,[126  54] ; [55 20],[127.76470588  52.23529412] ; [53.23529412 21.76470588],0
a1,1,0.610635,0.259252,[ 10 173] ; [ 3 73],[  9.18532819 173.81467181] ; [ 3.81467181 72.18532819],0
n4,1,0.651425,0.204108,[111  71] ; [48 27],[112.59922179  69.40077821] ; [46.40077821 28.59922179],0
s5,1,0.709096,0.139182,[ 40 138] ; [18 55],[ 41.1314741 136.8685259] ; [16.8685259 56.1314741],0
s1,1,0.719953,0.128538,[ 10 169] ; [ 5 69],[ 10.61264822 168.38735178] ; [ 4.38735178 69.61264822],0
p1,1,0.750083,0.101462,[ 10 170] ; [ 5 71],[ 10.546875 169.453125] ; [ 4.453125 71.546875],0
v3,1,0.798818,0.064963,[ 43 135] ; [19 55],[ 43.79365079 134.20634921] ; [18.20634921 55.79365079],0
p11,1,0.79945,0.064546,[121  62] ; [49 27],[120.11583012  62.88416988] ; [49.88416988 26.11583012],0
b2,1,0.941914,0.005309,[29 65] ; [13 30],[28.81751825 65.18248175] ; [13.18248175 29.81751825],0
b3,1,0.941914,0.005309,[29 65] ; [13 30],[28.81751825 65.18248175] ; [13.18248175 29.81751825],0
d4,1,0.991546,0.000112,[101  82] ; [42 34],[101.03861004  81.96138996] ; [41.96138996 34.03861004],0
