Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,3e-06,22.056913,[66  7] ; [26 23],[55.04918033 17.95081967] ; [36.95081967 12.04918033],1
p9,1,4.1e-05,16.814311,[61 12] ; [21 23],[51.16239316 21.83760684] ; [30.83760684 13.16239316],1
p10,1,6.2e-05,16.029849,[54 18] ; [18 29],[43.56302521 28.43697479] ; [28.43697479 18.56302521],1
s8,1,0.000115,14.86678,[22 52] ; [ 1 48],[13.83739837 60.16260163] ; [ 9.16260163 39.83739837],1
n6,1,0.00018,14.029409,[60 14] ; [24 25],[50.53658537 23.46341463] ; [33.46341463 15.53658537],1
p2,1,0.000296,13.096421,[51 22] ; [18 31],[41.28688525 31.71311475] ; [27.71311475 21.28688525],1
r4,1,0.000459,12.276494,[45 29] ; [14 35],[35.49593496 38.50406504] ; [23.50406504 25.49593496],1
b1,1,0.000522,12.036455,[18 56] ; [27 22],[27.07317073 46.92682927] ; [17.92682927 31.07317073],1
s6,1,0.000599,11.780604,[37 35] ; [10 39],[27.96694215 44.03305785] ; [19.03305785 29.96694215],1
n3,1,0.001755,9.789477,[23  6] ; [ 7 13],[17.75510204 11.24489796] ; [12.24489796  7.75510204],0
s7,1,0.004238,8.178889,[25 48] ; [ 5 41],[18.40336134 54.59663866] ; [11.59663866 34.40336134],0
b3,1,0.006046,7.536606,[12 33] ; [15 10],[17.35714286 27.64285714] ; [ 9.64285714 15.35714286],0
b2,1,0.006046,7.536606,[12 33] ; [15 10],[17.35714286 27.64285714] ; [ 9.64285714 15.35714286],0
v2,1,0.00737,7.180552,[30 41] ; [ 9 39],[23.26890756 47.73109244] ; [15.73109244 32.26890756],0
s2,1,0.014416,5.986441,[29 45] ; [ 9 40],[22.86178862 51.13821138] ; [15.13821138 33.86178862],0
p8,1,0.025724,4.974502,[25 47] ; [ 8 41],[19.63636364 52.36363636] ; [13.36363636 35.63636364],0
n2,1,0.031525,4.624151,[23  6] ; [10 10],[19.53061224  9.46938776] ; [13.46938776  6.53061224],0
v4,1,0.033732,4.508226,[60 13] ; [32 17],[55.04918033 17.95081967] ; [36.95081967 12.04918033],0
s3,1,0.063835,3.434839,[34 40] ; [14 34],[29.1147541 44.8852459] ; [18.8852459 29.1147541],0
u3,1,0.066245,3.373688,[13 18] ; [ 5 21],[ 9.78947368 21.21052632] ; [ 8.21052632 17.78947368],0
a1,1,0.087685,2.916372,[ 3 71] ; [ 6 43],[ 5.41463415 68.58536585] ; [ 3.58536585 45.41463415],0
b4,1,0.125926,2.342027,[48 26] ; [25 24],[43.91869919 30.08130081] ; [29.08130081 19.91869919],0
d5,1,0.154568,2.026584,[51 23] ; [27 21],[47.31147541 26.68852459] ; [30.68852459 17.31147541],0
a7,1,0.184503,1.760974,[46 28] ; [24 24],[42.45901639 31.54098361] ; [27.54098361 20.45901639],0
a3,1,0.269795,1.217789,[43 31] ; [23 25],[40.03278689 33.96721311] ; [25.96721311 22.03278689],0
r2,1,0.314741,1.010677,[57 14] ; [34 13],[54.75423729 16.24576271] ; [36.24576271 10.75423729],0
u2,1,0.316093,1.005044,[14 17] ; [ 8 17],[12.17857143 18.82142857] ; [ 9.82142857 15.17857143],0
d3,1,0.345066,0.891518,[38 36] ; [20 27],[35.47107438 38.52892562] ; [22.52892562 24.47107438],0
v1,1,0.358664,0.842567,[23 47] ; [12 36],[20.76271186 49.23728814] ; [14.23728814 33.76271186],0
d2,1,0.36917,0.806457,[26 47] ; [21 27],[28.3553719 44.6446281] ; [18.6446281 29.3553719],0
v3,1,0.385417,0.753351,[21 50] ; [11 38],[18.93333333 52.06666667] ; [13.06666667 35.93333333],0
d4,1,0.427935,0.628421,[49 25] ; [29 20],[46.92682927 27.07317073] ; [31.07317073 17.92682927],0
p5,1,0.52932,0.395697,[ 3 70] ; [ 1 48],[ 2.39344262 70.60655738] ; [ 1.60655738 47.39344262],0
p1,1,0.564462,0.332037,[10 63] ; [ 5 44],[ 8.97540984 64.02459016] ; [ 6.02459016 42.97540984],0
d1,1,0.602412,0.271373,[26 48] ; [15 34],[24.66666667 49.33333333] ; [16.33333333 32.66666667],0
s4,1,0.612091,0.257142,[18 56] ; [10 39],[16.84552846 57.15447154] ; [11.15447154 37.84552846],0
s5,1,0.621765,0.243395,[14 55] ; [ 8 40],[12.97435897 56.02564103] ; [ 9.02564103 38.97435897],0
p6,1,0.628232,0.234466,[13 58] ; [ 7 40],[12.03389831 58.96610169] ; [ 7.96610169 39.03389831],0
a5,1,0.628316,0.234351,[35 39] ; [21 28],[33.69105691 40.30894309] ; [22.30894309 26.69105691],0
n5,1,0.628515,0.23408,[47 27] ; [29 20],[45.72357724 28.27642276] ; [30.27642276 18.72357724],0
a4,1,0.671532,0.179815,[19 55] ; [14 34],[20.01639344 53.98360656] ; [12.98360656 35.01639344],0
s1,1,0.683253,0.166487,[ 2 71] ; [ 2 47],[ 2.39344262 70.60655738] ; [ 1.60655738 47.39344262],0
n1,1,0.70075,0.147692,[ 7 21] ; [ 6 14],[ 7.58333333 20.41666667] ; [ 5.41666667 14.58333333],0
p3,1,0.701072,0.147359,[16 58] ; [ 9 39],[15.16393443 58.83606557] ; [ 9.83606557 38.16393443],0
