Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,108.536898,[ 59 174] ; [271 126],[122.04761905 110.95238095] ; [207.95238095 189.04761905],1
p6,1,0.0,66.922747,[ 36 196] ; [190 206],[ 83.49044586 148.50955414] ; [142.50955414 253.49044586],1
p3,1,0.0,51.687977,[ 72 161] ; [241 157],[115.57686212 117.42313788] ; [197.42313788 200.57686212],1
p4,1,0.0,42.787276,[105 129] ; [283 115],[143.65822785  90.34177215] ; [244.34177215 153.65822785],1
p2,1,0.0,38.080571,[171  64] ; [363  35],[198.2464455  36.7535545] ; [335.7535545  62.2464455],1
p10,1,2e-06,22.443485,[167  64] ; [347  50],[189.06687898  41.93312102] ; [324.93312102  72.06687898],1
p9,1,5.9e-05,16.133857,[176  53] ; [353  44],[193.51597444  35.48402556] ; [335.48402556  61.51597444],1
p11,1,7.6e-05,15.643184,[164  71] ; [332  67],[183.84858044  51.15141956] ; [312.15141956  86.84858044],1
s7,1,0.000126,14.693656,[ 80 141] ; [200 182],[102.62023217 118.37976783] ; [177.37976783 204.62023217],1
s6,1,0.000629,11.689576,[136  96] ; [282 110],[155.41025641  76.58974359] ; [262.58974359 129.41025641],1
s8,1,0.000823,11.187707,[ 78 155] ; [187 210],[ 98.00793651 134.99206349] ; [166.99206349 230.00793651],1
v4,1,0.001196,10.496589,[217  18] ; [388   9],[224.96044304  10.03955696] ; [380.03955696  16.96044304],0
s5,1,0.001301,10.341192,[ 51 171] ; [138 251],[ 68.6710311 153.3289689] ; [120.3289689 268.6710311],0
p5,1,0.002177,9.39381,[ 13 220] ; [ 53 345],[ 24.37083994 208.62916006] ; [ 41.62916006 356.37083994],0
n5,1,0.003406,8.576046,[152  82] ; [301  96],[167.99049128  66.00950872] ; [285.00950872 111.99049128],0
v1,1,0.003673,8.438861,[103 123] ; [225 165],[120.33766234 105.66233766] ; [207.66233766 182.33766234],0
n4,1,0.005679,7.649451,[163  72] ; [315  83],[177.45655608  57.54344392] ; [300.54344392  97.45655608],0
a8,1,0.00575,7.6271,[ 21 194] ; [ 65 290],[ 32.43859649 182.56140351] ; [ 53.56140351 301.43859649],0
a3,1,0.011335,6.412095,[153  82] ; [296 101],[166.95411392  68.04588608] ; [282.04588608 114.95411392],0
r1,1,0.012578,6.227505,[182  52] ; [338  57],[193.44992051  40.55007949] ; [326.55007949  68.44992051],0
r4,1,0.012829,6.192574,[211  24] ; [379  20],[218.69085174  16.30914826] ; [371.30914826  27.69085174],0
n6,1,0.031811,4.60863,[189  46] ; [343  52],[198.44444444  36.55555556] ; [333.55555556  61.44444444],0
a2,1,0.050601,3.821439,[ 56 179] ; [124 275],[ 66.7192429 168.2807571] ; [113.2807571 285.7192429],0
r2,1,0.06782,3.335006,[219  15] ; [381  13],[223.56687898  10.43312102] ; [376.43312102  17.56687898],0
v2,1,0.070016,3.282651,[123 102] ; [238 145],[133.59375  91.40625] ; [227.40625 155.59375],0
a5,1,0.083687,2.9918,[165  70] ; [305  94],[174.21135647  60.78864353] ; [295.78864353 103.21135647],0
n3,1,0.085814,2.951199,[46 20] ; [56 12],[50.23880597 15.76119403] ; [51.76119403 16.23880597],0
v3,1,0.094608,2.79416,[ 78 147] ; [159 224],[ 87.70559211 137.29440789] ; [149.29440789 233.70559211],0
s3,1,0.097912,2.739227,[117 115] ; [225 168],[126.9504 105.0496] ; [215.0496 177.9504],0
b1,1,0.127461,2.323156,[ 72 163] ; [146 253],[ 80.8044164 154.1955836] ; [137.1955836 261.8044164],0
a1,1,0.131516,2.274522,[  6 229] ; [ 20 379],[  9.63722397 225.36277603] ; [ 16.36277603 382.63722397],0
a6,1,0.136472,2.217292,[173  62] ; [312  84],[180.62599049  54.37400951] ; [304.37400951  91.62599049],0
n2,1,0.144441,2.13,[44 22] ; [53 15],[47.7761194 18.2238806] ; [49.2238806 18.7761194],0
b4,1,0.166521,1.913988,[148  87] ; [229 170],[139.73974763  95.26025237] ; [237.26025237 161.73974763],0
s2,1,0.18947,1.721731,[108 122] ; [208 189],[115.91706539 114.08293461] ; [200.08293461 196.91706539],0
p12,1,0.292392,1.108577,[ 16 217] ; [ 37 362],[ 19.53955696 213.46044304] ; [ 33.46044304 365.53955696],0
a4,1,0.303528,1.058629,[ 97 138] ; [181 217],[103.20695103 131.79304897] ; [174.79304897 223.20695103],0
u1,1,0.304655,1.053708,[ 46 189] ; [ 92 307],[ 51.15141956 183.84858044] ; [ 86.84858044 312.15141956],0
