Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,35.877016,[ 53 111] ; [59 22],[74.97142857 89.02857143] ; [37.02857143 43.97142857],1
s8,1,4e-05,16.894714,[ 54 115] ; [49 34],[69.07539683 99.92460317] ; [33.92460317 49.07539683],1
v1,1,0.000218,13.669879,[ 65 103] ; [51 29],[78.58064516 89.41935484] ; [37.41935484 42.58064516],1
n4,1,0.000224,13.617154,[109  60] ; [72 11],[121.38492063  47.61507937] ; [59.61507937 23.38492063],1
a5,1,0.001391,10.218175,[96 74] ; [64 19],[107.50988142  62.49011858] ; [52.49011858 30.50988142],0
s7,1,0.00186,9.682625,[63 99] ; [47 31],[74.25 87.75] ; [35.75 42.25],0
r4,1,0.002456,9.173362,[115  55] ; [71 12],[124.98023715  45.01976285] ; [61.01976285 21.98023715],0
a3,1,0.002667,9.02238,[100  69] ; [65 18],[110.6547619  58.3452381] ; [54.3452381 28.6547619],0
d5,1,0.002866,8.890735,[105  65] ; [66 16],[115.35714286  54.64285714] ; [55.64285714 26.35714286],0
p3,1,0.004138,8.222046,[ 59 111] ; [44 38],[ 69.48412698 100.51587302] ; [33.51587302 48.48412698],0
r1,1,0.005524,7.699526,[101  69] ; [64 19],[110.86956522  59.13043478] ; [54.13043478 28.86956522],0
p10,1,0.005723,7.635586,[105  62] ; [65 16],[114.47580645  52.52419355] ; [55.52419355 25.47580645],0
s2,1,0.006384,7.438554,[ 65 104] ; [47 36],[75.11111111 93.88888889] ; [36.88888889 46.11111111],0
n5,1,0.010414,6.562745,[114  54] ; [69 14],[122.48605578  45.51394422] ; [60.51394422 22.48605578],0
p7,1,0.010865,6.487341,[87 80] ; [56 25],[96.29435484 70.70564516] ; [46.70564516 34.29435484],0
d4,1,0.020027,5.40957,[112  57] ; [66 16],[119.84860558  49.15139442] ; [58.15139442 23.84860558],0
r2,1,0.023961,5.097486,[140  28] ; [75  5],[145.64516129  22.35483871] ; [69.35483871 10.64516129],0
n3,1,0.028465,4.799668,[36 26] ; [17  3],[40.07317073 21.92682927] ; [12.92682927  7.07317073],0
p4,1,0.035951,4.399429,[ 69 100] ; [44 36],[76.69477912 92.30522088] ; [36.30522088 43.69477912],0
v4,1,0.038289,4.292158,[139  28] ; [77  6],[144.288  22.712] ; [71.712 11.288],0
s6,1,0.042708,4.10692,[86 80] ; [53 28],[93.41700405 72.58299595] ; [45.58299595 35.41700405],0
p9,1,0.049783,3.848756,[114  52] ; [66 16],[120.48387097  45.51612903] ; [59.51612903 22.48387097],0
n6,1,0.066163,3.375745,[122  46] ; [69 14],[127.84063745  40.15936255] ; [63.15936255 19.84063745],0
p8,1,0.070696,3.266775,[ 65 104] ; [40 39],[71.55241935 97.44758065] ; [33.44758065 45.55241935],0
r3,1,0.094124,2.802388,[140  30] ; [75  8],[144.46640316  25.53359684] ; [70.53359684 12.46640316],0
p2,1,0.100368,2.699691,[115  54] ; [64 18],[120.52191235  48.47808765] ; [58.47808765 23.52191235],0
p6,1,0.10335,2.653075,[ 45 120] ; [30 50],[ 50.51020408 114.48979592] ; [24.48979592 55.51020408],0
s3,1,0.174682,1.842298,[83 85] ; [48 34],[88.032 79.968] ; [42.968 39.032],0
b5,1,0.178221,1.812398,[87 83] ; [35 48],[81.97628458 88.02371542] ; [40.02371542 42.97628458],0
a4,1,0.231784,1.429878,[74 94] ; [30 53],[69.60956175 98.39043825] ; [34.39043825 48.60956175],0
b2,1,0.238778,1.387793,[40 69] ; [25 29],[43.46625767 65.53374233] ; [21.53374233 32.46625767],0
