Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,116.32565,[ 57 205] ; [177  80],[118.12716763 143.87283237] ; [115.87283237 141.12716763],1
s2,1,0.0,77.16573,[ 91 167] ; [191  68],[140.72727273 117.27272727] ; [141.27272727 117.72727273],1
s6,1,0.0,54.46574,[139 117] ; [216  40],[177.5  78.5] ; [177.5  78.5],1
s3,1,0.0,54.325626,[106 151] ; [188  68],[147.28654971 109.71345029] ; [146.71345029 109.28654971],1
s5,1,0.0,39.489119,[ 54 199] ; [120 130],[ 87.51888668 165.48111332] ; [ 86.48111332 163.51888668],1
a3,1,5e-06,20.742327,[164  98] ; [208  50],[187.43076923  74.56923077] ; [184.56923077  73.43076923],1
p6,1,7.5e-05,15.68671,[ 77 183] ; [120 138],[ 98.88030888 161.11969112] ; [ 98.11969112 159.88030888],1
p5,1,8.5e-05,15.43798,[ 18 244] ; [ 47 210],[ 32.81310212 229.18689788] ; [ 32.18689788 224.81310212],1
u1,1,0.000125,14.721617,[ 40 222] ; [ 76 184],[ 58.22222222 203.77777778] ; [ 57.77777778 202.22222222],1
a2,1,0.000133,14.596396,[ 56 206] ; [ 95 165],[ 75.78927203 186.21072797] ; [ 75.21072797 184.78927203],1
d2,1,0.000163,14.218888,[104 157] ; [146 113],[125.48076923 135.51923077] ; [124.51923077 134.48076923],1
p4,1,0.00048,12.192835,[145 117] ; [181  77],[164.25384615  97.74615385] ; [161.74615385  96.25384615],1
p7,1,0.000839,11.152823,[153 105] ; [184  67],[170.8172888  87.1827112] ; [166.1827112  84.8172888],1
p3,1,0.000844,11.141283,[115 147] ; [151 107],[134.02307692 127.97692308] ; [131.97692308 126.02307692],1
n5,1,0.004212,8.190113,[183  78] ; [208  49],[197.00965251  63.99034749] ; [193.99034749  63.00965251],0
v3,1,0.00469,7.995141,[ 85 165] ; [116 134],[100.5 149.5] ; [100.5 149.5],0
n4,1,0.007889,7.05861,[189  73] ; [213  47],[201.77011494  60.22988506] ; [200.22988506  59.77011494],0
d1,1,0.009633,6.701586,[155 107] ; [182  78],[169.14559387  92.85440613] ; [167.85440613  92.14559387],0
r1,1,0.014444,5.983028,[204  55] ; [225  34],[214.5  44.5] ; [214.5  44.5],0
s1,1,0.017617,5.63385,[  3 256] ; [ 12 245],[  7.52906977 251.47093023] ; [  7.47093023 249.52906977],0
v2,1,0.019007,5.500905,[135 109] ; [166  87],[147.77464789  96.22535211] ; [153.22535211  99.77464789],0
a5,1,0.019411,5.464069,[190  72] ; [211  49],[201.26819923  60.73180077] ; [199.73180077  60.26819923],0
v1,1,0.0498,3.848181,[128 123] ; [151 102],[138.94642857 112.05357143] ; [140.05357143 112.94642857],0
p12,1,0.050006,3.841259,[ 19 243] ; [ 32 227],[ 25.64683301 236.35316699] ; [ 25.35316699 233.64683301],0
u3,1,0.05732,3.613281,[57 39] ; [39 13],[62.27027027 33.72972973] ; [33.72972973 18.27027027],0
a4,1,0.073067,3.212744,[107 155] ; [126 133],[117.17082534 144.82917466] ; [115.82917466 143.17082534],0
u4,1,0.091591,2.846181,[  2 259] ; [  7 253],[  4.50863724 256.49136276] ; [  4.49136276 255.50863724],0
n6,1,0.105758,2.616499,[221  40] ; [229  27],[227.17601547  33.82398453] ; [222.82398453  33.17601547],0
r2,1,0.118857,2.432323,[244  14] ; [251   7],[247.5  10.5] ; [247.5  10.5],0
a8,1,0.155176,2.020621,[ 30 212] ; [ 39 190],[ 35.4522293 206.5477707] ; [ 33.5477707 195.4522293],0
p1,1,0.167821,1.902297,[ 20 241] ; [ 29 230],[ 24.59423077 236.40576923] ; [ 24.40576923 234.59423077],0
s4,1,0.178671,1.808645,[ 38 218] ; [ 50 209],[ 43.74368932 212.25631068] ; [ 44.25631068 214.74368932],0
p8,1,0.196284,1.66981,[137 121] ; [151 106],[144.27961165 113.72038835] ; [143.72038835 113.27961165],0
r3,1,0.214561,1.54038,[254   6] ; [248  11],[251.48362235   8.51637765] ; [250.51637765   8.48362235],0
d3,1,0.247054,1.339889,[203  58] ; [212  47],[208.29807692  52.70192308] ; [206.70192308  52.29807692],0
a1,1,0.257781,1.280637,[  8 254] ; [ 13 247],[ 10.54022989 251.45977011] ; [ 10.45977011 249.54022989],0
p11,1,0.260381,1.266732,[226  36] ; [215  45],[221.34482759  40.65517241] ; [219.65517241  40.34482759],0
r4,1,0.265577,1.239452,[238  24] ; [243  17],[241.42145594  20.57854406] ; [239.57854406  20.42145594],0
n1,1,0.291841,1.111111,[15 34] ; [20 29],[17.5 31.5] ; [17.5 31.5],0
b3,1,0.314359,1.012271,[42 86] ; [ 68 109],[46.16393443 81.83606557] ; [ 63.83606557 113.16393443],0
b2,1,0.314359,1.012271,[42 86] ; [ 68 109],[46.16393443 81.83606557] ; [ 63.83606557 113.16393443],0
a6,1,0.329623,0.950379,[201  61] ; [207  51],[205.56923077  56.43076923] ; [202.43076923  55.56923077],0
b5,1,0.425873,0.634052,[173  89] ; [163  97],[168.64367816  93.35632184] ; [167.35632184  92.64367816],0
v4,1,0.440771,0.594275,[251   9] ; [252   6],[252.47104247   7.52895753] ; [250.52895753   7.47104247],0
n2,1,0.474575,0.511304,[36 13] ; [39 10],[37.5 11.5] ; [37.5 11.5],0
b4,1,0.543765,0.368606,[159 103] ; [151 109],[155.59386973 106.40613027] ; [154.40613027 105.59386973],0
u2,1,0.559496,0.340578,[58 39] ; [33 18],[59.64189189 37.35810811] ; [31.35810811 19.64189189],0
b1,1,0.599591,0.275613,[ 86 176] ; [ 91 169],[ 88.83908046 173.16091954] ; [ 88.16091954 171.83908046],0
p2,1,0.614801,0.253243,[225  36] ; [228  32],[226.93474088  34.06525912] ; [226.06525912  33.93474088],0
n3,1,0.821123,0.051122,[35 14] ; [36 13],[35.5 13.5] ; [35.5 13.5],0
d4,1,0.846237,0.037606,[223  39] ; [222  37],[223.78119002  38.21880998] ; [221.21880998  37.78119002],0
d5,1,0.951728,0.003665,[219  43] ; [217  42],[219.25527831  42.74472169] ; [216.74472169  42.25527831],0
p9,1,0.99136,0.000117,[246  15] ; [245  15],[245.97120921  15.02879079] ; [245.02879079  14.97120921],0
