Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,36.534133,[30 31] ; [336  68],[48.01290323 12.98709677] ; [317.98709677  86.01290323],1
n4,1,0.0,31.439198,[34 28] ; [343  61],[50.15879828 11.84120172] ; [326.84120172  77.15879828],1
r2,1,1.2e-05,19.08749,[54  8] ; [392   8],[59.85281385  2.14718615] ; [386.14718615  13.85281385],1
p9,1,0.0001,15.13641,[45 17] ; [361  40],[54.36717063  7.63282937] ; [351.63282937  49.36717063],1
p10,1,0.000353,12.767423,[45 17] ; [358  44],[53.84913793  8.15086207] ; [349.15086207  52.84913793],1
r4,1,0.000405,12.51058,[56  6] ; [397   7],[60.27038627  1.72961373] ; [392.72961373  11.27038627],1
b1,1,0.000991,10.843728,[37 25] ; [152 252],[25.14592275 36.85407725] ; [163.85407725 240.14592275],1
s5,1,0.002908,8.864201,[14 48] ; [167 226],[24.66373626 37.33626374] ; [156.33626374 236.66373626],0
s1,1,0.006463,7.416403,[ 5 56] ; [  8 392],[ 1.72017354 59.27982646] ; [ 11.27982646 388.72017354],0
p6,1,0.008234,6.981786,[20 40] ; [208 195],[29.54643629 30.45356371] ; [198.45356371 204.54643629],0
s2,1,0.009564,6.714372,[23 38] ; [223 179],[32.41036717 28.58963283] ; [213.58963283 188.41036717],0
s7,1,0.010512,6.546029,[22 34] ; [223 165],[30.9009009 25.0990991] ; [214.0990991 173.9009009],0
v1,1,0.013668,6.080489,[27 34] ; [242 155],[35.82751092 25.17248908] ; [233.17248908 163.82751092],0
p5,1,0.02085,5.339275,[ 3 59] ; [ 64 338],[ 8.95258621 53.04741379] ; [ 58.04741379 343.95258621],0
u2,1,0.020953,5.330682,[15  4] ; [46 46],[10.44144144  8.55855856] ; [50.55855856 41.44144144],0
p11,1,0.021629,5.275375,[46 16] ; [346  58],[52.15450644  9.84549356] ; [339.84549356  64.15450644],0
a5,1,0.029827,4.719257,[42 20] ; [323  81],[48.56223176 13.43776824] ; [316.43776824  87.56223176],0
n3,1,0.034491,4.470201,[9 6] ; [54 10],[11.96202532  3.03797468] ; [51.03797468 12.96202532],0
b2,1,0.035678,4.412453,[ 8 27] ; [105 149],[13.68512111 21.31487889] ; [ 99.31487889 154.68512111],0
b3,1,0.035678,4.412453,[ 8 27] ; [105 149],[13.68512111 21.31487889] ; [ 99.31487889 154.68512111],0
v3,1,0.037512,4.327002,[18 40] ; [179 214],[25.33481153 32.66518847] ; [171.66518847 221.33481153],0
s6,1,0.041977,4.13614,[37 25] ; [285 109],[43.78070175 18.21929825] ; [278.21929825 115.78070175],0
p12,1,0.042462,4.116701,[ 1 61] ; [ 37 365],[ 5.07758621 56.92241379] ; [ 32.92241379 369.07758621],0
d4,1,0.049355,3.863253,[46 14] ; [348  55],[51.05831533  8.94168467] ; [342.94168467  60.05831533],0
p4,1,0.052405,3.762779,[37 25] ; [290 114],[43.50643777 18.49356223] ; [283.49356223 120.50643777],0
s8,1,0.0609,3.512698,[24 38] ; [206 194],[30.86580087 31.13419913] ; [199.13419913 200.86580087],0
r3,1,0.075365,3.162121,[59  3] ; [396   6],[60.79741379  1.20258621] ; [394.20258621   7.79741379],0
d1,1,0.083867,2.988318,[33 29] ; [261 143],[39.11587983 22.88412017] ; [254.88412017 149.11587983],0
p2,1,0.089137,2.889892,[53  9] ; [371  32],[56.53333333  5.46666667] ; [367.46666667  35.53333333],0
n1,1,0.103521,2.650441,[ 2 13] ; [22 41],[ 4.61538462 10.38461538] ; [19.38461538 43.61538462],0
p3,1,0.12354,2.371853,[32 30] ; [250 154],[37.5193133 24.4806867] ; [244.4806867 159.5193133],0
d2,1,0.151319,2.058905,[26 35] ; [212 192],[31.22150538 29.77849462] ; [206.77849462 197.22150538],0
d5,1,0.152211,2.049952,[47 14] ; [340  63],[50.87715517 10.12284483] ; [336.12284483  66.87715517],0
u1,1,0.15266,2.045472,[ 9 53] ; [ 91 313],[13.30472103 48.69527897] ; [ 86.69527897 317.30472103],0
a8,1,0.176266,1.828829,[ 6 48] ; [ 68 297],[ 9.53699284 44.46300716] ; [ 64.46300716 300.53699284],0
p8,1,0.181669,1.783914,[38 24] ; [279 121],[42.54112554 19.45887446] ; [274.45887446 125.54112554],0
a3,1,0.182504,1.777115,[43 19] ; [310  92],[47.16810345 14.83189655] ; [305.83189655  96.16810345],0
v2,1,0.194226,1.685268,[30 26] ; [246 147],[34.42316258 21.57683742] ; [241.57683742 151.42316258],0
a4,1,0.202711,1.622731,[25 37] ; [197 205],[29.6637931 32.3362069] ; [192.3362069 209.6637931],0
p1,1,0.214184,1.542921,[ 3 59] ; [ 39 363],[ 5.61206897 56.38793103] ; [ 36.38793103 365.61206897],0
a1,1,0.215231,1.535889,[ 1 61] ; [ 21 383],[ 2.92703863 59.07296137] ; [ 19.07296137 384.92703863],0
b5,1,0.217072,1.523622,[40 22] ; [227 177],[35.52360515 26.47639485] ; [231.47639485 172.52360515],0
v4,1,0.219765,1.505907,[58  3] ; [393   9],[59.41900648  1.58099352] ; [391.58099352  10.41900648],0
