Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,24.045281,[27 26] ; [141  27],[40.28959276 12.71040724] ; [127.71040724  40.28959276],1
p8,1,3e-06,21.698514,[12 42] ; [98 69],[26.87782805 27.12217195] ; [83.12217195 83.87782805],1
p7,1,4e-06,21.348124,[20 32] ; [124  45],[33.88235294 18.11764706] ; [110.11764706  58.88235294],1
n4,1,4e-06,21.03988,[29 25] ; [142  27],[41.40807175 12.59192825] ; [129.59192825  39.40807175],1
n5,1,5e-06,20.962849,[27 26] ; [139  30],[39.63063063 13.36936937] ; [126.36936937  42.63063063],1
p9,1,1.9e-05,18.285928,[32 21] ; [147  22],[42.73423423 10.26576577] ; [136.26576577  32.73423423],1
n6,1,0.001125,10.60997,[36 18] ; [146  23],[44.07174888  9.92825112] ; [137.92825112  31.07174888],0
a3,1,0.003454,8.550389,[29 25] ; [127  43],[37.60714286 16.39285714] ; [118.39285714  51.60714286],0
d1,1,0.015346,5.876293,[19 35] ; [92 78],[26.75892857 27.24107143] ; [84.24107143 85.75892857],0
p3,1,0.015346,5.876293,[19 35] ; [92 78],[26.75892857 27.24107143] ; [84.24107143 85.75892857],0
d3,1,0.017288,5.666869,[17 37] ; [85 85],[24.58928571 29.41071429] ; [77.41071429 92.58928571],0
d5,1,0.020276,5.388015,[34 20] ; [133  36],[40.43946188 13.56053812] ; [126.56053812  42.43946188],0
s1,1,0.020744,5.348139,[ 5 47] ; [  4 165],[ 2.11764706 49.88235294] ; [  6.88235294 162.11764706],0
d4,1,0.025006,5.023504,[35 19] ; [134  34],[41.10810811 12.89189189] ; [127.89189189  40.10810811],0
p4,1,0.028817,4.77851,[21 32] ; [96 73],[27.93243243 25.06756757] ; [89.06756757 79.93243243],0
s7,1,0.050665,3.819311,[20 31] ; [90 74],[26.09302326 24.90697674] ; [83.90697674 80.09302326],0
u3,1,0.051616,3.788174,[16  9] ; [17 26],[12.13235294 12.86764706] ; [20.86764706 22.13235294],0
n2,1,0.052053,3.774069,[18  1] ; [30 11],[15.2  3.8] ; [32.8  8.2],0
v3,1,0.05598,3.652649,[14 34] ; [74 92],[19.73831776 28.26168224] ; [68.26168224 97.73831776],0
a5,1,0.056791,3.6287,[32 22] ; [124  46],[37.60714286 16.39285714] ; [118.39285714  51.60714286],0
p11,1,0.057575,3.605893,[38 16] ; [140  30],[42.91071429 11.08928571] ; [135.08928571  34.91071429],0
v1,1,0.071767,3.242132,[22 31] ; [93 74],[27.70454545 25.29545455] ; [87.29545455 79.70454545],0
v4,1,0.084707,2.972185,[50  4] ; [164   4],[52.05405405  1.94594595] ; [161.94594595   6.05405405],0
p6,1,0.09262,2.82824,[14 39] ; [ 65 101],[19.11872146 33.88127854] ; [ 59.88127854 106.11872146],0
a2,1,0.122208,2.388797,[ 2 52] ; [ 18 152],[ 4.82142857 49.17857143] ; [ 15.17857143 154.82142857],0
u1,1,0.125364,2.348991,[ 1 53] ; [ 13 157],[ 3.375 50.625] ; [ 10.625 159.375],0
s3,1,0.125828,2.343241,[26 27] ; [103  66],[30.7972973 22.2027027] ; [98.2027027 70.7972973],0
v2,1,0.196857,1.665542,[21 29] ; [87 79],[25. 25.] ; [83. 83.],0
b5,1,0.218514,1.514105,[29 25] ; [75 95],[25.07142857 28.92857143] ; [78.92857143 91.07142857],0
d2,1,0.218976,1.511072,[22 31] ; [87 83],[25.9058296 27.0941704] ; [83.0941704 86.9058296],0
b1,1,0.221243,1.496293,[28 26] ; [72 98],[24.10714286 29.89285714] ; [75.89285714 94.10714286],0
p5,1,0.221976,1.491549,[ 4 48] ; [ 24 146],[ 6.55855856 45.44144144] ; [ 21.44144144 148.55855856],0
n1,1,0.238939,1.386845,[10  8] ; [16 25],[ 7.93220339 10.06779661] ; [18.06779661 22.93220339],0
r1,1,0.346799,0.885135,[41 13] ; [139  31],[43.39285714 10.60714286] ; [136.60714286  33.39285714],0
a8,1,0.374711,0.787981,[ 5 49] ; [ 22 136],[ 6.87735849 47.12264151] ; [ 20.12264151 137.87735849],0
s5,1,0.391511,0.734243,[17 31] ; [69 94],[19.56398104 28.43601896] ; [66.43601896 96.56398104],0
r3,1,0.400761,0.706043,[52  2] ; [167   3],[52.79464286  1.20535714] ; [166.20535714   3.79464286],0
s4,1,0.529354,0.395631,[12 42] ; [ 31 138],[10.41255605 43.58744395] ; [ 32.58744395 136.41255605],0
b2,1,0.53175,0.391047,[14 22] ; [48 59],[15.60839161 20.39160839] ; [46.39160839 60.60839161],0
b3,1,0.53175,0.391047,[14 22] ; [48 59],[15.60839161 20.39160839] ; [46.39160839 60.60839161],0
a1,1,0.53565,0.383662,[ 2 52] ; [ 10 160],[ 2.89285714 51.10714286] ; [  9.10714286 160.89285714],0
u2,1,0.572473,0.318562,[14 10] ; [22 21],[12.89552239 11.10447761] ; [23.10447761 19.89552239],0
s6,1,0.573656,0.316604,[33 19] ; [111  53],[34.66666667 17.33333333] ; [109.33333333  54.66666667],0
u4,1,0.592252,0.286841,[ 2 52] ; [  4 166],[ 1.44642857 52.55357143] ; [  4.55357143 165.44642857],0
b4,1,0.618126,0.248511,[31 23] ; [91 79],[29.41071429 24.58928571] ; [92.58928571 77.41071429],0
a6,1,0.65268,0.202537,[21 33] ; [72 98],[22.41964286 31.58035714] ; [70.58035714 99.41964286],0
n3,1,0.793905,0.068248,[13  4] ; [30 11],[12.60344828  4.39655172] ; [30.39655172 10.60344828],0
p12,1,0.800855,0.063625,[ 4 49] ; [ 11 157],[ 3.59728507 49.40271493] ; [ 11.40271493 156.59728507],0
p1,1,0.845424,0.03801,[ 4 50] ; [ 14 156],[ 4.33928571 49.66071429] ; [ 13.66071429 156.33928571],0
a4,1,0.885786,0.020632,[24 30] ; [77 92],[24.4573991 29.5426009] ; [76.5426009 92.4573991],0
s2,1,0.886019,0.020547,[26 27] ; [81 88],[25.54504505 27.45495495] ; [81.45495495 87.54504505],0
r2,1,0.963814,0.002058,[52  2] ; [162   6],[52.05405405  1.94594595] ; [161.94594595   6.05405405],0
s8,1,0.976356,0.000878,[26 27] ; [83 87],[25.9058296 27.0941704] ; [83.0941704 86.9058296],0
