Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.009988,6.637111,[71  3] ; [5 2],[69.43209877  4.56790123] ; [6.56790123 0.43209877],0
r4,1,0.023952,5.098112,[71  4] ; [5 2],[69.51219512  5.48780488] ; [6.48780488 0.51219512],0
s8,1,0.045906,3.985025,[48 24] ; [2 5],[45.56962025 26.43037975] ; [4.43037975 2.56962025],0
n5,1,0.047305,3.934512,[70  5] ; [5 2],[68.59756098  6.40243902] ; [6.40243902 0.59756098],0
r1,1,0.057999,3.593693,[64 11] ; [4 3],[62.19512195 12.80487805] ; [5.80487805 1.19512195],0
p6,1,0.062055,3.481596,[56 18] ; [3 4],[53.90123457 20.09876543] ; [5.09876543 1.90123457],0
n2,1,0.064458,3.418803,[11  2] ; [1 2],[9.75 3.25] ; [2.25 0.75],0
s7,1,0.066878,3.358024,[52 17] ; [3 4],[49.93421053 19.06578947] ; [5.06578947 1.93421053],0
n4,1,0.079389,3.077375,[69  6] ; [5 2],[67.68292683  7.31707317] ; [6.31707317 0.68292683],0
s3,1,0.083842,2.988812,[46 28] ; [2 5],[43.85185185 30.14814815] ; [4.14814815 2.85185185],0
a7,1,0.130492,2.286646,[53 22] ; [3 4],[51.2195122 23.7804878] ; [4.7804878 2.2195122],0
d3,1,0.188871,1.726399,[50 24] ; [3 4],[48.41975309 25.58024691] ; [4.58024691 2.41975309],0
p8,1,0.225781,1.467244,[65  9] ; [5 2],[63.95061728 10.04938272] ; [6.04938272 0.95061728],0
p9,1,0.232399,1.426121,[71  3] ; [6 1],[70.34567901  3.65432099] ; [6.65432099 0.34567901],0
r3,1,0.232399,1.426121,[71  3] ; [6 1],[70.34567901  3.65432099] ; [6.65432099 0.34567901],0
n3,1,0.247004,1.340171,[9 4] ; [1 2],[8.125 4.875] ; [1.875 1.125],0
a6,1,0.24912,1.328231,[48 26] ; [3 4],[46.59259259 27.40740741] ; [4.40740741 2.59259259],0
d2,1,0.278128,1.176217,[37 37] ; [5 2],[38.37037037 35.62962963] ; [3.62962963 3.37037037],0
d1,1,0.304164,1.055848,[47 28] ; [3 4],[45.73170732 29.26829268] ; [4.26829268 2.73170732],0
a8,1,0.326189,0.963968,[12 58] ; [2 4],[12.89473684 57.10526316] ; [1.10526316 4.89473684],0
p4,1,0.350751,0.870738,[70  4] ; [6 1],[69.43209877  4.56790123] ; [6.56790123 0.43209877],0
p3,1,0.408614,0.68283,[62 12] ; [5 2],[61.20987654 12.79012346] ; [5.79012346 1.20987654],0
s6,1,0.409417,0.680492,[57 11] ; [5 2],[56.21333333 11.78666667] ; [5.78666667 1.21333333],0
b2,1,0.413528,0.668635,[27 28] ; [4 2],[27.95081967 27.04918033] ; [3.04918033 2.95081967],0
b3,1,0.413528,0.668635,[27 28] ; [4 2],[27.95081967 27.04918033] ; [3.04918033 2.95081967],0
b4,1,0.41865,0.654101,[44 31] ; [3 4],[42.98780488 32.01219512] ; [4.01219512 2.98780488],0
a4,1,0.42995,0.622958,[33 42] ; [2 5],[32.01219512 42.98780488] ; [2.98780488 4.01219512],0
p1,1,0.43351,0.613403,[21 54] ; [1 6],[20.12195122 54.87804878] ; [1.87804878 5.12195122],0
s2,1,0.436239,0.606155,[43 31] ; [3 4],[42.02469136 31.97530864] ; [3.97530864 3.02469136],0
p12,1,0.457286,0.552531,[22 53] ; [3 4],[22.86585366 52.13414634] ; [2.13414634 4.86585366],0
v3,1,0.544815,0.366689,[43 29] ; [5 2],[43.74683544 28.25316456] ; [4.25316456 2.74683544],0
p10,1,0.569223,0.323984,[69  6] ; [6 1],[68.59756098  6.40243902] ; [6.40243902 0.59756098],0
s5,1,0.574552,0.315126,[46 22] ; [4 3],[45.33333333 22.66666667] ; [4.66666667 2.33333333],0
p2,1,0.578221,0.309119,[68  6] ; [6 1],[67.60493827  6.39506173] ; [6.39506173 0.60493827],0
v1,1,0.59373,0.284557,[49 24] ; [4 3],[48.3625 24.6375] ; [4.6375 2.3625],0
d5,1,0.672485,0.178709,[58 16] ; [5 2],[57.55555556 16.44444444] ; [5.44444444 1.55555556],0
p11,1,0.672793,0.178353,[68  7] ; [6 1],[67.68292683  7.31707317] ; [6.31707317 0.68292683],0
u2,1,0.683406,0.166317,[11  6] ; [1 1],[10.73684211  6.26315789] ; [1.26315789 0.73684211],0
a2,1,0.715222,0.133117,[15 60] ; [1 6],[14.63414634 60.36585366] ; [1.36585366 5.63414634],0
a5,1,0.723254,0.125396,[58 17] ; [5 2],[57.62195122 17.37804878] ; [5.37804878 1.62195122],0
a3,1,0.723254,0.125396,[58 17] ; [5 2],[57.62195122 17.37804878] ; [5.37804878 1.62195122],0
v2,1,0.723711,0.124964,[46 26] ; [4 3],[45.56962025 26.43037975] ; [4.43037975 2.56962025],0
u1,1,0.77432,0.082214,[14 61] ; [1 6],[13.7195122 61.2804878] ; [1.2804878 5.7195122],0
b5,1,0.846721,0.037366,[35 40] ; [3 4],[34.75609756 40.24390244] ; [3.24390244 3.75609756],0
d4,1,0.894193,0.017689,[62 12] ; [6 1],[62.12345679 11.87654321] ; [5.87654321 1.12345679],0
b1,1,0.937619,0.006125,[31 44] ; [3 4],[31.09756098 43.90243902] ; [2.90243902 4.09756098],0
a1,1,0.978243,0.000744,[11 64] ; [1 6],[10.97560976 64.02439024] ; [1.02439024 5.97560976],0
