Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.012632,6.219955,[53  8] ; [1 2],[51.46875  9.53125] ; [2.53125 0.46875],0
s6,1,0.033482,4.520979,[49 10] ; [1 2],[47.58064516 11.41935484] ; [2.41935484 0.58064516],0
p9,1,0.049146,3.870367,[47 11] ; [1 2],[45.63934426 12.36065574] ; [2.36065574 0.63934426],0
r3,1,0.052036,3.774596,[56  3] ; [2 1],[55.19354839  3.80645161] ; [2.80645161 0.19354839],0
n6,1,0.05778,3.6,[48 12] ; [1 2],[46.66666667 13.33333333] ; [2.33333333 0.66666667],0
d2,1,0.05778,3.6,[12 48] ; [2 1],[13.33333333 46.66666667] ; [0.66666667 2.33333333],0
p10,1,0.074118,3.189375,[47 13] ; [1 2],[45.71428571 14.28571429] ; [2.28571429 0.71428571],0
r1,1,0.107191,2.595157,[46 15] ; [1 2],[44.796875 16.203125] ; [2.203125 0.796875],0
r2,1,0.202999,1.620664,[55  6] ; [2 1],[54.328125  6.671875] ; [2.671875 0.328125],0
s2,1,0.22774,1.454924,[41 20] ; [1 2],[40.03125 20.96875] ; [1.96875 1.03125],0
s3,1,0.255866,1.290985,[40 21] ; [1 2],[39.078125 21.921875] ; [1.921875 1.078125],0
n4,1,0.255866,1.290985,[40 21] ; [1 2],[39.078125 21.921875] ; [1.921875 1.078125],0
p2,1,0.271355,1.209886,[53  7] ; [2 1],[52.38095238  7.61904762] ; [2.61904762 0.38095238],0
p1,1,0.333998,0.933333,[ 8 52] ; [1 2],[ 8.57142857 51.42857143] ; [0.42857143 2.57142857],0
s7,1,0.367521,0.81203,[34 23] ; [1 2],[33.25 23.75] ; [1.75 1.25],0
a8,1,0.371347,0.799153,[ 8 48] ; [1 2],[ 8.54237288 47.45762712] ; [0.45762712 2.54237288],0
b2,1,0.418492,0.654545,[ 5 28] ; [1 2],[ 5.5 27.5] ; [0.5 2.5],0
b3,1,0.418492,0.654545,[ 5 28] ; [1 2],[ 5.5 27.5] ; [0.5 2.5],0
a6,1,0.517545,0.418783,[29 32] ; [2 1],[29.546875 31.453125] ; [1.453125 1.546875],0
v1,1,0.535351,0.384224,[31 29] ; [1 2],[30.47619048 29.52380952] ; [1.52380952 1.47619048],0
b5,1,0.554268,0.349727,[31 30] ; [1 2],[30.5 30.5] ; [1.5 1.5],0
a3,1,0.57309,0.31754,[30 30] ; [2 1],[30.47619048 29.52380952] ; [1.52380952 1.47619048],0
v2,1,0.732678,0.116667,[26 34] ; [1 2],[25.71428571 34.28571429] ; [1.28571429 1.71428571],0
a7,1,0.774791,0.081861,[35 25] ; [2 1],[35.23809524 24.76190476] ; [1.76190476 1.23809524],0
p11,1,0.785639,0.073972,[45 16] ; [2 1],[44.796875 16.203125] ; [2.203125 0.796875],0
d3,1,0.792243,0.069379,[36 25] ; [2 1],[36.21875 24.78125] ; [1.78125 1.21875],0
b1,1,0.83497,0.043402,[24 37] ; [1 2],[23.828125 37.171875] ; [1.171875 1.828125],0
d5,1,0.837168,0.042238,[44 17] ; [2 1],[43.84375 17.15625] ; [2.15625 0.84375],0
d1,1,0.887418,0.020043,[18 43] ; [1 2],[18.109375 42.890625] ; [0.890625 2.109375],0
s4,1,0.902291,0.015072,[18 42] ; [1 2],[18.0952381 41.9047619] ; [0.9047619 2.0952381],0
n5,1,1.0,0.0,[40 20] ; [2 1],[40. 20.] ; [2. 1.],0
