Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.200751,1.636905,[1 6] ; [2 2],[1.90909091 5.09090909] ; [1.09090909 2.90909091],0
p12,1,0.236724,1.4,[3 4] ; [1 6],[2. 5.] ; [2. 5.],0
p3,1,0.236724,1.4,[6 1] ; [4 3],[5. 2.] ; [5. 2.],0
b4,1,0.280087,1.166667,[3 4] ; [5 2],[4. 3.] ; [4. 3.],0
v2,1,0.386916,0.748611,[3 2] ; [5 1],[3.63636364 1.36363636] ; [4.36363636 1.63636364],0
a4,1,0.514828,0.424242,[6 1] ; [5 2],[5.5 1.5] ; [5.5 1.5],0
a1,1,0.514828,0.424242,[1 6] ; [2 5],[1.5 5.5] ; [1.5 5.5],0
p4,1,0.514828,0.424242,[6 1] ; [5 2],[5.5 1.5] ; [5.5 1.5],0
a6,1,0.514828,0.424242,[6 1] ; [5 2],[5.5 1.5] ; [5.5 1.5],0
s7,1,0.514828,0.424242,[6 1] ; [5 2],[5.5 1.5] ; [5.5 1.5],0
p2,1,0.514828,0.424242,[5 2] ; [6 1],[5.5 1.5] ; [5.5 1.5],0
p8,1,0.576999,0.311111,[5 2] ; [4 3],[4.5 2.5] ; [4.5 2.5],0
a2,1,0.576999,0.311111,[5 2] ; [4 3],[4.5 2.5] ; [4.5 2.5],0
p7,1,0.576999,0.311111,[4 3] ; [5 2],[4.5 2.5] ; [4.5 2.5],0
b5,1,0.576999,0.311111,[4 3] ; [5 2],[4.5 2.5] ; [4.5 2.5],0
p6,1,0.59298,0.285714,[4 3] ; [3 4],[3.5 3.5] ; [3.5 3.5],0
s5,1,0.678845,0.171429,[2 3] ; [2 5],[1.66666667 3.33333333] ; [2.33333333 4.66666667],0
p5,1,0.724939,0.12381,[3 4] ; [2 4],[2.69230769 4.30769231] ; [2.30769231 3.69230769],0
v3,1,0.746886,0.104167,[3 1] ; [5 1],[3.2 0.8] ; [4.8 1.2],0
r1,1,1.0,0.0,[6 1] ; [6 1],[6. 1.] ; [6. 1.],0
u1,1,1.0,0.0,[3 4] ; [3 4],[3. 4.] ; [3. 4.],0
d5,1,1.0,0.0,[6 1] ; [6 1],[6. 1.] ; [6. 1.],0
d2,1,1.0,0.0,[6 1] ; [6 1],[6. 1.] ; [6. 1.],0
a7,1,1.0,0.0,[5 2] ; [5 2],[5. 2.] ; [5. 2.],0
n4,1,1.0,0.0,[6 1] ; [6 1],[6. 1.] ; [6. 1.],0
