Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,57.757415,[80 15] ; [ 3 28],[62.57936508 32.42063492] ; [20.42063492 10.57936508],1
p11,1,1e-06,24.968162,[55 40] ; [ 2 29],[42.97619048 52.02380952] ; [14.02380952 16.97619048],1
v4,1,2.9e-05,17.456153,[79 16] ; [14 17],[70.11904762 24.88095238] ; [22.88095238  8.11904762],1
p9,1,4.8e-05,16.526677,[54 39] ; [ 4 24],[44.5785124 48.4214876] ; [13.4214876 14.5785124],1
s6,1,8.4e-05,15.465247,[47 48] ; [ 3 28],[37.6984127 57.3015873] ; [12.3015873 18.6984127],1
p10,1,0.000287,13.154009,[54 39] ; [ 6 24],[45.36585366 47.63414634] ; [14.63414634 15.36585366],1
v2,1,0.000597,11.784945,[43 45] ; [ 4 26],[35.05084746 52.94915254] ; [11.94915254 18.05084746],1
r2,1,0.000639,11.660191,[84 10] ; [18 11],[77.95121951 16.04878049] ; [24.04878049  4.95121951],1
s2,1,0.000996,10.834921,[31 63] ; [ 1 30],[24.064 69.936] ; [ 7.936 23.064],1
n3,1,0.001546,10.022727,[24  9] ; [ 4 12],[18.85714286 14.14285714] ; [9.14285714 6.85714286],0
r1,1,0.003214,8.681895,[65 30] ; [12 19],[58.05555556 36.94444444] ; [18.94444444 12.05555556],0
a1,1,0.004343,8.134662,[ 5 90] ; [ 7 24],[ 9.04761905 85.95238095] ; [ 2.95238095 28.04761905],0
s7,1,0.006339,7.451438,[29 60] ; [ 2 27],[23.38135593 65.61864407] ; [ 7.61864407 21.38135593],0
n6,1,0.006828,7.317556,[67 28] ; [13 17],[60.8 34.2] ; [19.2 10.8],0
s8,1,0.015,5.916469,[26 69] ; [ 2 29],[21.11111111 73.88888889] ; [ 6.88888889 24.11111111],0
n5,1,0.015588,5.848801,[53 41] ; [25  6],[58.656 35.344] ; [19.344 11.656],0
b5,1,0.030053,4.706282,[55 40] ; [11 20],[49.76190476 45.23809524] ; [16.23809524 14.76190476],0
p4,1,0.034791,4.45539,[27 66] ; [ 3 27],[22.68292683 70.31707317] ; [ 7.31707317 22.68292683],0
u2,1,0.035774,4.407836,[20 15] ; [ 3 10],[16.77083333 18.22916667] ; [6.22916667 6.77083333],0
s5,1,0.038827,4.268439,[21 69] ; [ 2 29],[17.10743802 72.89256198] ; [ 5.89256198 25.10743802],0
p7,1,0.046994,3.945606,[30 64] ; [ 4 26],[25.77419355 68.22580645] ; [ 8.22580645 21.77419355],0
n2,1,0.049539,3.85698,[25 11] ; [ 7 10],[21.73584906 14.26415094] ; [10.26415094  6.73584906],0
p3,1,0.065703,3.387248,[28 67] ; [ 4 27],[24.12698413 70.87301587] ; [ 7.87301587 23.12698413],0
d4,1,0.072975,3.214811,[73 21] ; [19 12],[69.184 24.816] ; [22.816  8.184],0
a7,1,0.077184,3.123215,[60 35] ; [14 17],[55.79365079 39.20634921] ; [18.20634921 12.79365079],0
v3,1,0.093349,2.815644,[28 60] ; [ 5 26],[24.40336134 63.59663866] ; [ 8.59663866 22.40336134],0
p8,1,0.094565,2.794902,[23 72] ; [ 3 27],[19.76 75.24] ; [ 6.24 23.76],0
