Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,76.123626,[ 2 42] ; [121  36],[26.92537313 17.07462687] ; [96.07462687 60.92537313],1
d3,1,0.0,54.583877,[12 32] ; [132  25],[31.52238806 12.47761194] ; [112.47761194  44.52238806],1
d5,1,2.7e-05,17.640726,[29 15] ; [143  14],[37.65174129  6.34825871] ; [134.34825871  22.65174129],1
u1,1,5.2e-05,16.356825,[ 1 43] ; [ 51 106],[11.38308458 32.61691542] ; [ 40.61691542 116.38308458],1
a4,1,0.000966,10.891471,[13 30] ; [92 65],[22.575 20.425] ; [82.425 74.575],1
a2,1,0.001227,10.44954,[ 5 39] ; [58 99],[13.79104478 30.20895522] ; [ 49.20895522 107.79104478],0
a7,1,0.001647,9.906865,[24 20] ; [123  34],[32.17910448 11.82089552] ; [114.82089552  42.17910448],0
a5,1,0.003008,8.802469,[25 19] ; [124  33],[32.61691542 11.38308458] ; [116.38308458  40.61691542],0
d2,1,0.003827,8.36419,[16 28] ; [95 61],[24.42 19.58] ; [86.58 69.42],0
b5,1,0.013239,6.136873,[22 22] ; [110  47],[28.89552239 15.10447761] ; [103.10447761  53.89552239],0
u2,1,0.013373,6.119025,[ 3 10] ; [25 15],[6.86792453 6.13207547] ; [21.13207547 18.86792453],0
p9,1,0.018245,5.572501,[31 13] ; [133  22],[36.26130653  7.73869347] ; [127.73869347  27.26130653],0
a6,1,0.045866,3.986521,[26 18] ; [117  40],[31.30348259 12.69651741] ; [111.69651741  45.30348259],0
p11,1,0.056833,3.627481,[26 18] ; [116  41],[31.08457711 12.91542289] ; [110.91542289  46.08457711],0
b4,1,0.062583,3.467571,[20 24] ; [96 61],[25.39303483 18.60696517] ; [90.60696517 66.39303483],0
s2,1,0.064583,3.41559,[20 23] ; [97 59],[25.28140704 17.71859296] ; [91.71859296 64.28140704],0
v2,1,0.070945,3.261014,[18 26] ; [84 65],[23.25388601 20.74611399] ; [78.74611399 70.25388601],0
a8,1,0.083115,3.002919,[ 8 31] ; [ 14 124],[ 4.84745763 34.15254237] ; [ 17.15254237 120.84745763],0
s5,1,0.126015,2.340926,[10 32] ; [55 96],[14.14507772 27.85492228] ; [ 50.85492228 100.14507772],0
u3,1,0.149775,2.074539,[6 7] ; [28 13],[8.18518519 4.81481481] ; [25.81481481 15.18518519],0
b2,1,0.166609,1.913189,[ 9 23] ; [43 60],[12.32592593 19.67407407] ; [39.67407407 63.32592593],0
b3,1,0.166609,1.913189,[ 9 23] ; [43 60],[12.32592593 19.67407407] ; [39.67407407 63.32592593],0
n4,1,0.170529,1.878283,[30 13] ; [125  32],[33.325  9.675] ; [121.675  35.325],0
r1,1,0.172526,1.860854,[29 14] ; [121  35],[32.4120603 10.5879397] ; [117.5879397  38.4120603],0
n2,1,0.193537,1.690486,[10  2] ; [26 15],[8.1509434 3.8490566] ; [27.8490566 13.1509434],0
p1,1,0.26522,1.241303,[ 5 39] ; [ 10 147],[ 3.28358209 40.71641791] ; [ 11.71641791 145.28358209],0
p10,1,0.308586,1.036716,[30 12] ; [123  33],[32.45454545  9.54545455] ; [120.54545455  35.45454545],0
s8,1,0.430426,0.621673,[22 22] ; [68 89],[19.70149254 24.29850746] ; [70.29850746 86.70149254],0
n5,1,0.434205,0.61155,[33 10] ; [111  46],[30.96 12.04] ; [113.04  43.96],0
s7,1,0.451367,0.567217,[20 21] ; [82 66],[22.12698413 18.87301587] ; [79.87301587 68.12698413],0
s6,1,0.452443,0.564525,[29 14] ; [115  42],[30.96 12.04] ; [113.04  43.96],0
v3,1,0.489674,0.477244,[13 31] ; [51 94],[14.8994709 29.1005291] ; [49.1005291 95.8994709],0
n6,1,0.511515,0.430967,[38  6] ; [129  28],[36.55721393  7.44278607] ; [130.44278607  26.55721393],0
p7,1,0.518595,0.416686,[24 20] ; [76 79],[22.11055276 21.88944724] ; [77.88944724 77.11055276],0
v4,1,0.530823,0.392817,[40  4] ; [147  10],[40.93532338  3.06467662] ; [146.06467662  10.93532338],0
n1,1,0.552996,0.351978,[5 6] ; [15 27],[4.1509434 6.8490566] ; [15.8490566 26.1509434],0
p2,1,0.55921,0.341073,[35  9] ; [130  26],[36.3  7.7] ; [128.7  27.3],0
n3,1,0.599659,0.27551,[10  2] ; [32 10],[9.33333333 2.66666667] ; [32.66666667  9.33333333],0
s4,1,0.617039,0.250052,[ 6 38] ; [ 26 129],[ 7.07537688 36.92462312] ; [ 24.92462312 130.07537688],0
s1,1,0.626812,0.236408,[ 3 39] ; [  8 146],[ 2.35714286 39.64285714] ; [  8.64285714 145.35714286],0
