Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.009295,6.765253,[23 46] ; [21 14],[29.19230769 39.80769231] ; [14.80769231 20.19230769],0
b5,1,0.022816,5.182424,[42 27] ; [29  6],[47.10576923 21.89423077] ; [23.89423077 11.10576923],0
v4,1,0.02852,4.79636,[67  2] ; [30  5],[64.35576923  4.64423077] ; [32.64423077  2.35576923],0
s4,1,0.044135,4.051398,[ 7 60] ; [ 9 26],[10.50980392 56.49019608] ; [ 5.49019608 29.50980392],0
a2,1,0.063767,3.436593,[19 50] ; [16 19],[23.22115385 45.77884615] ; [11.77884615 23.22115385],0
p2,1,0.065762,3.385765,[61  8] ; [26  9],[57.72115385 11.27884615] ; [29.27884615  5.72115385],0
p4,1,0.069529,3.294101,[48 21] ; [18 17],[43.78846154 25.21153846] ; [22.21153846 12.78846154],0
r3,1,0.074316,3.185027,[68  1] ; [32  3],[66.34615385  2.65384615] ; [33.65384615  1.34615385],0
s1,1,0.080358,3.057648,[ 1 66] ; [ 3 32],[ 2.62745098 64.37254902] ; [ 1.37254902 33.62745098],0
a6,1,0.10927,2.564747,[47 22] ; [29  6],[50.42307692 18.57692308] ; [25.57692308  9.42307692],0
d2,1,0.111451,2.533521,[34 35] ; [23 12],[37.81730769 31.18269231] ; [19.18269231 15.81730769],0
s5,1,0.125668,2.345219,[21 45] ; [14 15],[24.31578947 41.68421053] ; [10.68421053 18.31578947],0
a7,1,0.126715,2.332292,[47 22] ; [28  6],[50.24271845 18.75728155] ; [24.75728155  9.24271845],0
n6,1,0.132512,2.262827,[61  8] ; [27  8],[58.38461538 10.61538462] ; [29.61538462  5.38461538],0
n3,1,0.169879,1.884007,[16  7] ; [10  1],[17.58823529  5.41176471] ; [8.41176471 2.58823529],0
v2,1,0.254666,1.297526,[37 28] ; [24 11],[39.65 25.35] ; [21.35 13.65],0
s2,1,0.268522,1.224284,[39 29] ; [24 11],[41.59223301 26.40776699] ; [21.40776699 13.59223301],0
p10,1,0.275186,1.190714,[55 13] ; [25 10],[52.81553398 15.18446602] ; [27.18446602  7.81553398],0
s7,1,0.305898,1.048302,[41 27] ; [22  9],[43.27272727 24.72727273] ; [19.72727273 11.27272727],0
r4,1,0.307893,1.039692,[62  7] ; [29  6],[60.375  8.625] ; [30.625  4.375],0
u1,1,0.383175,0.76049,[18 51] ; [12 23],[19.90384615 49.09615385] ; [10.09615385 24.90384615],0
n4,1,0.38849,0.743664,[58 11] ; [27  8],[56.39423077 12.60576923] ; [28.60576923  6.39423077],0
n5,1,0.419554,0.651565,[50 19] ; [22 12],[48.23300971 20.76699029] ; [23.76699029 10.23300971],0
p3,1,0.442189,0.590594,[30 39] ; [18 17],[31.84615385 37.15384615] ; [16.15384615 18.84615385],0
a1,1,0.507819,0.438559,[ 4 65] ; [ 1 34],[ 3.31730769 65.68269231] ; [ 1.68269231 33.31730769],0
v1,1,0.52279,0.408387,[37 30] ; [17 18],[35.47058824 31.52941176] ; [18.52941176 16.47058824],0
b3,1,0.531845,0.390865,[29 23] ; [8 9],[27.88405797 24.11594203] ; [9.11594203 7.88405797],0
b2,1,0.531845,0.390865,[29 23] ; [8 9],[27.88405797 24.11594203] ; [9.11594203 7.88405797],0
p7,1,0.552453,0.352941,[44 24] ; [24 10],[45.33333333 22.66666667] ; [22.66666667 11.33333333],0
p9,1,0.573925,0.316159,[60  9] ; [29  6],[59.04807692  9.95192308] ; [29.95192308  5.04807692],0
s6,1,0.635718,0.224386,[47 22] ; [24  9],[48.02941176 20.97058824] ; [22.97058824 10.02941176],0
s3,1,0.65924,0.194448,[40 28] ; [19 16],[38.95145631 29.04854369] ; [20.04854369 14.95145631],0
a4,1,0.689059,0.160106,[38 30] ; [21 14],[38.95145631 29.04854369] ; [20.04854369 14.95145631],0
p5,1,0.708751,0.139528,[ 3 66] ; [ 1 34],[ 2.65384615 66.34615385] ; [ 1.34615385 33.65384615],0
b4,1,0.720014,0.128479,[40 29] ; [19 16],[39.14423077 29.85576923] ; [19.85576923 15.14423077],0
a5,1,0.725195,0.123569,[49 20] ; [26  9],[49.75961538 19.24038462] ; [25.24038462  9.75961538],0
r2,1,0.728236,0.120737,[66  3] ; [33  1],[66.32038835  2.67961165] ; [32.67961165  1.32038835],0
d5,1,0.729914,0.119191,[57 12] ; [29  5],[57.61165049 11.38834951] ; [28.38834951  5.61165049],0
d1,1,0.734412,0.115099,[39 30] ; [21 14],[39.80769231 29.19230769] ; [20.19230769 14.80769231],0
d3,1,0.75957,0.093664,[46 23] ; [23 10],[46.67647059 22.32352941] ; [22.32352941 10.67647059],0
d4,1,0.761949,0.091762,[55 14] ; [27  8],[54.40384615 14.59615385] ; [27.59615385  7.40384615],0
p1,1,0.797021,0.066154,[ 7 62] ; [ 3 32],[ 6.63461538 62.36538462] ; [ 3.36538462 31.63461538],0
n1,1,0.801106,0.063462,[ 9 13] ; [4 7],[ 8.66666667 13.33333333] ; [4.33333333 6.66666667],0
v3,1,0.805313,0.060751,[21 45] ; [10 24],[20.46 45.54] ; [10.54 23.46],0
u2,1,0.815276,0.054581,[14  5] ; [7 2],[14.25  4.75] ; [6.75 2.25],0
r1,1,0.843095,0.039179,[50 19] ; [26  9],[50.42307692 18.57692308] ; [25.57692308  9.42307692],0
a3,1,0.843095,0.039179,[50 19] ; [26  9],[50.42307692 18.57692308] ; [25.57692308  9.42307692],0
n2,1,0.876578,0.024121,[14  9] ; [7 4],[14.20588235  8.79411765] ; [6.79411765 4.20588235],0
u3,1,0.926036,0.008618,[13  6] ; [6 3],[12.89285714  6.10714286] ; [6.10714286 2.89285714],0
s8,1,0.944854,0.004784,[35 34] ; [17 17],[34.83495146 34.16504854] ; [17.16504854 16.83495146],0
a8,1,1.0,0.0,[ 6 56] ; [ 3 28],[ 6. 56.] ; [ 3. 28.],0
