Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.032089,4.59375,[ 3 13] ; [5 3],[ 5.33333333 10.66666667] ; [2.66666667 5.33333333],0
r4,1,0.0455,4.0,[ 2 14] ; [4 4],[ 4. 12.] ; [2. 6.],0
b1,1,0.073638,3.2,[12  4] ; [3 5],[10.  6.] ; [5. 3.],0
v4,1,0.125786,2.34375,[9 7] ; [7 1],[10.66666667  5.33333333] ; [5.33333333 2.66666667],0
b5,1,0.143235,2.142857,[11  5] ; [3 5],[9.33333333 6.66666667] ; [4.66666667 3.33333333],0
n4,1,0.147501,2.097902,[7 9] ; [6 2],[8.66666667 7.33333333] ; [4.33333333 3.66666667],0
v3,1,0.155132,2.021053,[ 2 14] ; [3 5],[ 3.33333333 12.66666667] ; [1.66666667 6.33333333],0
s8,1,0.19043,1.714286,[ 1 15] ; [2 6],[ 2. 14.] ; [1. 7.],0
a3,1,0.204008,1.613445,[10  6] ; [7 1],[11.33333333  4.66666667] ; [5.66666667 2.33333333],0
d2,1,0.220671,1.5,[ 4 12] ; [4 4],[ 5.33333333 10.66666667] ; [2.66666667 5.33333333],0
d4,1,0.241567,1.371429,[8 8] ; [6 2],[9.33333333 6.66666667] ; [4.66666667 3.33333333],0
p9,1,0.241567,1.371429,[8 8] ; [6 2],[9.33333333 6.66666667] ; [4.66666667 3.33333333],0
r2,1,0.241567,1.371429,[8 8] ; [6 2],[9.33333333 6.66666667] ; [4.66666667 3.33333333],0
n6,1,0.310557,1.028307,[8 7] ; [6 2],[9.13043478 5.86956522] ; [4.86956522 3.13043478],0
a5,1,0.371093,0.8,[9 7] ; [6 2],[10.  6.] ; [5. 3.],0
d1,1,0.525358,0.403361,[ 4 12] ; [3 5],[ 4.66666667 11.33333333] ; [2.33333333 5.66666667],0
n5,1,0.540291,0.375,[10  6] ; [6 2],[10.66666667  5.33333333] ; [5.33333333 2.66666667],0
r1,1,0.540291,0.375,[ 6 10] ; [2 6],[ 5.33333333 10.66666667] ; [2.66666667 5.33333333],0
b4,1,0.558185,0.342857,[10  6] ; [4 4],[9.33333333 6.66666667] ; [4.66666667 3.33333333],0
v1,1,0.558185,0.342857,[ 6 10] ; [4 4],[6.66666667 9.33333333] ; [3.33333333 4.66666667],0
a7,1,0.562343,0.335664,[8 8] ; [3 5],[7.33333333 8.66666667] ; [3.66666667 4.33333333],0
a6,1,0.562343,0.335664,[8 8] ; [3 5],[7.33333333 8.66666667] ; [3.66666667 4.33333333],0
b3,1,0.709815,0.138462,[3 9] ; [2 4],[3.33333333 8.66666667] ; [1.66666667 4.33333333],0
b2,1,0.709815,0.138462,[3 9] ; [2 4],[3.33333333 8.66666667] ; [1.66666667 4.33333333],0
s4,1,0.722283,0.126316,[ 3 13] ; [2 6],[ 3.33333333 12.66666667] ; [1.66666667 6.33333333],0
p4,1,0.750824,0.10084,[11  5] ; [6 2],[11.33333333  4.66666667] ; [5.66666667 2.33333333],0
v2,1,0.759463,0.09375,[ 5 11] ; [3 5],[ 5.33333333 10.66666667] ; [2.66666667 5.33333333],0
a4,1,0.759463,0.09375,[ 5 11] ; [3 5],[ 5.33333333 10.66666667] ; [2.66666667 5.33333333],0
p10,1,0.769698,0.085714,[9 7] ; [5 3],[9.33333333 6.66666667] ; [4.66666667 3.33333333],0
p11,1,0.769698,0.085714,[9 7] ; [5 3],[9.33333333 6.66666667] ; [4.66666667 3.33333333],0
p3,1,0.772059,0.083916,[9 7] ; [4 4],[8.66666667 7.33333333] ; [4.33333333 3.66666667],0
d3,1,0.772059,0.083916,[9 7] ; [4 4],[8.66666667 7.33333333] ; [4.33333333 3.66666667],0
d5,1,0.772059,0.083916,[9 7] ; [4 4],[8.66666667 7.33333333] ; [4.33333333 3.66666667],0
s7,1,0.776258,0.080769,[4 9] ; [2 6],[3.71428571 9.28571429] ; [2.28571429 5.71428571],0
s3,1,0.841616,0.039931,[ 5 10] ; [3 5],[5.2173913 9.7826087] ; [2.7826087 5.2173913],0
p8,1,0.906855,0.01369,[9 6] ; [5 3],[9.13043478 5.86956522] ; [4.86956522 3.13043478],0
p2,1,1.0,0.0,[12  4] ; [6 2],[12.  4.] ; [6. 2.],0
p6,1,1.0,0.0,[ 6 10] ; [3 5],[ 6. 10.] ; [3. 5.],0
