Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,52.271382,[15 44] ; [53  5],[34.29059829 24.70940171] ; [33.70940171 24.29059829],1
p11,1,0.000143,14.462304,[21 38] ; [41 17],[31.26495726 27.73504274] ; [30.73504274 27.26495726],1
v4,1,0.001192,10.503331,[38 21] ; [52  6],[45.38461538 13.61538462] ; [44.61538462 13.38461538],0
n2,1,0.006597,7.379565,[14 15] ; [12  1],[17.95238095 11.04761905] ; [8.04761905 4.95238095],0
s2,1,0.007941,7.046682,[ 9 50] ; [21 36],[15.25862069 43.74137931] ; [14.74137931 42.25862069],0
p2,1,0.011272,6.421972,[30 29] ; [42 15],[36.62068966 22.37931034] ; [35.37931034 21.62068966],0
r3,1,0.01498,5.918842,[41 18] ; [51  7],[46.39316239 12.60683761] ; [45.60683761 12.39316239],0
r4,1,0.02307,5.163259,[33 26] ; [44 14],[38.82905983 20.17094017] ; [38.17094017 19.82905983],0
s6,1,0.030504,4.680684,[17 42] ; [28 30],[22.69230769 36.30769231] ; [22.30769231 35.69230769],0
d3,1,0.039335,4.246349,[26 33] ; [36 21],[31.53448276 27.46551724] ; [30.46551724 26.53448276],0
s8,1,0.044783,4.026799,[ 6 53] ; [14 44],[10.08547009 48.91452991] ; [ 9.91452991 48.08547009],0
b5,1,0.045641,3.994784,[30 29] ; [40 18],[35.2991453 23.7008547] ; [34.7008547 23.2991453],0
p8,1,0.050772,3.815789,[15 43] ; [25 33],[20. 38.] ; [20. 38.],0
d2,1,0.07147,3.248937,[29 30] ; [19 39],[24.20512821 34.79487179] ; [23.79487179 34.20512821],0
s3,1,0.074293,3.185538,[19 39] ; [28 29],[23.70434783 34.29565217] ; [23.29565217 33.70434783],0
p7,1,0.081501,3.034703,[21 38] ; [28 26],[25.5840708 33.4159292] ; [23.4159292 30.5840708],0
v1,1,0.099369,2.715649,[17 42] ; [24 31],[21.21929825 37.78070175] ; [19.78070175 35.21929825],0
u2,1,0.099979,2.705874,[11 13] ; [16  7],[13.78723404 10.21276596] ; [13.21276596  9.78723404],0
d4,1,0.116456,2.464347,[38 21] ; [45 13],[41.85470085 17.14529915] ; [41.14529915 16.85470085],0
a1,1,0.120155,2.4153,[ 8 51] ; [ 3 55],[ 5.54700855 53.45299145] ; [ 5.45299145 52.54700855],0
u3,1,0.136209,2.220271,[10 14] ; [14  8],[12.52173913 11.47826087] ; [11.47826087 10.52173913],0
n5,1,0.140443,2.173101,[22 37] ; [29 28],[25.93965517 33.06034483] ; [25.06034483 31.93965517],0
p4,1,0.195846,1.673085,[19 40] ; [25 32],[22.37931034 36.62068966] ; [21.62068966 35.37931034],0
n3,1,0.221101,1.49721,[16 12] ; [10  3],[17.75609756 10.24390244] ; [8.24390244 4.75609756],0
s5,1,0.238973,1.386641,[ 5 52] ; [ 9 47],[ 7.0619469 49.9380531] ; [ 6.9380531 49.0619469],0
p3,1,0.311826,1.022928,[15 43] ; [20 38],[17.5 40.5] ; [17.5 40.5],0
a7,1,0.36759,0.811795,[36 23] ; [40 18],[38.32478632 20.67521368] ; [37.67521368 20.32478632],0
v2,1,0.377882,0.777582,[20 38] ; [23 31],[22.26785714 35.73214286] ; [20.73214286 33.26785714],0
r1,1,0.394952,0.723641,[37 22] ; [40 17],[39.1637931 19.8362069] ; [37.8362069 19.1637931],0
d1,1,0.407134,0.687155,[22 37] ; [26 32],[24.20512821 34.79487179] ; [23.79487179 34.20512821],0
v3,1,0.409132,0.681321,[12 45] ; [15 39],[13.86486486 43.13513514] ; [13.13513514 40.86486486],0
p6,1,0.413821,0.667795,[ 9 48] ; [12 43],[10.6875 46.3125] ; [10.3125 44.6875],0
u1,1,0.448649,0.574064,[ 3 56] ; [ 5 53],[ 4.03418803 54.96581197] ; [ 3.96581197 54.03418803],0
r2,1,0.451666,0.566468,[47 11] ; [50  8],[48.5  9.5] ; [48.5  9.5],0
a8,1,0.488359,0.480139,[ 4 52] ; [ 6 49],[ 5.04504505 50.95495495] ; [ 4.95495495 50.04504505],0
s1,1,0.495271,0.465055,[ 5 53] ; [ 3 53],[ 4.07017544 53.92982456] ; [ 3.92982456 52.07017544],0
b1,1,0.518917,0.416045,[32 27] ; [28 30],[30.25641026 28.74358974] ; [29.74358974 28.25641026],0
p12,1,0.548562,0.3599,[ 1 58] ; [ 2 56],[ 1.51282051 57.48717949] ; [ 1.48717949 56.51282051],0
b2,1,0.550763,0.355952,[13 26] ; [ 8 22],[11.86956522 27.13043478] ; [ 9.13043478 20.86956522],0
b3,1,0.550763,0.355952,[13 26] ; [ 8 22],[11.86956522 27.13043478] ; [ 9.13043478 20.86956522],0
