Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,39.077408,[87  1] ; [1 2],[85.0989011  2.9010989] ; [2.9010989 0.0989011],1
s1,1,8.8e-05,15.386322,[ 5 84] ; [2 1],[ 6.77173913 82.22826087] ; [0.22826087 2.77173913],1
p2,1,0.003189,8.696156,[79  9] ; [1 2],[77.36263736 10.63736264] ; [2.63736264 0.36263736],0
v4,1,0.032653,4.563895,[83  4] ; [2 1],[82.16666667  4.83333333] ; [2.83333333 0.16666667],0
r3,1,0.05966,3.546798,[82  5] ; [2 1],[81.2  5.8] ; [2.8 0.2],0
p7,1,0.178192,1.812638,[74 13] ; [1 1],[73.31460674 13.68539326] ; [1.68539326 0.31460674],0
v2,1,0.288348,1.12732,[54 31] ; [1 2],[53.125 31.875] ; [1.875 1.125],0
r4,1,0.288717,1.125593,[78 11] ; [2 1],[77.39130435 11.60869565] ; [2.60869565 0.39130435],0
p4,1,0.294287,1.099903,[77 11] ; [2 1],[76.3956044 11.6043956] ; [2.6043956 0.3956044],0
d4,1,0.380919,0.767734,[75 13] ; [2 1],[74.46153846 13.53846154] ; [2.53846154 0.46153846],0
b1,1,0.410091,0.678536,[38 51] ; [2 1],[38.69565217 50.30434783] ; [1.30434783 1.69565217],0
a4,1,0.433596,0.613172,[39 50] ; [2 1],[39.66304348 49.33695652] ; [1.33695652 1.66304348],0
b5,1,0.457515,0.551967,[40 49] ; [2 1],[40.63043478 48.36956522] ; [1.36956522 1.63043478],0
p8,1,0.500304,0.454291,[73 16] ; [2 1],[72.55434783 16.44565217] ; [2.44565217 0.55434783],0
a5,1,0.54108,0.373542,[72 17] ; [2 1],[71.58695652 17.41304348] ; [2.41304348 0.58695652],0
s6,1,0.548122,0.360693,[67 16] ; [2 1],[66.59302326 16.40697674] ; [2.40697674 0.59302326],0
r1,1,0.548993,0.359125,[71 17] ; [2 1],[70.59340659 17.40659341] ; [2.40659341 0.59340659],0
d2,1,0.623374,0.241154,[46 42] ; [2 1],[46.41758242 41.58241758] ; [1.58241758 1.41758242],0
s2,1,0.693641,0.155172,[48 39] ; [2 1],[48.33333333 38.66666667] ; [1.66666667 1.33333333],0
s8,1,0.751211,0.100517,[50 37] ; [2 1],[50.26666667 36.73333333] ; [1.73333333 1.26666667],0
s3,1,0.768314,0.086778,[50 36] ; [2 1],[50.24719101 35.75280899] ; [1.75280899 1.24719101],0
v3,1,0.785969,0.073739,[50 35] ; [2 1],[50.22727273 34.77272727] ; [1.77272727 1.22727273],0
a7,1,0.877506,0.023757,[63 26] ; [2 1],[62.88043478 26.11956522] ; [2.11956522 0.88043478],0
s7,1,0.905247,0.014169,[58 25] ; [2 1],[57.90697674 25.09302326] ; [2.09302326 0.90697674],0
d1,1,0.925806,0.008672,[57 32] ; [2 1],[57.07608696 31.92391304] ; [1.92391304 1.07608696],0
v1,1,0.954283,0.003287,[58 27] ; [2 1],[57.95454545 27.04545455] ; [2.04545455 0.95454545],0
s5,1,0.964138,0.002022,[55 26] ; [2 1],[54.96428571 26.03571429] ; [2.03571429 0.96428571],0
d3,1,0.98905,0.000188,[59 29] ; [2 1],[58.98901099 29.01098901] ; [2.01098901 0.98901099],0
