Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,45.929603,[103  67] ; [21 88],[75.55555556 94.44444444] ; [48.44444444 60.55555556],1
v1,1,0.000501,12.112562,[118  51] ; [54 56],[104.18637993  64.81362007] ; [67.81362007 42.18637993],1
a5,1,0.002484,9.151989,[146  25] ; [79 33],[135.9540636  35.0459364] ; [89.0459364 22.9540636],0
u1,1,0.065923,3.381734,[ 45 126] ; [19 93],[ 38.67137809 132.32862191] ; [25.32862191 86.67137809],0
p3,1,0.066154,3.37596,[107  61] ; [59 53],[99.6 68.4] ; [66.4 45.6],0
a3,1,0.067237,3.349208,[137  33] ; [79 32],[130.67615658  39.32384342] ; [85.32384342 25.67615658],0
s7,1,0.067859,3.334061,[115  48] ; [64 43],[108.06296296  54.93703704] ; [70.93703704 36.06296296],0
s4,1,0.070462,3.272227,[ 36 133] ; [34 76],[ 42.40143369 126.59856631] ; [27.59856631 82.40143369],0
s1,1,0.086301,2.942052,[  3 166] ; [  6 103],[  5.47122302 163.52877698] ; [  3.52877698 105.47122302],0
a7,1,0.095768,2.774649,[123  48] ; [70 42],[116.61837456  54.38162544] ; [76.38162544 35.61837456],0
p7,1,0.104304,2.638475,[129  36] ; [75 33],[123.2967033  41.7032967] ; [80.7032967 27.2967033],0
s8,1,0.105243,2.624237,[104  65] ; [58 54],[97.43060498 71.56939502] ; [64.56939502 47.43060498],0
d5,1,0.131276,2.27735,[149  21] ; [90 21],[144.59074733  25.40925267] ; [94.40925267 16.59074733],0
n5,1,0.13707,2.210544,[133  35] ; [80 32],[127.8  40.2] ; [85.2 26.8],0
a6,1,0.148269,2.089972,[111  58] ; [64 48],[105.24911032  63.75088968] ; [69.75088968 42.24911032],0
n4,1,0.155953,2.013036,[135  35] ; [80 31],[130.07117438  39.92882562] ; [84.92882562 26.07117438],0
p8,1,0.185855,1.750173,[103  62] ; [61 51],[97.68953069 67.31046931] ; [66.31046931 45.68953069],0
d1,1,0.240848,1.375621,[114  57] ; [67 45],[109.36749117  61.63250883] ; [71.63250883 40.36749117],0
p5,1,0.259667,1.270534,[ 40 129] ; [20 91],[ 36.21428571 132.78571429] ; [23.78571429 87.21428571],0
r1,1,0.272515,1.204044,[148  21] ; [92 19],[144.85714286  24.14285714] ; [95.14285714 15.85714286],0
s6,1,0.278379,1.174987,[142  26] ; [98 12],[145.03597122  22.96402878] ; [94.96402878 15.03597122],0
s3,1,0.280261,1.165826,[111  55] ; [81 30],[115.06137184  50.93862816] ; [76.93862816 34.06137184],0
b1,1,0.286662,1.135232,[ 61 110] ; [47 65],[ 65.25795053 105.74204947] ; [42.74204947 69.25795053],0
p12,1,0.288204,1.127992,[ 24 145] ; [ 11 100],[ 21.125 147.875] ; [13.875 97.125],0
d2,1,0.33029,0.947762,[93 76] ; [55 57],[89.01067616 79.98932384] ; [58.98932384 53.01067616],0
n1,1,0.374784,0.78774,[15 19] ; [15 12],[16.72131148 17.27868852] ; [13.27868852 13.72131148],0
n3,1,0.396286,0.719566,[26  8] ; [18  9],[24.52459016  9.47540984] ; [19.47540984  7.52459016],0
p11,1,0.398071,0.714145,[137  34] ; [85 27],[134.14134276  36.85865724] ; [87.85865724 24.14134276],0
p9,1,0.443555,0.587068,[152  15] ; [97 13],[150.11913357  16.88086643] ; [98.88086643 11.11913357],0
p6,1,0.475236,0.509776,[75 91] ; [55 56],[77.90613718 88.09386282] ; [52.09386282 58.90613718],0
p1,1,0.477512,0.50454,[ 17 153] ; [14 96],[ 18.82142857 151.17857143] ; [12.17857143 97.82142857],0
r4,1,0.483208,0.491613,[160  11] ; [107   5],[161.33215548   9.66784452] ; [105.66784452   6.33215548],0
p2,1,0.516727,0.42042,[143  26] ; [97 14],[144.85714286  24.14285714] ; [95.14285714 15.85714286],0
v4,1,0.525541,0.403007,[162   7] ; [108   3],[162.96428571   6.03571429] ; [107.03571429   3.96428571],0
u4,1,0.548242,0.360476,[  3 168] ; [  1 111],[  2.41696113 168.58303887] ; [  1.58303887 110.41696113],0
p4,1,0.550138,0.357071,[117  50] ; [74 37],[114.73741007  52.26258993] ; [76.26258993 34.73741007],0
n6,1,0.557257,0.344476,[149  17] ; [98 14],[147.48920863  18.51079137] ; [99.51079137 12.48920863],0
a2,1,0.56877,0.324745,[ 48 123] ; [28 84],[ 45.92226148 125.07773852] ; [30.07773852 81.92226148],0
a1,1,0.575685,0.313262,[ 12 159] ; [  6 106],[ 10.87632509 160.12367491] ; [  7.12367491 104.87632509],0
a4,1,0.628575,0.233998,[82 89] ; [57 55],[83.98939929 87.01060071] ; [55.01060071 56.98939929],0
d4,1,0.664296,0.188347,[150  20] ; [96 15],[148.82562278  21.17437722] ; [97.17437722 13.82562278],0
s2,1,0.705285,0.143032,[123  47] ; [78 33],[121.60142349  48.39857651] ; [79.39857651 31.60142349],0
u3,1,0.728667,0.12034,[22 12] ; [20 13],[21.31343284 12.68656716] ; [20.68656716 12.31343284],0
b5,1,0.774658,0.08196,[90 81] ; [57 55],[88.82332155 82.17667845] ; [58.17667845 53.82332155],0
r2,1,0.775137,0.081603,[164   5] ; [108   4],[163.58718861   5.41281139] ; [108.41281139   3.58718861],0
b3,1,0.780786,0.077448,[47 56] ; [30 39],[46.11046512 56.88953488] ; [30.88953488 38.11046512],0
b2,1,0.780786,0.077448,[47 56] ; [30 39],[46.11046512 56.88953488] ; [30.88953488 38.11046512],0
p10,1,0.801917,0.062934,[149  20] ; [95 14],[148.33093525  20.66906475] ; [95.66906475 13.33093525],0
u2,1,0.805541,0.060606,[16 17] ; [17 16],[16.5 16.5] ; [16.5 16.5],0
b4,1,0.829478,0.046385,[106  65] ; [68 44],[105.13780919  65.86219081] ; [68.86219081 43.13780919],0
a8,1,0.874336,0.025013,[ 21 132] ; [15 89],[ 21.43190661 131.56809339] ; [14.56809339 89.43190661],0
d3,1,0.879147,0.023119,[120  50] ; [80 32],[120.56737589  49.43262411] ; [79.43262411 32.56737589],0
n2,1,0.982808,0.000464,[28  6] ; [23  5],[27.96774194  6.03225806] ; [23.03225806  4.96774194],0
