Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000529,12.011029,[25  5] ; [ 9 15],[18.88888889 11.11111111] ; [15.11111111  8.88888889],1
p8,1,0.618333,0.248218,[ 8 22] ; [ 5 19],[ 7.22222222 22.77777778] ; [ 5.77777778 18.22222222],0
p10,1,0.625404,0.238345,[17 13] ; [12 12],[16.11111111 13.88888889] ; [12.88888889 11.11111111],0
s4,1,0.659243,0.194444,[ 4 28] ; [ 4 20],[ 4.57142857 27.42857143] ; [ 3.42857143 20.57142857],0
a2,1,0.714757,0.133572,[ 8 24] ; [ 5 19],[ 7.42857143 24.57142857] ; [ 5.57142857 18.42857143],0
d3,1,0.740857,0.109375,[27  5] ; [21  3],[27.42857143  4.57142857] ; [20.57142857  3.42857143],0
a5,1,0.793839,0.068293,[23  9] ; [18  6],[23.42857143  8.57142857] ; [17.57142857  6.42857143],0
a6,1,0.812688,0.05615,[19 13] ; [15  9],[19.42857143 12.57142857] ; [14.57142857  9.42857143],0
s3,1,0.817224,0.053415,[13 16] ; [10 14],[12.58490566 16.41509434] ; [10.41509434 13.58490566],0
p4,1,0.85146,0.035065,[12 18] ; [ 9 15],[11.66666667 18.33333333] ; [ 9.33333333 14.66666667],0
b2,1,0.970323,0.001384,[ 7 15] ; [ 5 11],[ 6.94736842 15.05263158] ; [ 5.05263158 10.94736842],0
b3,1,0.970323,0.001384,[ 7 15] ; [ 5 11],[ 6.94736842 15.05263158] ; [ 5.05263158 10.94736842],0
d2,1,0.981444,0.000541,[23  8] ; [17  6],[22.96296296  8.03703704] ; [17.03703704  5.96296296],0
p1,1,1.0,0.0,[ 4 28] ; [ 3 21],[ 4. 28.] ; [ 3. 21.],0
u1,1,1.0,0.0,[ 4 28] ; [ 3 21],[ 4. 28.] ; [ 3. 21.],0
u3,1,1.0,0.0,[3 4] ; [3 4],[3. 4.] ; [3. 4.],0
