Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,108.536898,[126 174] ; [271  59],[189.04761905 110.95238095] ; [207.95238095 122.04761905],1
p4,1,0.0,44.999943,[144 161] ; [245  90],[185.3828125 119.6171875] ; [203.6171875 131.3828125],1
p3,1,0.0,39.284068,[111 194] ; [205 130],[150.59375 154.40625] ; [165.40625 169.59375],1
p2,1,0.0,39.031611,[229  77] ; [311  24],[257.78471139  48.21528861] ; [282.21528861  52.78471139],1
p6,1,0.0,36.526704,[ 73 230] ; [157 176],[109.5754717 193.4245283] ; [120.4245283 212.5754717],1
p11,1,0.0,30.630138,[211  95] ; [293  44],[239.85069984  66.14930016] ; [264.14930016  72.85069984],1
p5,1,0.0,27.050416,[ 12 291] ; [ 56 280],[ 32.24413146 270.75586854] ; [ 35.75586854 300.24413146],1
p10,1,0.00017,14.138176,[229  73] ; [290  42],[247.22082019  54.77917981] ; [271.77917981  60.22082019],1
v1,1,0.000225,13.607375,[134 161] ; [198 131],[156.95512821 138.04487179] ; [175.04487179 153.95512821],1
p9,1,0.000456,12.286336,[238  63] ; [297  36],[253.99842271  47.00157729] ; [281.00157729  51.99842271],1
p12,1,0.001225,10.451758,[ 14 291] ; [ 39 296],[ 25.2578125 279.7421875] ; [ 27.7421875 307.2578125],0
n5,1,0.001321,10.312677,[200 104] ; [258  76],[218.23197492  85.76802508] ; [239.76802508  94.23197492],0
p1,1,0.002073,9.48349,[ 15 290] ; [ 39 294],[ 25.81504702 279.18495298] ; [ 28.18495298 304.81504702],0
n2,1,0.010347,6.57413,[57 31] ; [41  7],[63.41176471 24.58823529] ; [34.58823529 13.41176471],0
s5,1,0.010413,6.562785,[ 78 218] ; [116 207],[ 92.76898223 203.23101777] ; [101.23101777 221.76898223],0
a5,1,0.019,5.501539,[213  93] ; [262  75],[226.04976672  79.95023328] ; [248.95023328  88.04976672],0
n6,1,0.020449,5.373125,[248  58] ; [292  41],[258.5915493  47.4084507] ; [281.4084507  51.5915493],0
v3,1,0.025472,4.991524,[101 191] ; [141 184],[114.52836305 177.47163695] ; [127.47163695 197.52836305],0
r1,1,0.031504,4.625298,[240  63] ; [287  48],[250.28369906  52.71630094] ; [276.71630094  58.28369906],0
s8,1,0.033047,4.543328,[116 190] ; [154 179],[129.29577465 176.70422535] ; [140.70422535 192.29577465],0
r4,1,0.041541,4.15382,[278  28] ; [320  17],[284.58475894  21.41524106] ; [313.41524106  23.58475894],0
s7,1,0.056693,3.631577,[124 167] ; [161 159],[135.73649755 155.26350245] ; [149.26350245 170.73649755],0
v4,1,0.064623,3.414583,[288  17] ; [326   9],[292.609375  12.390625] ; [321.390625  13.609375],0
b5,1,0.064948,3.406293,[211  95] ; [209 128],[199.8755832 106.1244168] ; [220.1244168 116.8755832],0
s6,1,0.103548,2.650033,[196 109] ; [230  97],[205.58544304  99.41455696] ; [220.41455696 106.58544304],0
n4,1,0.105078,2.626726,[220  85] ; [261  75],[228.86895476  76.13104524] ; [252.13104524  83.86895476],0
u1,1,0.158229,1.991071,[ 74 232] ; [ 66 271],[ 66.6251944 239.3748056] ; [ 73.3748056 263.6251944],0
a1,1,0.176292,1.828606,[  9 297] ; [ 17 320],[ 12.37325039 293.62674961] ; [ 13.62674961 323.37325039],0
d1,1,0.197605,1.659985,[181 125] ; [216 121],[188.93001555 117.06998445] ; [208.06998445 128.93001555],0
s1,1,0.251562,1.314606,[ 12 289] ; [  8 326],[  9.48031496 291.51968504] ; [ 10.51968504 323.48031496],0
s4,1,0.262833,1.253774,[ 53 250] ; [ 47 283],[ 47.86729858 255.13270142] ; [ 52.13270142 277.86729858],0
r2,1,0.295208,1.095718,[286  16] ; [322  12],[288.70440252  13.29559748] ; [319.29559748  14.70440252],0
a2,1,0.303262,1.059795,[ 92 214] ; [ 89 248],[ 86.13685848 219.86314152] ; [ 94.86314152 242.13685848],0
v2,1,0.333601,0.93487,[165 125] ; [198 128],[170.89285714 119.10714286] ; [192.10714286 133.89285714],0
a8,1,0.335131,0.928968,[ 37 242] ; [ 48 250],[ 41.10051993 237.89948007] ; [ 43.89948007 254.10051993],0
b4,1,0.356342,0.850743,[188 118] ; [195 142],[182.26749611 123.73250389] ; [200.73250389 136.26749611],0
u2,1,0.38576,0.752265,[55 34] ; [55 44],[52.07446809 36.92553191] ; [57.92553191 41.07446809],0
a4,1,0.521769,0.410396,[137 169] ; [142 194],[132.98130841 173.01869159] ; [146.01869159 189.98130841],0
a6,1,0.626788,0.236441,[238  67] ; [256  79],[235.421875  69.578125] ; [258.578125  76.421875],0
b1,1,0.638298,0.220975,[108 198] ; [113 224],[105.1726283 200.8273717] ; [115.8273717 221.1726283],0
d4,1,0.683791,0.165889,[257  48] ; [287  49],[258.84555382  46.15444618] ; [285.15444618  50.84555382],0
u3,1,0.689309,0.159835,[57 34] ; [58 39],[55.66489362 35.33510638] ; [59.33510638 37.66489362],0
d2,1,0.736281,0.113423,[147 157] ; [158 178],[144.875 159.125] ; [160.125 175.875],0
d5,1,0.739306,0.110737,[253  52] ; [282  54],[254.56318253  50.43681747] ; [280.43681747  55.56318253],0
a3,1,0.75817,0.094793,[214  92] ; [238  97],[215.77535101  90.22464899] ; [236.22464899  98.77535101],0
u4,1,0.855112,0.033343,[  7 299] ; [  7 330],[  6.66251944 299.33748056] ; [  7.33748056 329.66251944],0
s2,1,0.894506,0.017584,[154 149] ; [171 162],[154.83490566 148.16509434] ; [170.16509434 162.83490566],0
s3,1,0.92098,0.009841,[168 133] ; [184 148],[167.3807267 133.6192733] ; [184.6192733 147.3807267],0
b2,1,0.946045,0.00458,[ 62 115] ; [ 68 128],[ 61.68900804 115.31099196] ; [ 68.31099196 127.68900804],0
b3,1,0.946045,0.00458,[ 62 115] ; [ 68 128],[ 61.68900804 115.31099196] ; [ 68.31099196 127.68900804],0
n1,1,0.974605,0.001013,[28 59] ; [15 32],[27.91791045 59.08208955] ; [15.08208955 31.91791045],0
d3,1,0.99619,2.3e-05,[237  67] ; [262  74],[237.025  66.975] ; [261.975  74.025],0
n3,1,1.0,0.0,[66 22] ; [36 12],[66. 22.] ; [36. 12.],0
