Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000424,12.424908,[270  55] ; [66 33],[257.54716981  67.45283019] ; [78.45283019 20.54716981],1
s5,1,0.002403,9.212922,[141 172] ; [58 34],[153.79506173 159.20493827] ; [45.20493827 46.79506173],0
v3,1,0.002565,9.093864,[151 157] ; [31 67],[138.06896552 169.93103448] ; [43.93103448 54.06896552],0
a8,1,0.003703,8.424,[ 59 241] ; [ 6 84],[ 50. 250.] ; [15. 75.],0
b3,1,0.005623,7.667191,[ 94 120] ; [11 38],[ 85.43726236 128.56273764] ; [19.56273764 29.43726236],0
b2,1,0.005623,7.667191,[ 94 120] ; [11 38],[ 85.43726236 128.56273764] ; [19.56273764 29.43726236],0
v2,1,0.016514,5.747335,[195 116] ; [47 49],[184.91891892 126.08108108] ; [57.08108108 38.91891892],0
n1,1,0.023855,5.105118,[32 28] ; [ 7 19],[27.20930233 32.79069767] ; [11.79069767 14.20930233],0
n5,1,0.037632,4.32159,[261  63] ; [70 29],[253.53191489  70.46808511] ; [77.46808511 21.53191489],0
s6,1,0.045255,4.009128,[277  45] ; [89  6],[282.61870504  39.38129496] ; [83.38129496 11.61870504],0
r1,1,0.055469,3.66793,[287  38] ; [80 19],[281.30896226  43.69103774] ; [85.69103774 13.30896226],0
u4,1,0.100985,2.689924,[ 15 312] ; [ 1 98],[ 12.28169014 314.71830986] ; [ 3.71830986 95.28169014],0
p12,1,0.113073,2.510743,[ 42 281] ; [ 7 91],[ 37.59382423 285.40617577] ; [11.40617577 86.59382423],0
p11,1,0.118227,2.440657,[259  68] ; [71 28],[253.30985915  73.69014085] ; [76.69014085 22.30985915],0
u2,1,0.129826,2.29458,[51 26] ; [14 14],[47.66666667 29.33333333] ; [17.33333333 10.66666667],0
v1,1,0.1331,2.255972,[194 121] ; [52 46],[187.62711864 127.37288136] ; [58.37288136 39.62711864],0
d4,1,0.162103,1.954501,[285  38] ; [82 17],[280.9028436  42.0971564] ; [86.0971564 12.9028436],0
a5,1,0.179995,1.797663,[255  71] ; [71 28],[250.06117647  75.93882353] ; [75.93882353 23.06117647],0
p9,1,0.232728,1.424112,[283  37] ; [89  7],[286.15384615  33.84615385] ; [85.84615385 10.15384615],0
p5,1,0.240654,1.376756,[ 47 272] ; [10 89],[ 43.5 275.5] ; [13.5 85.5],0
d3,1,0.270655,1.213424,[226  98] ; [74 24],[230.33175355  93.66824645] ; [69.66824645 28.33175355],0
p4,1,0.345256,0.890818,[215 107] ; [61 38],[211.09738717 110.90261283] ; [64.90261283 34.09738717],0
a3,1,0.354221,0.858279,[248  77] ; [71 28],[244.51650943  80.48349057] ; [74.48349057 24.51650943],0
a4,1,0.356683,0.849538,[154 172] ; [52 47],[158.01411765 167.98588235] ; [47.98588235 51.01411765],0
a1,1,0.377055,0.780281,[ 21 306] ; [ 4 95],[ 19.19014085 307.80985915] ; [ 5.80985915 93.19014085],0
p2,1,0.382266,0.7634,[273  50] ; [80 19],[270.18720379  52.81279621] ; [82.81279621 16.18720379],0
s7,1,0.389597,0.7402,[218  94] ; [70 24],[221.32019704  90.67980296] ; [66.67980296 27.32019704],0
u3,1,0.392178,0.73218,[51 26] ; [21  7],[52.8 24.2] ; [19.2  8.8],0
r3,1,0.395646,0.72152,[319   8] ; [96  1],[320.05896226   6.94103774] ; [94.94103774  2.05896226],0
p3,1,0.468581,0.52532,[176 146] ; [50 49],[172.85510689 149.14489311] ; [53.14489311 45.85510689],0
b5,1,0.475171,0.509927,[195 132] ; [63 36],[198.04225352 128.95774648] ; [59.95774648 39.04225352],0
d5,1,0.484441,0.488849,[268  56] ; [84 14],[270.25592417  53.74407583] ; [81.74407583 16.25592417],0
a2,1,0.497273,0.460751,[ 94 233] ; [25 74],[ 91.34507042 235.65492958] ; [27.65492958 71.34507042],0
a6,1,0.512534,0.42889,[207 116] ; [67 32],[209.72037915 113.27962085] ; [64.27962085 34.72037915],0
s3,1,0.538621,0.378101,[283  40] ; [89 10],[284.72985782  38.27014218] ; [87.27014218 11.72985782],0
u1,1,0.544145,0.367912,[ 73 254] ; [25 74],[ 75.22535211 251.77464789] ; [22.77464789 76.22535211],0
s1,1,0.56038,0.339046,[ 15 307] ; [ 6 92],[ 16.1 305.9] ; [ 4.9 93.1],0
p6,1,0.580173,0.305954,[135 185] ; [44 53],[137.36211031 182.63788969] ; [41.63788969 55.36211031],0
a7,1,0.600998,0.273494,[244  81] ; [71 27],[242.0212766  82.9787234] ; [72.9787234 25.0212766],0
p8,1,0.684625,0.164966,[173 148] ; [50 47],[171.25119617 149.74880383] ; [51.74880383 45.25119617],0
s8,1,0.707635,0.14065,[207 118] ; [61 38],[205.4245283 119.5754717] ; [62.5754717 36.4245283],0
n2,1,0.71969,0.12879,[49 12] ; [20  6],[48.37931034 12.62068966] ; [20.62068966  5.37931034],0
p7,1,0.740407,0.10977,[210 103] ; [62 33],[208.66666667 104.33333333] ; [63.33333333 31.66666667],0
p1,1,0.743397,0.107163,[ 33 290] ; [ 9 90],[ 32.14691943 290.85308057] ; [ 9.85308057 89.14691943],0
d2,1,0.837007,0.042322,[174 150] ; [52 47],[173.10638298 150.89361702] ; [52.89361702 46.10638298],0
r2,1,0.860852,0.030726,[322   4] ; [98  1],[322.16470588   3.83529412] ; [97.83529412  1.16470588],0
b1,1,0.862617,0.029944,[132 195] ; [39 60],[131.26056338 195.73943662] ; [39.73943662 59.26056338],0
v4,1,0.86303,0.029763,[323   4] ; [98  1],[323.16197183   3.83802817] ; [97.83802817  1.16197183],0
n6,1,0.882124,0.021986,[282  41] ; [85 13],[281.57007126  41.42992874] ; [85.42992874 12.57007126],0
n3,1,0.910728,0.012571,[47 15] ; [20  6],[47.20454545 14.79545455] ; [19.79545455  6.20454545],0
b4,1,0.961953,0.002276,[194 133] ; [59 40],[194.20422535 132.79577465] ; [58.79577465 40.20422535],0
d1,1,0.973015,0.001144,[212 115] ; [64 35],[211.85915493 115.14084507] ; [64.14084507 34.85915493],0
p10,1,0.990278,0.000148,[279  43] ; [84 13],[278.96420048  43.03579952] ; [84.03579952 12.96420048],0
