Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.01224,6.275726,[31 74] ; [ 23 119],[22.95546559 82.04453441] ; [ 31.04453441 110.95546559],0
p10,1,0.012837,6.191451,[89 14] ; [104  38],[81.13877551 21.86122449] ; [111.86122449  30.13877551],0
p9,1,0.013478,6.105202,[94 11] ; [110  32],[86.72064777 18.27935223] ; [117.27935223  24.72064777],0
b3,1,0.024487,5.059837,[31 41] ; [20 58],[24.48 47.52] ; [26.52 51.48],0
b2,1,0.024487,5.059837,[31 41] ; [20 58],[24.48 47.52] ; [26.52 51.48],0
s5,1,0.035425,4.424548,[52 50] ; [54 90],[43.95121951 58.04878049] ; [62.04878049 81.95121951],0
a3,1,0.055886,3.655458,[77 27] ; [90 54],[70.03225806 33.96774194] ; [96.96774194 47.03225806],0
s8,1,0.055953,3.653452,[61 44] ; [66 78],[53.55421687 51.44578313] ; [73.44578313 70.55421687],0
n2,1,0.069431,3.29642,[22  4] ; [27 15],[18.73529412  7.26470588] ; [30.26470588 11.73529412],0
p8,1,0.075222,3.165222,[63 42] ; [70 74],[56.08433735 48.91566265] ; [76.91566265 67.08433735],0
r1,1,0.078377,3.09825,[87 17] ; [107  37],[81.35483871 22.64516129] ; [112.64516129  31.35483871],0
b1,1,0.080694,3.050873,[54 51] ; [58 86],[47.22891566 57.77108434] ; [64.77108434 79.22891566],0
p12,1,0.088674,2.898289,[10 95] ; [  6 138],[ 6.74698795 98.25301205] ; [  9.25301205 134.74698795],0
n1,1,0.090438,2.866551,[15 11] ; [15 26],[11.64179104 14.35820896] ; [18.35820896 22.64179104],0
r2,1,0.100899,2.691282,[101   4] ; [129  13],[97.77327935  7.22672065] ; [132.22672065   9.77327935],0
a5,1,0.103085,2.657156,[78 27] ; [93 51],[72.10843373 32.89156627] ; [98.89156627 45.10843373],0
a2,1,0.109294,2.564394,[27 78] ; [ 25 119],[21.92771084 83.07228916] ; [ 30.07228916 113.92771084],0
p5,1,0.110107,2.552688,[19 85] ; [ 16 128],[14.67741935 89.32258065] ; [ 20.32258065 123.67741935],0
n5,1,0.149765,2.074642,[84 21] ; [103  40],[79.1733871 25.8266129] ; [107.8266129  35.1733871],0
r3,1,0.15406,2.031585,[95 10] ; [136   7],[97.80241935  7.19758065] ; [133.19758065   9.80241935],0
s1,1,0.166845,1.911061,[ 4 98] ; [ 12 132],[ 6.63414634 95.36585366] ; [  9.36585366 134.63414634],0
a4,1,0.196607,1.667399,[50 53] ; [58 86],[45.03643725 57.96356275] ; [62.96356275 81.03643725],0
p6,1,0.20188,1.628723,[44 59] ; [50 94],[39.19838057 63.80161943] ; [54.80161943 89.19838057],0
v4,1,0.217108,1.523382,[103   2] ; [137   7],[101.20481928   3.79518072] ; [138.79518072   5.20481928],0
d5,1,0.221138,1.49697,[84 20] ; [106  37],[80. 24.] ; [110.  33.],0
a8,1,0.334325,0.932071,[15 83] ; [ 15 121],[12.56410256 85.43589744] ; [ 17.43589744 118.56410256],0
p3,1,0.386908,0.748636,[52 52] ; [64 80],[48.64516129 55.35483871] ; [67.35483871 76.64516129],0
p1,1,0.403349,0.698319,[13 92] ; [ 13 130],[11.00806452 93.99193548] ; [ 14.99193548 128.00806452],0
d2,1,0.417488,0.657376,[48 57] ; [58 85],[44.87903226 60.12096774] ; [61.12096774 81.87903226],0
s4,1,0.458221,0.550237,[26 78] ; [41 99],[28.55737705 75.44262295] ; [ 38.44262295 101.55737705],0
p7,1,0.468951,0.524447,[68 34] ; [87 53],[65.33057851 36.66942149] ; [89.66942149 50.33057851],0
n4,1,0.480133,0.498562,[82 22] ; [108  36],[79.67741935 24.32258065] ; [110.32258065  33.67741935],0
s2,1,0.484872,0.487886,[68 37] ; [87 57],[65.36144578 39.63855422] ; [89.63855422 54.36144578],0
r4,1,0.563625,0.333467,[97  8] ; [130  14],[95.72289157  9.27710843] ; [131.27710843  12.72289157],0
a1,1,0.573376,0.317066,[ 6 99] ; [  6 138],[ 5.06024096 99.93975904] ; [  6.93975904 137.06024096],0
a7,1,0.58613,0.296429,[72 33] ; [94 50],[70. 35.] ; [96. 48.],0
b5,1,0.629239,0.233094,[63 42] ; [82 62],[61.14457831 43.85542169] ; [83.85542169 60.14457831],0
u3,1,0.678533,0.171782,[17 11] ; [34 18],[17.85 10.15] ; [33.15 18.85],0
p4,1,0.715101,0.133236,[67 38] ; [88 55],[65.625 39.375] ; [89.375 53.625],0
d4,1,0.777301,0.079997,[83 21] ; [112  31],[82.10526316 21.89473684] ; [112.89473684  30.10526316],0
u2,1,0.778123,0.079392,[16 12] ; [32 21],[16.59259259 11.40740741] ; [31.40740741 21.59259259],0
a6,1,0.806223,0.060173,[63 42] ; [88 55],[63.93145161 41.06854839] ; [87.06854839 55.93145161],0
n3,1,0.824052,0.049433,[16  9] ; [28 14],[16.41791045  8.58208955] ; [27.58208955 14.41791045],0
n6,1,0.827941,0.047238,[90 15] ; [122  22],[89.39759036 15.60240964] ; [122.60240964  21.39759036],0
u1,1,0.844856,0.038293,[17 88] ; [ 22 122],[16.44578313 88.55421687] ; [ 22.55421687 121.44578313],0
s7,1,0.857803,0.032102,[56 43] ; [77 62],[55.32352941 43.67647059] ; [77.67647059 61.32352941],0
p2,1,0.86126,0.030545,[88 16] ; [123  21],[88.48387097 15.51612903] ; [122.51612903  21.48387097],0
p11,1,0.927984,0.008169,[80 25] ; [109  35],[79.69879518 25.30120482] ; [109.30120482  34.69879518],0
d1,1,0.962968,0.002156,[55 50] ; [75 69],[54.81927711 50.18072289] ; [75.18072289 68.81927711],0
s3,1,0.975705,0.000927,[71 32] ; [99 45],[70.89068826 32.10931174] ; [99.10931174 44.89068826],0
b4,1,0.99254,8.7e-05,[59 46] ; [81 63],[59.03614458 45.96385542] ; [80.96385542 63.03614458],0
d3,1,0.997387,1.1e-05,[69 36] ; [94 49],[69.01209677 35.98790323] ; [93.98790323 49.01209677],0
