Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.0003,13.069233,[29 21] ; [84 15],[37.91946309 12.08053691] ; [75.08053691 23.91946309],1
a6,1,0.000453,12.301208,[21 30] ; [70 29],[30.94 20.06] ; [60.06 38.94],1
d3,1,0.000731,11.4082,[21 30] ; [69 30],[30.6 20.4] ; [59.4 39.6],1
b5,1,0.004084,8.24602,[21 30] ; [65 34],[29.24 21.76] ; [56.76 42.24],0
a2,1,0.007833,7.071297,[ 3 48] ; [23 76],[ 8.84 42.16] ; [17.16 81.84],0
a3,1,0.011633,6.366007,[22 29] ; [64 35],[29.24 21.76] ; [56.76 42.24],0
p2,1,0.033683,4.510711,[26 25] ; [68 31],[31.96 19.04] ; [62.04 36.96],0
d1,1,0.034037,4.492827,[18 33] ; [53 46],[24.14 26.86] ; [46.86 52.14],0
u1,1,0.039734,4.229218,[ 3 48] ; [18 81],[ 7.14 43.86] ; [13.86 85.14],0
d5,1,0.062519,3.469265,[33 18] ; [78 21],[37.74 13.26] ; [73.26 25.74],0
s5,1,0.075324,3.163011,[14 36] ; [15 81],[ 9.93150685 40.06849315] ; [19.06849315 76.93150685],0
n4,1,0.095679,2.776127,[28 23] ; [68 31],[32.64 18.36] ; [63.36 35.64],0
n6,1,0.173907,1.848939,[31 20] ; [71 28],[34.68 16.32] ; [67.32 31.68],0
p7,1,0.18349,1.769132,[29 22] ; [44 53],[25.15540541 25.84459459] ; [47.84459459 49.15540541],0
n2,1,0.209652,1.57383,[13  3] ; [21 12],[11.10204082  4.89795918] ; [22.89795918 10.10204082],0
p10,1,0.210275,1.569532,[10 40] ; [29 69],[13.17567568 36.82432432] ; [25.82432432 72.17567568],0
n5,1,0.224593,1.474778,[23 28] ; [55 44],[26.52 24.48] ; [51.48 47.52],0
s1,1,0.26152,1.260692,[ 5 45] ; [ 5 93],[ 3.37837838 46.62162162] ; [ 6.62162162 91.37837838],0
b2,1,0.271559,1.208855,[ 6 26] ; [17 41],[ 8.17777778 23.82222222] ; [14.82222222 43.17777778],0
b3,1,0.271559,1.208855,[ 6 26] ; [17 41],[ 8.17777778 23.82222222] ; [14.82222222 43.17777778],0
p1,1,0.326198,0.963933,[ 2 49] ; [ 8 90],[ 3.42281879 47.57718121] ; [ 6.57718121 91.42281879],0
s2,1,0.341738,0.903901,[21 29] ; [33 64],[18.36734694 31.63265306] ; [35.63265306 61.36734694],0
s3,1,0.350972,0.86994,[27 24] ; [44 54],[24.30201342 26.69798658] ; [46.69798658 51.30201342],0
p4,1,0.367868,0.810854,[20 31] ; [46 52],[22.59060403 28.40939597] ; [43.40939597 54.59060403],0
p5,1,0.398446,0.713012,[ 3 48] ; [ 3 96],[ 2.04 48.96] ; [ 3.96 95.04],0
v2,1,0.448831,0.573602,[20 29] ; [46 51],[22.15068493 26.84931507] ; [43.84931507 53.15068493],0
r1,1,0.458915,0.54854,[38 13] ; [79 20],[39.78 11.22] ; [77.22 21.78],0
r2,1,0.462509,0.539815,[45  6] ; [91  8],[46.24  4.76] ; [89.76  9.24],0
s6,1,0.486947,0.483265,[23 27] ; [51 47],[25. 25.] ; [49. 49.],0
d2,1,0.530251,0.393911,[23 28] ; [50 49],[24.82 26.18] ; [48.18 50.82],0
p11,1,0.537148,0.380851,[30 21] ; [53 46],[28.22 22.78] ; [54.78 44.22],0
p8,1,0.542885,0.370218,[16 35] ; [36 63],[17.68 33.32] ; [34.32 64.68],0
s4,1,0.543206,0.36963,[ 8 42] ; [12 85],[ 6.80272109 43.19727891] ; [13.19727891 83.80272109],0
s8,1,0.547149,0.362449,[14 36] ; [23 75],[12.5 37.5] ; [24.5 73.5],0
b4,1,0.56511,0.330933,[30 21] ; [63 36],[31.62 19.38] ; [61.38 37.62],0
u2,1,0.609774,0.260504,[15 13] ; [16 18],[14. 14.] ; [17. 17.],0
b1,1,0.617063,0.250017,[30 21] ; [54 45],[28.56 22.44] ; [55.44 43.56],0
n3,1,0.654415,0.20038,[9 6] ; [22 11],[9.6875 5.3125] ; [21.3125 11.6875],0
v3,1,0.670109,0.181474,[14 34] ; [32 66],[15.12328767 32.87671233] ; [30.87671233 67.12328767],0
r4,1,0.692893,0.155971,[42  9] ; [84 15],[42.84  8.16] ; [83.16 15.84],0
a8,1,0.734624,0.114908,[ 4 44] ; [ 9 80],[ 4.55474453 43.44525547] ; [ 8.44525547 80.55474453],0
a4,1,0.745982,0.104938,[18 32] ; [33 66],[17.11409396 32.88590604] ; [33.88590604 65.11409396],0
a5,1,0.747436,0.103698,[29 22] ; [59 40],[29.92 21.08] ; [58.08 40.92],0
p6,1,0.770812,0.084863,[12 38] ; [21 75],[11.30136986 38.69863014] ; [21.69863014 74.30136986],0
u3,1,0.874313,0.025022,[16 13] ; [20 15],[16.3125 12.6875] ; [19.6875 15.3125],0
p3,1,0.876878,0.024003,[18 33] ; [33 64],[17.57432432 33.42567568] ; [33.42567568 63.57432432],0
v1,1,0.89266,0.018209,[19 32] ; [38 61],[19.38 31.62] ; [37.62 61.38],0
n1,1,0.943993,0.004935,[ 5 10] ; [11 21],[5.10638298 9.89361702] ; [10.89361702 21.10638298],0
s7,1,0.962399,0.002223,[15 32] ; [29 63],[14.87769784 32.12230216] ; [29.12230216 62.87769784],0
a1,1,0.971934,0.001238,[ 2 49] ; [ 4 95],[ 2.04 48.96] ; [ 3.96 95.04],0
v4,1,0.9844,0.000382,[44  5] ; [89 10],[44.03378378  4.96621622] ; [88.96621622 10.03378378],0
