Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.001331,10.299269,[29  8] ; [18 24],[22.01265823 14.98734177] ; [24.98734177 17.01265823],0
d1,1,0.003954,8.305048,[30  7] ; [21 21],[23.88607595 13.11392405] ; [27.11392405 14.88607595],0
n1,1,0.007161,7.232143,[10  2] ; [ 6 12],[6.4 5.6] ; [9.6 8.4],0
p8,1,0.010917,6.478727,[18 19] ; [ 9 33],[12.64556962 24.35443038] ; [14.35443038 27.64556962],0
d5,1,0.012497,6.238971,[36  1] ; [33  9],[32.3164557  4.6835443] ; [36.6835443  5.3164557],0
p1,1,0.029326,4.748377,[ 9 27] ; [ 3 39],[ 5.53846154 30.46153846] ; [ 6.46153846 35.53846154],0
d2,1,0.036918,4.354212,[27 10] ; [21 21],[22.48101266 14.51898734] ; [25.51898734 16.48101266],0
p6,1,0.037753,4.316117,[20 17] ; [13 29],[15.4556962 21.5443038] ; [17.5443038 24.4556962],0
d4,1,0.04999,3.841791,[33  4] ; [30 12],[29.50632911  7.49367089] ; [33.49367089  8.50632911],0
b4,1,0.067046,3.353894,[26 11] ; [21 21],[22.01265823 14.98734177] ; [24.98734177 17.01265823],0
p7,1,0.071389,3.250789,[22 15] ; [16 25],[18.02564103 18.97435897] ; [19.97435897 21.02564103],0
p9,1,0.082282,3.019238,[32  4] ; [30 11],[28.98701299  7.01298701] ; [33.01298701  7.98701299],0
a5,1,0.112129,2.523958,[29  8] ; [26 16],[25.75949367 11.24050633] ; [29.24050633 12.75949367],0
p5,1,0.116234,2.467341,[ 7 30] ; [ 3 39],[ 4.6835443 32.3164557] ; [ 5.3164557 36.6835443],0
r4,1,0.123417,2.373417,[36  1] ; [37  5],[34.18987342  2.81012658] ; [38.81012658  3.18987342],0
v1,1,0.149796,2.074324,[23 13] ; [20 22],[19.84615385 16.15384615] ; [23.15384615 18.84615385],0
v2,1,0.165307,1.925,[23 12] ; [21 21],[20. 15.] ; [24. 18.],0
u1,1,0.17504,1.839237,[13 24] ; [ 9 33],[10.30379747 26.69620253] ; [11.69620253 30.30379747],0
d3,1,0.189111,1.724526,[28  9] ; [26 16],[25.29113924 11.70886076] ; [28.70886076 13.29113924],0
p2,1,0.191404,1.706775,[31  6] ; [30 12],[28.56962025  8.43037975] ; [32.43037975  9.56962025],0
a3,1,0.21967,1.506528,[30  7] ; [29 13],[27.63291139  9.36708861] ; [31.36708861 10.63291139],0
b5,1,0.227082,1.459044,[26 11] ; [24 18],[23.41772152 13.58227848] ; [26.58227848 15.41772152],0
v3,1,0.255818,1.291248,[16 18] ; [14 27],[13.6 20.4] ; [16.4 24.6],0
a2,1,0.26885,1.222603,[13 24] ; [10 32],[10.7721519 26.2278481] ; [12.2278481 29.7721519],0
s6,1,0.274451,1.194366,[32  3] ; [34  7],[30.39473684  4.60526316] ; [35.60526316  5.39473684],0
r3,1,0.310409,1.028936,[35  2] ; [37  5],[33.72151899  3.27848101] ; [38.27848101  3.72151899],0
n6,1,0.358713,0.842393,[31  4] ; [34  8],[29.54545455  5.45454545] ; [35.45454545  6.54545455],0
a4,1,0.434173,0.611635,[20 17] ; [19 23],[18.26582278 18.73417722] ; [20.73417722 21.26582278],0
s4,1,0.478401,0.502506,[ 8 29] ; [12 30],[ 9.36708861 27.63291139] ; [10.63291139 31.36708861],0
a1,1,0.482799,0.492535,[ 2 35] ; [ 1 41],[ 1.40506329 35.59493671] ; [ 1.59493671 40.40506329],0
u4,1,0.482799,0.492535,[ 2 35] ; [ 1 41],[ 1.40506329 35.59493671] ; [ 1.59493671 40.40506329],0
s1,1,0.496339,0.462755,[ 2 35] ; [ 1 40],[ 1.42307692 35.57692308] ; [ 1.57692308 39.42307692],0
n4,1,0.515662,0.422561,[27  9] ; [28 13],[25.71428571 10.28571429] ; [29.28571429 11.71428571],0
s3,1,0.531365,0.39178,[24 13] ; [30 12],[25.29113924 11.70886076] ; [28.70886076 13.29113924],0
n3,1,0.555086,0.348284,[9 3] ; [11  6],[8.27586207 3.72413793] ; [11.72413793  5.27586207],0
s5,1,0.583903,0.299967,[17 17] ; [22 17],[18.16438356 15.83561644] ; [20.83561644 18.16438356],0
r2,1,0.617879,0.24886,[36  1] ; [39  2],[35.57692308  1.42307692] ; [39.42307692  1.57692308],0
b1,1,0.696771,0.151853,[21 16] ; [22 20],[20.13924051 16.86075949] ; [22.86075949 19.13924051],0
s7,1,0.743365,0.107191,[26  6] ; [32  6],[26.51428571  5.48571429] ; [31.48571429  6.51428571],0
a6,1,0.758931,0.094178,[25 12] ; [27 15],[24.35443038 12.64556962] ; [27.64556962 14.35443038],0
p10,1,0.783635,0.075397,[26 10] ; [30 10],[26.52631579  9.47368421] ; [29.47368421 10.52631579],0
s2,1,0.817044,0.053522,[29  8] ; [32 10],[28.56962025  8.43037975] ; [32.43037975  9.56962025],0
u2,1,0.829454,0.046398,[4 2] ; [8 5],[3.78947368 2.21052632] ; [8.21052632 4.78947368],0
r1,1,0.861934,0.030245,[32  5] ; [36  5],[32.25641026  4.74358974] ; [35.74358974  5.25641026],0
a8,1,0.86364,0.029496,[ 5 28] ; [ 6 30],[ 5.26086957 27.73913043] ; [ 5.73913043 30.26086957],0
n2,1,0.866151,0.028409,[9 3] ; [13  5],[8.8 3.2] ; [13.2  4.8],0
a7,1,0.878548,0.023351,[27 10] ; [30 12],[26.69620253 10.30379747] ; [30.30379747 11.69620253],0
b2,1,0.920183,0.010041,[ 7 15] ; [ 7 16],[ 6.84444444 15.15555556] ; [ 7.15555556 15.84444444],0
b3,1,0.920183,0.010041,[ 7 15] ; [ 7 16],[ 6.84444444 15.15555556] ; [ 7.15555556 15.84444444],0
v4,1,0.927616,0.008253,[36  1] ; [41  1],[36.06329114  0.93670886] ; [40.93670886  1.06329114],0
n5,1,0.938106,0.00603,[26 10] ; [30 12],[25.84615385 10.15384615] ; [30.15384615 11.84615385],0
