Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.018581,5.540526,[1 4] ; [18  6],[3.27586207 1.72413793] ; [15.72413793  8.27586207],0
p5,1,0.054664,3.692308,[2 3] ; [ 2 23],[0.66666667 4.33333333] ; [ 3.33333333 21.66666667],0
n1,1,0.094264,2.8,[4 1] ; [3 6],[2.5 2.5] ; [4.5 4.5],0
s6,1,0.123819,2.368333,[2 3] ; [18  6],[3.44827586 1.55172414] ; [16.55172414  7.44827586],0
s3,1,0.141123,2.165675,[2 3] ; [17  6],[3.39285714 1.60714286] ; [15.60714286  7.39285714],0
b4,1,0.19043,1.714286,[4 1] ; [12 13],[2.66666667 2.33333333] ; [13.33333333 11.66666667],0
s1,1,0.19043,1.714286,[1 4] ; [ 1 24],[0.33333333 4.66666667] ; [ 1.66666667 23.33333333],0
p4,1,0.235605,1.406699,[2 3] ; [17  8],[3.16666667 1.83333333] ; [15.83333333  9.16666667],0
p6,1,0.285982,1.13844,[1 4] ; [11 13],[2.06896552 2.93103448] ; [ 9.93103448 14.06896552],0
a4,1,0.317311,1.0,[3 2] ; [ 9 16],[2. 3.] ; [10. 15.],0
r3,1,0.334428,0.931677,[3 2] ; [20  5],[3.83333333 1.16666667] ; [19.16666667  5.83333333],0
v4,1,0.392742,0.730435,[3 2] ; [18  5],[3.75 1.25] ; [17.25  5.75],0
a5,1,0.396898,0.717703,[4 1] ; [15 10],[3.16666667 1.83333333] ; [15.83333333  9.16666667],0
b5,1,0.410023,0.678733,[2 3] ; [15 10],[2.83333333 2.16666667] ; [14.16666667 10.83333333],0
d2,1,0.410023,0.678733,[3 2] ; [10 15],[2.16666667 2.83333333] ; [10.83333333 14.16666667],0
v3,1,0.488422,0.48,[1 4] ; [ 9 16],[1.66666667 3.33333333] ; [ 8.33333333 16.66666667],0
v2,1,0.512691,0.428571,[2 3] ; [14 11],[2.66666667 2.33333333] ; [13.33333333 11.66666667],0
d1,1,0.512691,0.428571,[3 2] ; [11 14],[2.33333333 2.66666667] ; [11.66666667 13.33333333],0
a6,1,0.512691,0.428571,[3 2] ; [11 14],[2.33333333 2.66666667] ; [11.66666667 13.33333333],0
n4,1,0.59298,0.285714,[4 1] ; [17  8],[3.5 1.5] ; [17.5  7.5],0
d5,1,0.59298,0.285714,[3 2] ; [18  7],[3.5 1.5] ; [17.5  7.5],0
v1,1,0.621705,0.243478,[3 2] ; [11 12],[2.5 2.5] ; [11.5 11.5],0
d3,1,0.624206,0.24,[3 2] ; [12 13],[2.5 2.5] ; [12.5 12.5],0
a7,1,0.624206,0.24,[3 2] ; [12 13],[2.5 2.5] ; [12.5 12.5],0
p8,1,0.624206,0.24,[3 2] ; [12 13],[2.5 2.5] ; [12.5 12.5],0
a2,1,0.630954,0.230769,[1 4] ; [ 3 22],[0.66666667 4.33333333] ; [ 3.33333333 21.66666667],0
r1,1,0.633833,0.226898,[2 3] ; [ 7 17],[1.55172414 3.44827586] ; [ 7.44827586 16.55172414],0
b2,1,0.656005,0.198413,[1 4] ; [ 6 14],[1.4 3.6] ; [ 5.6 14.4],0
b3,1,0.656005,0.198413,[1 4] ; [ 6 14],[1.4 3.6] ; [ 5.6 14.4],0
n6,1,0.676531,0.174058,[4 1] ; [17  7],[3.62068966 1.37931034] ; [17.37931034  6.62068966],0
a3,1,0.729034,0.12,[3 2] ; [17  8],[3.33333333 1.66666667] ; [16.66666667  8.33333333],0
s5,1,0.737644,0.112208,[1 4] ; [ 6 16],[1.2962963 3.7037037] ; [ 5.7037037 16.2962963],0
u3,1,0.746886,0.104167,[1 1] ; [5 3],[1.2 0.8] ; [4.8 3.2],0
p7,1,0.755189,0.097222,[2 2] ; [14 10],[2.28571429 1.71428571] ; [13.71428571 10.28571429],0
r2,1,0.758742,0.094331,[3 2] ; [11 10],[2.69230769 2.30769231] ; [11.30769231  9.69230769],0
s7,1,0.857541,0.032222,[4 1] ; [20  4],[4.13793103 0.86206897] ; [19.86206897  4.13793103],0
b1,1,0.869125,0.027149,[2 3] ; [11 14],[2.16666667 2.83333333] ; [10.83333333 14.16666667],0
n3,1,0.872081,0.025926,[3 2] ; [5 4],[2.85714286 2.14285714] ; [5.14285714 3.85714286],0
p3,1,1.0,0.0,[2 3] ; [10 15],[2. 3.] ; [10. 15.],0
s4,1,1.0,0.0,[1 4] ; [ 5 20],[1. 4.] ; [ 5. 20.],0
d4,1,1.0,0.0,[4 1] ; [20  5],[4. 1.] ; [20.  5.],0
p11,1,1.0,0.0,[4 1] ; [20  5],[4. 1.] ; [20.  5.],0
