Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,57.41796,[101  35] ; [ 77 154],[65.96185286 70.03814714] ; [112.03814714 118.96185286],1
p2,1,0.0,31.548775,[128  12] ; [154  81],[105.28  34.72] ; [176.72  58.28],1
p4,1,6e-06,20.407535,[75 65] ; [ 71 165],[54.36170213 85.63829787] ; [ 91.63829787 144.36170213],1
p11,1,2.9e-05,17.451773,[119  22] ; [152  84],[101.35543767  39.64456233] ; [169.64456233  66.35543767],1
p6,1,0.000662,11.592532,[48 93] ; [ 43 190],[ 34.30748663 106.69251337] ; [ 56.69251337 176.30748663],1
r4,1,0.002383,9.228049,[129  12] ; [188  48],[118.5596817  22.4403183] ; [198.4403183  37.5596817],0
p9,1,0.00549,7.710476,[116  22] ; [164  66],[105.  33.] ; [175.  55.],0
v1,1,0.006762,7.335181,[73 64] ; [ 90 142],[60.51761518 76.48238482] ; [102.48238482 129.51761518],0
p10,1,0.00759,7.127697,[112  27] ; [158  75],[100.88709677  38.11290323] ; [169.11290323  63.88709677],0
p5,1,0.007923,7.050885,[ 11 129] ; [  5 230],[  5.97333333 134.02666667] ; [ 10.02666667 224.97333333],0
v4,1,0.010686,6.51679,[134   5] ; [207  26],[127.41666667  11.58333333] ; [213.58333333  19.41666667],0
u1,1,0.028776,4.780943,[ 13 128] ; [ 41 195],[ 20.19628647 120.80371353] ; [ 33.80371353 202.19628647],0
n2,1,0.042871,4.100492,[27  6] ; [55 33],[22.36363636 10.63636364] ; [59.63636364 28.36363636],0
a2,1,0.047222,3.937462,[ 24 117] ; [ 61 175],[ 31.79045093 109.20954907] ; [ 53.20954907 182.79045093],0
a4,1,0.061926,3.485038,[58 83] ; [120 115],[66.75 74.25] ; [111.25 123.75],0
r3,1,0.066283,3.37275,[135   6] ; [212  22],[130.472  10.528] ; [216.528  17.472],0
n5,1,0.095728,2.775304,[102  38] ; [151  83],[94.70588235 45.29411765] ; [158.29411765  75.70588235],0
r1,1,0.112805,2.51448,[115  24] ; [178  57],[108.89572193  30.10427807] ; [184.10427807  50.89572193],0
a6,1,0.124064,2.365253,[89 52] ; [167  69],[95.74535809 45.25464191] ; [160.25464191  75.74535809],0
n3,1,0.134001,2.245532,[25  7] ; [56 32],[21.6 10.4] ; [59.4 28.6],0
s6,1,0.154658,2.025694,[89 47] ; [135  98],[82.55826558 53.44173442] ; [141.44173442  91.55826558],0
s8,1,0.17706,1.822131,[58 82] ; [ 81 154],[51.89333333 88.10666667] ; [ 87.10666667 147.89333333],0
a8,1,0.185903,1.749792,[ 21 107] ; [ 25 194],[ 16.96829971 111.03170029] ; [ 29.03170029 189.96829971],0
p1,1,0.185988,1.749113,[  8 131] ; [  7 228],[  5.57486631 133.42513369] ; [  9.42513369 225.57486631],0
b4,1,0.188833,1.7267,[80 61] ; [150  86],[86.02122016 54.97877984] ; [143.97877984  92.02122016],0
v3,1,0.203243,1.618914,[50 85] ; [ 69 157],[44.50138504 90.49861496] ; [ 74.49861496 151.50138504],0
d2,1,0.209797,1.572828,[65 76] ; [123 110],[70.87700535 70.12299465] ; [117.12299465 115.87700535],0
a7,1,0.215131,1.536559,[109  32] ; [168  67],[103.875  37.125] ; [173.125  61.875],0
u2,1,0.22361,1.481052,[23 22] ; [42 25],[26.11607143 18.88392857] ; [38.88392857 28.11607143],0
b5,1,0.233907,1.416945,[84 57] ; [155  81],[89.3872679 51.6127321] ; [149.6127321  86.3872679],0
