Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,7.9e-05,15.573668,[66 10] ; [4 7],[61.14942529 14.85057471] ; [8.85057471 2.14942529],1
r1,1,0.000687,11.523842,[62 13] ; [4 7],[57.55813953 17.44186047] ; [8.44186047 2.55813953],1
r3,1,0.001127,10.606731,[73  2] ; [8 3],[70.63953488  4.36046512] ; [10.36046512  0.63953488],0
b1,1,0.021499,5.285855,[34 42] ; [9 2],[37.56321839 38.43678161] ; [5.43678161 5.56321839],0
d1,1,0.046509,3.963051,[45 31] ; [3 8],[41.93103448 34.06896552] ; [6.06896552 4.93103448],0
d5,1,0.062016,3.482645,[60 15] ; [6 5],[57.55813953 17.44186047] ; [8.44186047 2.55813953],0
a3,1,0.074122,3.189289,[49 27] ; [4 7],[46.29885057 29.70114943] ; [6.70114943 4.29885057],0
s3,1,0.076466,3.138463,[54 21] ; [5 6],[51.45348837 23.54651163] ; [7.54651163 3.45348837],0
p9,1,0.087264,2.924144,[58 16] ; [6 5],[55.71764706 18.28235294] ; [8.28235294 2.71764706],0
a5,1,0.13418,2.243465,[52 24] ; [5 6],[49.79310345 26.20689655] ; [7.20689655 3.79310345],0
p7,1,0.140311,2.174546,[41 29] ; [9 2],[43.20987654 26.79012346] ; [6.79012346 4.20987654],0
s2,1,0.153319,2.038919,[45 31] ; [4 7],[42.8045977 33.1954023] ; [6.1954023 4.8045977],0
p11,1,0.171081,1.873442,[46 30] ; [9 2],[48.04597701 27.95402299] ; [6.95402299 4.04597701],0
b4,1,0.179572,1.801159,[44 32] ; [4 7],[41.93103448 34.06896552] ; [6.06896552 4.93103448],0
v4,1,0.186064,1.748511,[71  5] ; [9 2],[69.88505747  6.11494253] ; [10.11494253  0.88505747],0
p8,1,0.188475,1.729498,[31 42] ; [7 4],[33.02380952 39.97619048] ; [4.97619048 6.02380952],0
p3,1,0.240505,1.37763,[35 41] ; [3 8],[33.1954023 42.8045977] ; [4.8045977 6.1954023],0
s4,1,0.259314,1.272413,[16 60] ; [4 7],[17.47126437 58.52873563] ; [2.52873563 8.47126437],0
p12,1,0.278178,1.175972,[ 2 73] ; [ 1 10],[ 2.61627907 72.38372093] ; [ 0.38372093 10.61627907],0
s1,1,0.28401,1.1478,[ 2 72] ; [ 1 10],[ 2.61176471 71.38823529] ; [ 0.38823529 10.61176471],0
u3,1,0.296934,1.087912,[20  6] ; [4 3],[18.90909091  7.09090909] ; [5.09090909 1.90909091],0
a4,1,0.324214,0.97187,[25 51] ; [2 9],[23.5862069 52.4137931] ; [3.4137931 7.5862069],0
a2,1,0.349709,0.874512,[16 60] ; [ 1 10],[14.85057471 61.14942529] ; [2.14942529 8.85057471],0
a7,1,0.36154,0.832536,[52 24] ; [6 5],[50.66666667 25.33333333] ; [7.33333333 3.66666667],0
n3,1,0.387094,0.748052,[20  8] ; [2 2],[19.25  8.75] ; [2.75 1.25],0
v3,1,0.428645,0.626493,[17 51] ; [4 7],[18.07594937 49.92405063] ; [2.92405063 8.07594937],0
a1,1,0.446478,0.579578,[ 3 73] ; [ 1 10],[ 3.49425287 72.50574713] ; [ 0.50574713 10.49425287],0
d4,1,0.503294,0.447985,[61 14] ; [8 3],[60.1744186 14.8255814] ; [8.8255814 2.1744186],0
a8,1,0.539517,0.376435,[ 8 61] ; [2 9],[ 8.625 60.375] ; [1.375 9.625],0
p4,1,0.541805,0.372206,[42 34] ; [5 6],[41.05747126 34.94252874] ; [5.94252874 5.05747126],0
p6,1,0.55855,0.342222,[20 52] ; [4 7],[20.81927711 51.18072289] ; [3.18072289 7.81927711],0
n5,1,0.575872,0.312956,[34 41] ; [4 7],[33.13953488 41.86046512] ; [4.86046512 6.13953488],0
n2,1,0.580912,0.304762,[24  4] ; [3 1],[23.625  4.375] ; [3.375 0.625],0
n1,1,0.580912,0.304762,[10 18] ; [2 2],[10.5 17.5] ; [1.5 2.5],0
b5,1,0.58217,0.30274,[48 28] ; [6 5],[47.17241379 28.82758621] ; [6.82758621 4.17241379],0
v2,1,0.644748,0.212586,[36 32] ; [5 6],[35.29113924 32.70886076] ; [5.70886076 5.29113924],0
d3,1,0.688723,0.160472,[50 25] ; [8 3],[50.58139535 24.41860465] ; [7.41860465 3.58139535],0
s7,1,0.691066,0.157934,[35 40] ; [4 6],[34.41176471 40.58823529] ; [4.58823529 5.41176471],0
d2,1,0.692311,0.156595,[32 43] ; [4 7],[31.39534884 43.60465116] ; [4.60465116 6.39534884],0
s5,1,0.734103,0.115378,[23 48] ; [3 8],[22.51219512 48.48780488] ; [3.48780488 7.51219512],0
p2,1,0.753431,0.09867,[59 17] ; [9 2],[59.40229885 16.59770115] ; [8.59770115 2.40229885],0
a6,1,0.773022,0.083189,[51 24] ; [7 4],[50.58139535 24.41860465] ; [7.41860465 3.58139535],0
n4,1,0.778078,0.079425,[38 38] ; [5 6],[37.56321839 38.43678161] ; [5.43678161 5.56321839],0
v1,1,0.778445,0.079155,[37 37] ; [5 6],[36.56470588 37.43529412] ; [5.43529412 5.56470588],0
p10,1,0.866274,0.028356,[49 25] ; [7 4],[48.75294118 25.24705882] ; [7.24705882 3.75294118],0
s8,1,0.970325,0.001384,[35 41] ; [5 6],[34.94252874 41.05747126] ; [5.05747126 5.94252874],0
