Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,39.134239,[59 31] ; [427  46],[77.69094139 12.30905861] ; [408.30905861  64.69094139],1
p9,1,7.5e-05,15.676215,[70 20] ; [433  39],[80.55160142  9.44839858] ; [422.44839858  49.55160142],1
p8,1,0.000312,12.997917,[38 52] ; [293 175],[53.38709677 36.61290323] ; [277.61290323 190.38709677],1
n5,1,0.005572,7.683849,[60 30] ; [378  95],[70.01776199 19.98223801] ; [367.98223801 105.01776199],0
b1,1,0.016206,5.780377,[45 47] ; [170 307],[34.76274165 57.23725835] ; [180.23725835 296.76274165],0
n1,1,0.016967,5.699733,[15 12] ; [26 60],[ 9.79646018 17.20353982] ; [31.20353982 54.79646018],0
n6,1,0.021581,5.279218,[71 18] ; [421  54],[77.63829787 11.36170213] ; [414.36170213  60.63829787],0
s4,1,0.033405,4.524886,[21 70] ; [ 67 404],[14.24911032 76.75088968] ; [ 73.75088968 397.24911032],0
a4,1,0.05753,3.60719,[57 35] ; [243 232],[48.67724868 43.32275132] ; [251.32275132 223.67724868],0
p5,1,0.068674,3.314424,[ 6 85] ; [ 64 412],[11.2345679 79.7654321] ; [ 58.7654321 417.2345679],0
s1,1,0.069063,3.30514,[ 5 86] ; [ 10 459],[ 2.4375 88.5625] ; [ 12.5625 456.4375],0
n4,1,0.087268,2.924065,[69 21] ; [401  76],[74.6031746 15.3968254] ; [395.3968254  81.6031746],0
r2,1,0.100973,2.690109,[90  1] ; [446  23],[87.1  3.9] ; [448.9  20.1],0
d4,1,0.102615,2.664427,[75 17] ; [418  58],[79.85211268 12.14788732] ; [413.14788732  62.85211268],0
p7,1,0.109974,2.55459,[57 33] ; [335 132],[63.33931777 26.66068223] ; [328.66068223 138.33931777],0
p12,1,0.11241,2.52001,[ 4 87] ; [ 45 428],[ 7.90602837 83.09397163] ; [ 41.09397163 431.90602837],0
p3,1,0.156371,2.008977,[45 47] ; [271 205],[51.18309859 40.81690141] ; [264.81690141 211.18309859],0
v1,1,0.161406,1.961007,[48 44] ; [278 185],[54.03963964 37.96036036] ; [271.96036036 191.03963964],0
p4,1,0.181394,1.786165,[56 35] ; [327 149],[61.4691358 29.5308642] ; [321.5308642 154.4691358],0
a7,1,0.191902,1.702958,[74 18] ; [353 124],[69.04042179 22.95957821] ; [357.95957821 119.04042179],0
d2,1,0.21735,1.521785,[58 34] ; [267 209],[52.64084507 39.35915493] ; [272.35915493 203.64084507],0
d1,1,0.231762,1.430015,[57 35] ; [326 151],[61.92618629 30.07381371] ; [321.07381371 155.92618629],0
b3,1,0.237182,1.397268,[14 29] ; [129 178],[17.56857143 25.43142857] ; [125.43142857 181.56857143],0
b2,1,0.237182,1.397268,[14 29] ; [129 178],[17.56857143 25.43142857] ; [125.43142857 181.56857143],0
b5,1,0.238248,1.390929,[61 31] ; [285 192],[55.94376098 36.05623902] ; [290.05623902 186.94376098],0
u2,1,0.242296,1.367188,[7 9] ; [57 39],[9.14285714 6.85714286] ; [54.85714286 41.14285714],0
s6,1,0.254144,1.30038,[67 22] ; [322 143],[62.49277978 26.50722022] ; [326.50722022 138.49277978],0
a2,1,0.264252,1.246345,[34 58] ; [148 329],[29.42706503 62.57293497] ; [152.57293497 324.42706503],0
v3,1,0.272454,1.204351,[32 57] ; [195 267],[36.66606171 52.33393829] ; [190.33393829 271.66606171],0
r3,1,0.282359,1.155701,[87  5] ; [458  15],[88.74336283  3.25663717] ; [456.25663717  16.74336283],0
p1,1,0.291281,1.113689,[ 5 86] ; [ 42 434],[ 7.54320988 83.45679012] ; [ 39.45679012 436.54320988],0
v2,1,0.291295,1.113625,[49 40] ; [282 180],[53.4646098 35.5353902] ; [277.5353902 184.4646098],0
v4,1,0.34547,0.890026,[87  5] ; [455  16],[88.56838366  3.43161634] ; [453.43161634  17.56838366],0
s8,1,0.373287,0.792695,[40 51] ; [232 241],[43.88652482 47.11347518] ; [228.11347518 244.88652482],0
a1,1,0.421409,0.646384,[ 3 89] ; [ 25 452],[ 4.52724077 87.47275923] ; [ 23.47275923 453.52724077],0
s2,1,0.421835,0.645196,[52 39] ; [247 223],[48.50089127 42.49910873] ; [250.49910873 219.50089127],0
u4,1,0.495797,0.463922,[ 3 89] ; [ 10 466],[ 2.1056338 89.8943662] ; [ 10.8943662 465.1056338],0
s5,1,0.496719,0.461939,[34 50] ; [169 293],[31.23076923 52.76923077] ; [171.76923077 290.23076923],0
a6,1,0.512229,0.429512,[65 27] ; [352 124],[67.54225352 24.45774648] ; [349.45774648 126.54225352],0
u1,1,0.529794,0.394787,[23 69] ; [105 372],[20.69595782 71.30404218] ; [107.30404218 369.69595782],0
a3,1,0.540008,0.375524,[76 16] ; [380  96],[73.85915493 18.14084507] ; [382.14084507  93.85915493],0
n3,1,0.549372,0.358444,[20  8] ; [67 20],[21.1826087  6.8173913] ; [65.8173913 21.1826087],0
r4,1,0.598488,0.277283,[84  8] ; [443  34],[85.20913884  6.79086116] ; [441.79086116  35.20913884],0
u3,1,0.603315,0.270025,[8 7] ; [58 38],[8.91891892 6.08108108] ; [57.08108108 38.91891892],0
s7,1,0.733692,0.115748,[48 39] ; [242 213],[46.5498155 40.4501845] ; [243.4501845 211.5498155],0
p6,1,0.804424,0.061318,[37 52] ; [190 283],[35.94839858 53.05160142] ; [191.05160142 281.94839858],0
b4,1,0.811771,0.056711,[52 40] ; [276 201],[53.03339192 38.96660808] ; [274.96660808 202.03339192],0
a8,1,0.818906,0.052419,[11 68] ; [ 64 365],[11.66338583 67.33661417] ; [ 63.33661417 365.66338583],0
r1,1,0.84078,0.040359,[78 12] ; [407  67],[77.39361702 12.60638298] ; [407.60638298  66.39361702],0
s3,1,0.842189,0.039639,[51 40] ; [267 200],[51.86021505 39.13978495] ; [266.13978495 200.86021505],0
n2,1,0.926343,0.008546,[21  7] ; [66 21],[21.1826087  6.8173913] ; [65.8173913 21.1826087],0
d3,1,0.985442,0.000333,[68 24] ; [353 124],[68.07029877 23.92970123] ; [352.92970123 124.07029877],0
d5,1,0.996198,2.3e-05,[80 12] ; [414  62],[80.01408451 11.98591549] ; [413.98591549  62.01408451],0
