Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,25.249649,[33 51] ; [44  9],[47.21167883 36.78832117] ; [29.78832117 23.21167883],1
r1,1,1.2e-05,19.099367,[50 35] ; [51  4],[61.32142857 23.67857143] ; [39.67857143 15.32142857],1
v1,1,0.000321,12.945751,[36 48] ; [40 14],[46.26086957 37.73913043] ; [29.73913043 24.26086957],1
n4,1,0.000745,11.374527,[56 29] ; [50  5],[64.35714286 20.64285714] ; [41.64285714 13.35714286],1
r4,1,0.001326,10.306494,[62 23] ; [52  3],[69.21428571 15.78571429] ; [44.78571429 10.21428571],0
s8,1,0.001865,9.67823,[14 71] ; [22 33],[21.85714286 63.14285714] ; [14.14285714 40.85714286],0
p8,1,0.008317,6.963879,[45 38] ; [42 13],[52.32608696 30.67391304] ; [34.67391304 20.32608696],0
a5,1,0.021051,5.322539,[56 29] ; [46  9],[61.92857143 23.07142857] ; [40.07142857 14.92857143],0
n5,1,0.021051,5.322539,[56 29] ; [46  9],[61.92857143 23.07142857] ; [40.07142857 14.92857143],0
p5,1,0.023025,5.166616,[ 4 79] ; [ 9 46],[ 7.81884058 75.18115942] ; [ 5.18115942 49.81884058],0
d1,1,0.023341,5.14297,[39 46] ; [36 19],[45.53571429 39.46428571] ; [29.46428571 25.53571429],0
r3,1,0.029402,4.743929,[72 13] ; [53  2],[75.89285714  9.10714286] ; [49.10714286  5.89285714],0
p7,1,0.039959,4.219617,[56 29] ; [45 10],[61.32142857 23.67857143] ; [39.67857143 15.32142857],0
s5,1,0.043434,4.078426,[ 8 76] ; [12 43],[12.08633094 71.91366906] ; [ 7.91366906 47.08633094],0
p6,1,0.044999,4.018682,[27 57] ; [27 28],[32.63309353 51.36690647] ; [21.36690647 33.63309353],0
p2,1,0.070246,3.277251,[71 13] ; [52  3],[74.33093525  9.66906475] ; [48.66906475  6.33093525],0
p1,1,0.082132,3.022203,[ 6 79] ; [ 9 46],[ 9.10714286 75.89285714] ; [ 5.89285714 49.10714286],0
p11,1,0.083243,3.00042,[68 17] ; [50  5],[71.64285714 13.35714286] ; [46.35714286  8.64285714],0
b3,1,0.087344,2.92265,[17 32] ; [23 21],[21.07526882 27.92473118] ; [18.92473118 25.07526882],0
b2,1,0.087344,2.92265,[17 32] ; [23 21],[21.07526882 27.92473118] ; [18.92473118 25.07526882],0
d2,1,0.105771,2.616296,[33 52] ; [29 26],[37.64285714 47.35714286] ; [24.35714286 30.64285714],0
p10,1,0.122121,2.389911,[63 22] ; [46  8],[66.65467626 18.34532374] ; [42.34532374 11.65467626],0
p3,1,0.132503,2.262936,[49 35] ; [39 16],[53.17985612 30.82014388] ; [34.82014388 20.17985612],0
b5,1,0.158996,1.983747,[52 33] ; [27 28],[47.96428571 37.03571429] ; [31.03571429 23.96428571],0
p9,1,0.161867,1.956695,[64 21] ; [46  8],[67.26618705 17.73381295] ; [42.73381295 11.26618705],0
u1,1,0.200108,1.641588,[ 9 76] ; [10 45],[11.53571429 73.46428571] ; [ 7.46428571 47.53571429],0
r2,1,0.218048,1.517174,[72 12] ; [50  4],[74.26086957  9.73913043] ; [47.73913043  6.26086957],0
n6,1,0.25193,1.312571,[67 17] ; [48  7],[69.49640288 14.50359712] ; [45.50359712  9.49640288],0
a2,1,0.265587,1.239399,[15 70] ; [14 41],[17.60714286 67.39285714] ; [11.39285714 43.60714286],0
v4,1,0.278558,1.174112,[78  7] ; [53  2],[79.53571429  5.46428571] ; [51.46428571  3.53571429],0
d5,1,0.289275,1.122995,[63 22] ; [45 10],[65.57142857 19.42857143] ; [42.42857143 12.57142857],0
n2,1,0.333998,0.933333,[14  6] ; [7 1],[15.  5.] ; [6. 2.],0
d4,1,0.396187,0.719868,[61 24] ; [43 12],[63.14285714 21.85714286] ; [40.85714286 14.14285714],0
a7,1,0.452959,0.563236,[60 25] ; [42 13],[61.92857143 23.07142857] ; [40.07142857 14.92857143],0
a3,1,0.520926,0.412059,[57 28] ; [39 15],[58.70503597 26.29496403] ; [37.29496403 16.70503597],0
u3,1,0.530801,0.392857,[15 13] ; [7 9],[14. 14.] ; [8. 8.],0
a6,1,0.533958,0.386853,[56 29] ; [39 16],[57.67857143 27.32142857] ; [37.32142857 17.67857143],0
b4,1,0.542704,0.37055,[45 40] ; [32 23],[46.75 38.25] ; [30.25 24.75],0
s2,1,0.559565,0.340458,[14 71] ; [11 43],[15.28776978 69.71223022] ; [ 9.71223022 44.28776978],0
a1,1,0.656198,0.198176,[ 2 83] ; [ 2 53],[ 2.42857143 82.57142857] ; [ 1.57142857 53.42857143],0
n3,1,0.676531,0.174058,[17  4] ; [7 1],[17.37931034  3.62068966] ; [6.62068966 1.37931034],0
n1,1,0.71714,0.13125,[ 9 11] ; [3 5],[ 8.57142857 11.42857143] ; [3.42857143 4.57142857],0
u2,1,0.724058,0.124638,[12 15] ; [8 8],[12.55813953 14.44186047] ; [7.44186047 8.55813953],0
b1,1,0.736468,0.113255,[38 47] ; [23 32],[37.03571429 47.96428571] ; [23.96428571 31.03571429],0
a8,1,0.753316,0.098765,[ 7 68] ; [ 5 40],[ 7.5 67.5] ; [ 4.5 40.5],0
a4,1,0.794182,0.06806,[39 46] ; [24 31],[38.25 46.75] ; [24.75 30.25],0
s7,1,0.831981,0.045013,[24 57] ; [16 35],[24.54545455 56.45454545] ; [15.45454545 35.54545455],0
s3,1,0.85063,0.035463,[23 61] ; [14 40],[22.52173913 61.47826087] ; [14.47826087 39.52173913],0
d3,1,0.927728,0.008227,[55 30] ; [36 19],[55.25 29.75] ; [35.75 19.25],0
