Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,93.604177,[150   4] ; [21 33],[126.60576923  27.39423077] ; [44.39423077  9.60576923],1
v4,1,0.0,65.686241,[149   5] ; [28 27],[130.42105263  23.57894737] ; [46.57894737  8.42105263],1
r2,1,0.0,54.81439,[147   7] ; [28 25],[130.19323671  23.80676329] ; [44.80676329  8.19323671],1
r1,1,0.0,38.622882,[112  41] ; [14 41],[92.68269231 60.31730769] ; [33.31730769 21.68269231],1
p11,1,1e-06,23.746473,[115  39] ; [21 34],[100.21052632  53.78947368] ; [35.78947368 19.21052632],1
n6,1,3.1e-05,17.378314,[130  24] ; [30 23],[119.03381643  34.96618357] ; [40.96618357 12.03381643],1
d5,1,4.1e-05,16.803673,[120  33] ; [27 28],[108.12980769  44.87019231] ; [38.87019231 16.12980769],1
p7,1,0.000115,14.874517,[85 69] ; [13 40],[72.90821256 81.09178744] ; [25.09178744 27.90821256],1
s6,1,0.000342,12.822748,[68 81] ; [10 45],[56.97058824 92.02941176] ; [21.02941176 33.97058824],1
p9,1,0.000595,11.790701,[115  36] ; [27 26],[105.10784314  45.89215686] ; [36.89215686 16.10784314],1
u3,1,0.000604,11.764979,[38 22] ; [ 6 20],[30.69767442 29.30232558] ; [13.30232558 12.69767442],1
a7,1,0.000995,10.837206,[110  43] ; [26 29],[100.03846154  52.96153846] ; [35.96153846 19.03846154],1
p6,1,0.001269,10.387559,[ 49 104] ; [ 5 48],[ 40.10679612 112.89320388] ; [13.89320388 39.10679612],0
d1,1,0.002763,8.957422,[75 79] ; [14 41],[65.57894737 88.42105263] ; [23.42105263 31.57894737],0
u2,1,0.003273,8.648908,[36 24] ; [ 7 20],[29.65517241 30.34482759] ; [13.34482759 13.65517241],0
a6,1,0.003282,8.643669,[102  52] ; [24 31],[92.84210526 61.15789474] ; [33.15789474 21.84210526],0
a1,1,0.003878,8.34026,[  4 150] ; [ 7 48],[  8.10526316 145.89473684] ; [ 2.89473684 52.10526316],0
d4,1,0.00436,8.127555,[118  36] ; [31 24],[109.78947368  44.21052632] ; [39.21052632 15.78947368],0
n2,1,0.005652,7.658043,[31 13] ; [10 17],[25.4084507 18.5915493] ; [15.5915493 11.4084507],0
p4,1,0.006695,7.353074,[74 79] ; [15 40],[65.46634615 87.53365385] ; [23.53365385 31.46634615],0
p8,1,0.007633,7.117597,[73 79] ; [15 40],[64.61835749 87.38164251] ; [23.38164251 31.61835749],0
p2,1,0.008703,6.88288,[114  40] ; [29 24],[106.38647343  47.61352657] ; [36.61352657 16.38647343],0
p3,1,0.010553,6.539092,[61 93] ; [11 43],[ 53.30769231 100.69230769] ; [18.69230769 35.30769231],0
n3,1,0.013943,6.045322,[29 12] ; [11 16],[24.11764706 16.88235294] ; [15.88235294 11.11764706],0
b5,1,0.01521,5.89195,[104  50] ; [27 28],[96.52631579 57.47368421] ; [34.47368421 20.52631579],0
a5,1,0.017379,5.657706,[106  48] ; [28 27],[98.73684211 55.26315789] ; [35.26315789 19.73684211],0
s8,1,0.019965,5.414917,[ 36 116] ; [ 5 50],[ 30.10628019 121.89371981] ; [10.89371981 44.10628019],0
d3,1,0.02576,4.972059,[92 61] ; [23 31],[85. 68.] ; [30. 24.],0
p10,1,0.029259,4.75228,[104  48] ; [28 26],[97.39805825 54.60194175] ; [34.60194175 19.39805825],0
u1,1,0.036409,4.377832,[ 17 137] ; [ 1 54],[ 13.26315789 140.73684211] ; [ 4.73684211 50.26315789],0
a4,1,0.040174,4.210536,[61 93] ; [13 41],[54.78846154 99.21153846] ; [19.21153846 34.78846154],0
s5,1,0.049367,3.862845,[ 31 117] ; [ 5 50],[ 26.24630542 121.75369458] ; [ 9.75369458 45.24630542],0
n4,1,0.069489,3.295045,[105  49] ; [30 25],[99.47368421 54.52631579] ; [35.52631579 19.47368421],0
b1,1,0.07634,3.14115,[60 94] ; [29 26],[65.57894737 88.42105263] ; [23.42105263 31.57894737],0
s2,1,0.07859,3.093822,[ 22 130] ; [ 3 52],[ 18.35748792 133.64251208] ; [ 6.64251208 48.35748792],0
v1,1,0.129765,2.295312,[54 99] ; [13 41],[ 49.52173913 103.47826087] ; [17.47826087 36.52173913],0
a2,1,0.162812,1.947911,[ 26 128] ; [ 5 50],[ 22.84210526 131.15789474] ; [ 8.15789474 46.84210526],0
d2,1,0.18037,1.794576,[64 89] ; [17 37],[59.86956522 93.13043478] ; [21.13043478 32.86956522],0
a3,1,0.218301,1.515503,[94 59] ; [28 26],[90.17391304 62.82608696] ; [31.82608696 22.17391304],0
a8,1,0.245272,1.350036,[ 16 127] ; [ 3 50],[ 13.8622449 129.1377551] ; [ 5.1377551 47.8622449],0
p12,1,0.47352,0.513751,[  6 148] ; [ 1 53],[  5.18269231 148.81730769] ; [ 1.81730769 52.18269231],0
p1,1,0.487931,0.481086,[ 12 141] ; [ 6 49],[ 13.24038462 139.75961538] ; [ 4.75961538 50.24038462],0
b2,1,0.553631,0.350852,[32 57] ; [13 18],[33.375 55.625] ; [11.625 19.375],0
b3,1,0.553631,0.350852,[32 57] ; [13 18],[33.375 55.625] ; [11.625 19.375],0
s7,1,0.63409,0.226555,[ 35 111] ; [11 42],[ 33.74874372 112.25125628] ; [12.25125628 40.74874372],0
s1,1,0.638586,0.220596,[  6 146] ; [ 3 52],[  6.60869565 145.39130435] ; [ 2.39130435 52.60869565],0
n1,1,0.747312,0.103804,[14 28] ; [ 8 19],[13.39130435 28.60869565] ; [ 8.60869565 18.39130435],0
v3,1,0.814481,0.05506,[ 27 125] ; [ 9 46],[ 26.43478261 125.56521739] ; [ 9.56521739 45.43478261],0
s4,1,0.826942,0.047797,[ 21 130] ; [ 7 48],[ 20.52427184 130.47572816] ; [ 7.47572816 47.52427184],0
b4,1,0.946885,0.004438,[86 68] ; [31 24],[86.21052632 67.78947368] ; [30.78947368 24.21052632],0
p5,1,0.94844,0.004182,[ 11 143] ; [ 4 50],[ 11.10576923 142.89423077] ; [ 3.89423077 50.10576923],0
n5,1,0.987289,0.000254,[100  54] ; [35 19],[99.95192308 54.04807692] ; [35.04807692 18.95192308],0
