Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,3e-06,21.813959,[47 62] ; [16 94],[31.35616438 77.64383562] ; [31.64383562 78.35616438],1
v1,1,0.000557,11.914985,[55 56] ; [30 81],[42.5 68.5] ; [42.5 68.5],1
a6,1,0.002103,9.456984,[83 31] ; [60 53],[71.81497797 42.18502203] ; [71.18502203 41.81497797],0
d5,1,0.002521,9.125599,[96 18] ; [75 37],[86.25663717 27.74336283] ; [84.74336283 27.25663717],0
d1,1,0.002825,8.917135,[70 44] ; [47 66],[58.75770925 55.24229075] ; [58.24229075 54.75770925],0
r3,1,0.002864,8.891891,[113   1] ; [102  11],[107.97356828   6.02643172] ; [107.02643172   5.97356828],0
d3,1,0.004319,8.144583,[90 24] ; [69 43],[80.20353982 33.79646018] ; [78.79646018 33.20353982],0
r1,1,0.004822,7.944883,[91 22] ; [72 41],[81.5 31.5] ; [81.5 31.5],0
a3,1,0.010156,6.607403,[80 34] ; [60 52],[70.61946903 43.38053097] ; [69.38053097 42.61946903],0
a5,1,0.017185,5.677395,[80 34] ; [62 51],[71.31277533 42.68722467] ; [70.68722467 42.31277533],0
r2,1,0.047081,3.942493,[108   5] ; [99 13],[103.96   9.04] ; [103.04   8.96],0
n6,1,0.050129,3.837145,[81 32] ; [67 46],[74. 39.] ; [74. 39.],0
p12,1,0.052235,3.768224,[  8 104] ; [  2 110],[  5. 107.] ; [  5. 107.],0
u1,1,0.059456,3.552495,[17 97] ; [  8 105],[ 12.55506608 101.44493392] ; [ 12.44493392 100.55506608],0
d4,1,0.119578,2.422841,[97 17] ; [87 26],[92.40528634 21.59471366] ; [91.59471366 21.40528634],0
s8,1,0.144231,2.132225,[43 71] ; [32 80],[37.83185841 76.16814159] ; [37.16814159 74.83185841],0
a2,1,0.144264,2.131875,[21 93] ; [ 13 100],[17.07488987 96.92511013] ; [16.92511013 96.07488987],0
d2,1,0.192552,1.69798,[50 64] ; [40 73],[45.19823789 68.80176211] ; [44.80176211 68.19823789],0
u3,1,0.207473,1.58897,[19 15] ; [36 16],[21.74418605 12.25581395] ; [33.25581395 18.74418605],0
r4,1,0.241485,1.371903,[101  13] ; [94 19],[97.92951542 16.07048458] ; [97.07048458 15.92951542],0
n4,1,0.246295,1.3442,[51 63] ; [42 71],[46.70484581 67.29515419] ; [46.29515419 66.70484581],0
a7,1,0.402953,0.699498,[87 27] ; [80 32],[84.23893805 29.76106195] ; [82.76106195 29.23893805],0
u2,1,0.429434,0.624354,[18 16] ; [32 20],[19.76744186 14.23255814] ; [30.23255814 21.76744186],0
n1,1,0.432976,0.614828,[ 6 24] ; [11 28],[ 7.39130435 22.60869565] ; [ 9.60869565 29.39130435],0
p9,1,0.435545,0.607991,[82 30] ; [76 35],[79.35426009 32.64573991] ; [78.64573991 32.35426009],0
s3,1,0.459,0.548332,[55 58] ; [49 63],[52.23111111 60.76888889] ; [51.76888889 60.23111111],0
p8,1,0.463633,0.537111,[49 63] ; [44 69],[46.29333333 65.70666667] ; [46.70666667 66.29333333],0
s7,1,0.470546,0.520694,[39 71] ; [33 74],[36.49769585 73.50230415] ; [35.50230415 71.49769585],0
s2,1,0.485479,0.48653,[50 64] ; [44 68],[47.4159292 66.5840708] ; [46.5840708 65.4159292],0
