Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,102.55405,[142 200] ; [206  42],[201.7220339 140.2779661] ; [146.2779661 101.7220339],1
v1,1,0.0,32.751009,[161 182] ; [175  73],[195.00507614 147.99492386] ; [140.99492386 107.00507614],1
p12,1,1.9e-05,18.286713,[ 20 332] ; [ 41 210],[ 35.60862355 316.39137645] ; [ 25.39137645 225.60862355],1
s7,1,0.000116,14.860559,[155 190] ; [145  92],[177.83505155 167.16494845] ; [122.16494845 114.83505155],1
p3,1,0.000135,14.571609,[171 183] ; [160  90],[193.99668874 160.00331126] ; [137.00331126 112.99668874],1
d1,1,0.00027,13.270266,[188 167] ; [170  81],[209.71947195 145.28052805] ; [148.28052805 102.71947195],1
p5,1,0.000317,12.96924,[ 34 319] ; [ 50 201],[ 49.09271523 303.90728477] ; [ 34.90728477 216.09271523],1
s8,1,0.000406,12.503976,[145 210] ; [137 110],[166.29568106 188.70431894] ; [115.70431894 131.29568106],1
n5,1,0.000526,12.021796,[267  85] ; [218  32],[283.58803987  68.41196013] ; [201.41196013  48.58803987],1
p7,1,0.003344,8.609638,[222 121] ; [187  59],[238.17826825 104.82173175] ; [170.82173175  75.17826825],0
u4,1,0.003582,8.484335,[  1 354] ; [  8 243],[  5.27227723 349.72772277] ; [  3.72772277 247.27227723],0
r4,1,0.00367,8.440112,[314  41] ; [239  12],[323.95214521  31.04785479] ; [229.04785479  21.95214521],0
a3,1,0.004268,8.165985,[244 111] ; [198  52],[259.3553719  95.6446281] ; [182.6446281  67.3553719],0
p1,1,0.005422,7.732964,[ 23 331] ; [ 33 218],[ 32.76694215 321.23305785] ; [ 23.23305785 227.76694215],0
r1,1,0.005607,7.672527,[270  83] ; [214  36],[283.33665008  69.66334992] ; [200.66334992  49.33665008],0
a1,1,0.006936,7.289598,[ 10 345] ; [ 19 232],[ 16.98844884 338.01155116] ; [ 12.01155116 238.98844884],0
n4,1,0.00923,6.777738,[274  81] ; [215  36],[286.46039604  68.53960396] ; [202.53960396  48.46039604],0
s4,1,0.010113,6.614932,[ 70 280] ; [ 30 219],[ 58.43071786 291.56928214] ; [ 41.56928214 207.43071786],0
n6,1,0.013648,6.083081,[304  50] ; [230  19],[313.49253731  40.50746269] ; [220.50746269  28.49253731],0
b2,1,0.016732,5.724281,[ 73 140] ; [77 89],[ 84.30079156 128.69920844] ; [ 65.69920844 100.30079156],0
b3,1,0.016732,5.724281,[ 73 140] ; [77 89],[ 84.30079156 128.69920844] ; [ 65.69920844 100.30079156],0
d2,1,0.018434,5.554453,[149 205] ; [129 120],[163.2039801 190.7960199] ; [114.7960199 134.2039801],0
r3,1,0.030181,4.698959,[338  15] ; [247   3],[342.46268657  10.53731343] ; [242.53731343   7.46268657],0
v4,1,0.049838,3.846905,[333  18] ; [244   5],[337.545  13.455] ; [239.455   9.545],0
s3,1,0.053721,3.721354,[191 162] ; [152  93],[202.47324415 150.52675585] ; [140.52675585 104.47324415],0
d4,1,0.070694,3.266838,[285  70] ; [214  35],[293.28642384  61.71357616] ; [205.71357616  43.28642384],0
a5,1,0.073045,3.21324,[262  93] ; [201  50],[271.22937294  83.77062706] ; [191.77062706  59.22937294],0
s2,1,0.080922,3.046279,[173 180] ; [140 109],[183.53654485 169.46345515] ; [129.46345515 119.53654485],0
p8,1,0.086464,2.939002,[200 150] ; [159  89],[210.11705686 139.88294314] ; [148.88294314  99.11705686],0
p4,1,0.099599,2.711957,[217 136] ; [170  80],[226.55223881 126.44776119] ; [160.44776119  89.55223881],0
u1,1,0.123478,2.372639,[ 55 300] ; [ 51 200],[ 62.09570957 292.90429043] ; [ 43.90429043 207.09570957],0
b5,1,0.161502,1.960107,[214 141] ; [137 114],[205.61881188 149.38118812] ; [145.38118812 105.61881188],0
a2,1,0.178495,1.810107,[ 74 281] ; [ 64 187],[ 80.84158416 274.15841584] ; [ 57.15841584 193.84158416],0
r2,1,0.209662,1.573761,[326  24] ; [238  11],[329.54924875  20.45075125] ; [234.45075125  14.54924875],0
a4,1,0.212248,1.556026,[148 207] ; [117 133],[155.49586777 199.50413223] ; [109.50413223 140.49586777],0
