Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.001629,9.926487,[10 17] ; [18  4],[15.42857143 11.57142857] ; [12.57142857  9.42857143],0
a4,1,0.002771,8.952546,[ 5 21] ; [13  8],[ 9.95744681 16.04255319] ; [ 8.04255319 12.95744681],0
d3,1,0.003097,8.749246,[ 7 20] ; [15  7],[12.12244898 14.87755102] ; [ 9.87755102 12.12244898],0
u3,1,0.003501,8.526007,[ 1 12] ; [6 3],[4.13636364 8.86363636] ; [2.86363636 6.13636364],0
d1,1,0.019571,5.449766,[ 6 21] ; [12 10],[ 9.91836735 17.08163265] ; [ 8.08163265 13.91836735],0
b4,1,0.020043,5.408177,[12 15] ; [17  5],[15.97959184 11.02040816] ; [13.02040816  8.97959184],0
v4,1,0.046605,3.959596,[12 15] ; [16  6],[15.42857143 11.57142857] ; [12.57142857  9.42857143],0
a5,1,0.055564,3.665082,[11 16] ; [15  7],[14.32653061 12.67346939] ; [11.67346939 10.32653061],0
a6,1,0.055564,3.665082,[11 16] ; [15  7],[14.32653061 12.67346939] ; [11.67346939 10.32653061],0
p8,1,0.0613,3.501868,[ 2 25] ; [ 6 16],[ 4.40816327 22.59183673] ; [ 3.59183673 18.40816327],0
b5,1,0.071383,3.250918,[ 9 18] ; [13  9],[12.12244898 14.87755102] ; [ 9.87755102 12.12244898],0
n5,1,0.081035,3.044014,[23  4] ; [14  8],[20.3877551  6.6122449] ; [16.6122449  5.3877551],0
n1,1,0.095882,2.772736,[ 6 11] ; [8 4],[8.20689655 8.79310345] ; [5.79310345 6.20689655],0
d4,1,0.09659,2.760968,[12 15] ; [15  7],[14.87755102 12.12244898] ; [12.12244898  9.87755102],0
s7,1,0.110138,2.552242,[ 4 21] ; [ 8 14],[ 6.38297872 18.61702128] ; [ 5.61702128 16.38297872],0
s5,1,0.129942,2.293202,[ 4 23] ; [ 7 14],[ 6.1875 20.8125] ; [ 4.8125 16.1875],0
u2,1,0.132391,2.264245,[ 2 11] ; [4 5],[3.54545455 9.45454545] ; [2.45454545 6.54545455],0
r4,1,0.146169,2.111785,[ 3 24] ; [ 6 16],[ 4.95918367 22.04081633] ; [ 4.04081633 17.95918367],0
p4,1,0.146169,2.111785,[ 3 24] ; [ 6 16],[ 4.95918367 22.04081633] ; [ 4.04081633 17.95918367],0
p9,1,0.147142,2.101632,[ 8 16] ; [12 10],[10.43478261 13.56521739] ; [ 9.56521739 12.43478261],0
v2,1,0.157052,2.002383,[ 2 23] ; [ 5 17],[ 3.72340426 21.27659574] ; [ 3.27659574 18.72340426],0
s6,1,0.158038,1.9929,[ 6 21] ; [ 9 13],[ 8.26530612 18.73469388] ; [ 6.73469388 15.26530612],0
v1,1,0.159337,1.980503,[ 5 22] ; [ 8 14],[ 7.16326531 19.83673469] ; [ 5.83673469 16.16326531],0
v3,1,0.177096,1.821824,[ 4 22] ; [ 7 15],[ 5.95833333 20.04166667] ; [ 5.04166667 16.95833333],0
p5,1,0.206571,1.595296,[ 1 26] ; [ 3 19],[ 2.20408163 24.79591837] ; [ 1.79591837 20.20408163],0
d2,1,0.265139,1.241723,[10 16] ; [12 10],[11.91666667 14.08333333] ; [10.08333333 11.91666667],0
a1,1,0.273845,1.197385,[ 3 24] ; [ 5 17],[ 4.40816327 22.59183673] ; [ 3.59183673 18.40816327],0
