Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,36.560478,[ 21 106] ; [78 74],[45.06451613 81.93548387] ; [53.93548387 98.06451613],1
r3,1,2.1e-05,18.119197,[111  19] ; [151   2],[120.35335689   9.64664311] ; [141.64664311  11.35335689],1
v1,1,5e-05,16.455178,[43 86] ; [88 65],[59.92553191 69.07446809] ; [71.07446809 81.92553191],1
p10,1,0.000285,13.16421,[76 54] ; [120  33],[90.03533569 39.96466431] ; [105.96466431  47.03533569],1
p9,1,0.000573,11.862858,[81 47] ; [124  28],[93.71428571 34.28571429] ; [111.28571429  40.71428571],1
s1,1,0.011437,6.396098,[ 11 118] ; [  3 150],[  6.40425532 122.59574468] ; [  7.59574468 145.40425532],0
n6,1,0.011861,6.331503,[90 39] ; [127  27],[98.91519435 30.08480565] ; [118.08480565  35.91519435],0
p7,1,0.02031,5.385067,[52 73] ; [84 67],[61.5942029 63.4057971] ; [74.4057971 76.5942029],0
r2,1,0.021019,5.325217,[120  10] ; [151   3],[124.04929577   5.95070423] ; [146.95070423   7.04929577],0
v4,1,0.022946,5.17257,[115  14] ; [148   6],[119.88339223   9.11660777] ; [143.11660777  10.88339223],0
s2,1,0.032896,4.551162,[47 82] ; [76 79],[55.86971831 73.13028169] ; [67.13028169 87.86971831],0
s8,1,0.042934,4.098004,[40 88] ; [67 89],[48.22535211 79.77464789] ; [58.77464789 97.22535211],0
s7,1,0.049856,3.846299,[43 79] ; [71 80],[50.94505495 71.05494505] ; [63.05494505 87.94505495],0
p3,1,0.052486,3.760204,[ 23 106] ; [ 43 113],[29.87368421 99.12631579] ; [ 36.12631579 119.87368421],0
p5,1,0.06199,3.483322,[  8 121] ; [  3 153],[  4.97894737 124.02105263] ; [  6.02105263 149.97894737],0
u2,1,0.094835,2.790317,[25 15] ; [19 24],[21.20481928 18.79518072] ; [22.79518072 20.20481928],0
a7,1,0.128096,2.315432,[83 47] ; [112  43],[88.94736842 41.05263158] ; [106.05263158  48.94736842],0
d4,1,0.133333,2.253263,[101  28] ; [132  23],[105.83450704  23.16549296] ; [127.16549296  27.83450704],0
a5,1,0.163411,1.942378,[86 44] ; [115  41],[91.36363636 38.63636364] ; [109.63636364  46.36363636],0
p11,1,0.1677,1.903385,[87 43] ; [116  40],[92.27272727 37.72727273] ; [110.72727273  45.27272727],0
a2,1,0.167962,1.901042,[32 98] ; [ 28 128],[ 27.27272727 102.72727273] ; [ 32.72727273 123.27272727],0
n1,1,0.169602,1.886453,[24 28] ; [11 24],[20.91954023 31.08045977] ; [14.08045977 20.91954023],0
r4,1,0.188722,1.727564,[115  15] ; [145  11],[118.18181818  11.81818182] ; [141.81818182  14.18181818],0
u3,1,0.237333,1.396364,[26 14] ; [23 21],[23.33333333 16.66666667] ; [25.66666667 18.33333333],0
s5,1,0.243216,1.361854,[32 96] ; [ 47 103],[36.37410072 91.62589928] ; [ 42.62589928 107.37410072],0
b3,1,0.249207,1.327742,[22 53] ; [33 54],[25.46296296 49.53703704] ; [29.53703704 57.46296296],0
b2,1,0.249207,1.327742,[22 53] ; [33 54],[25.46296296 49.53703704] ; [29.53703704 57.46296296],0
a6,1,0.268238,1.225736,[81 48] ; [107  48],[85.3943662 43.6056338] ; [102.6056338  52.3943662],0
s3,1,0.306793,1.044431,[62 66] ; [84 70],[66.26950355 61.73049645] ; [79.73049645 74.26950355],0
b1,1,0.310443,1.028791,[56 74] ; [58 98],[51.81818182 78.18181818] ; [62.18181818 93.81818182],0
s6,1,0.376812,0.781076,[69 57] ; [93 62],[72.6405694 53.3594306] ; [89.3594306 65.6405694],0
a8,1,0.378298,0.776225,[ 17 104] ; [ 26 118],[ 19.63396226 101.36603774] ; [ 23.36603774 120.63396226],0
d5,1,0.441825,0.591537,[95 34] ; [121  35],[97.76842105 31.23157895] ; [118.23157895  37.76842105],0
p2,1,0.448333,0.574863,[89 40] ; [114  42],[91.88421053 37.11578947] ; [111.11578947  44.88421053],0
d1,1,0.44928,0.572467,[65 65] ; [85 71],[68.18181818 61.81818182] ; [81.81818182 74.18181818],0
n2,1,0.522087,0.409768,[36 17] ; [26  9],[37.34090909 15.65909091] ; [24.65909091 10.34090909],0
a1,1,0.533979,0.386813,[  7 123] ; [  6 150],[  5.90909091 124.09090909] ; [  7.09090909 148.90909091],0
p1,1,0.553886,0.350402,[  4 124] ; [  7 149],[  4.95774648 123.04225352] ; [  6.04225352 149.95774648],0
u1,1,0.579221,0.307496,[ 17 113] ; [ 24 132],[ 18.63636364 111.36363636] ; [ 22.36363636 133.63636364],0
b5,1,0.642311,0.215733,[81 49] ; [93 63],[79.09090909 50.90909091] ; [94.90909091 61.09090909],0
p8,1,0.666507,0.185715,[41 88] ; [ 52 100],[42.69395018 86.30604982] ; [ 50.30604982 101.69395018],0
u4,1,0.671664,0.179662,[  1 129] ; [  2 154],[  1.36363636 128.63636364] ; [  1.63636364 154.36363636],0
d3,1,0.683815,0.165862,[78 51] ; [98 58],[79.66315789 49.33684211] ; [96.33684211 59.66315789],0
a3,1,0.718544,0.129892,[90 38] ; [112  43],[91.3639576 36.6360424] ; [110.6360424  44.3639576],0
