Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,184.552294,[500  59] ; [ 66 100],[436.40551724 122.59448276] ; [129.59448276  36.40551724],1
n6,1,0.0,57.460281,[511  47] ; [113  52],[481.593361  76.406639] ; [142.406639  22.593361],1
p4,1,0.0,28.810464,[372 185] ; [72 93],[342.53185596 214.46814404] ; [101.46814404  63.53185596],1
v1,1,1e-06,24.294916,[337 207] ; [64 96],[309.86363636 234.13636364] ; [91.13636364 68.86363636],1
s7,1,4.1e-05,16.80785,[299 234] ; [ 62 102],[276.05882353 256.94117647] ; [84.94117647 79.05882353],1
v3,1,0.000284,13.1725,[239 299] ; [ 44 112],[219.38616715 318.61383285] ; [63.61383285 92.38616715],1
p10,1,0.000346,12.805544,[518  40] ; [138  27],[506.29045643  51.70954357] ; [149.70954357  15.29045643],1
a2,1,0.000816,11.203851,[156 404] ; [ 25 141],[139.61432507 420.38567493] ; [ 41.38567493 124.61432507],1
p6,1,0.001628,9.927547,[237 317] ; [ 47 115],[219.74301676 334.25698324] ; [64.25698324 97.74301676],0
p3,1,0.001709,9.838138,[312 245] ; [70 96],[294.29322268 262.70677732] ; [87.70677732 78.29322268],0
p8,1,0.001891,9.652114,[321 230] ; [73 91],[303.62797203 247.37202797] ; [90.37202797 73.62797203],0
p5,1,0.001959,9.587452,[ 81 474] ; [  9 155],[ 69.47148818 485.52851182] ; [ 20.52851182 143.47148818],0
p11,1,0.00315,8.71865,[474  86] ; [124  42],[461.26721763  98.73278237] ; [136.73278237  29.26721763],0
s6,1,0.003297,8.635491,[399 148] ; [100  64],[383.90014065 163.09985935] ; [115.09985935  48.90014065],0
a4,1,0.003462,8.54657,[277 281] ; [ 61 105],[260.50276243 297.49723757] ; [77.49723757 88.50276243],0
s8,1,0.003663,8.44355,[279 277] ; [ 62 104],[262.59833795 293.40166205] ; [78.40166205 87.59833795],0
u1,1,0.005252,7.79072,[114 446] ; [ 18 148],[101.81818182 458.18181818] ; [ 30.18181818 135.81818182],0
p7,1,0.005706,7.641005,[371 175] ; [91 71],[356.28813559 189.71186441] ; [105.71186441  56.28813559],0
a5,1,0.006346,7.449447,[433 127] ; [111  55],[419.61432507 140.38567493] ; [124.38567493  41.61432507],0
r4,1,0.009186,6.786324,[531  29] ; [148  18],[523.74655647  36.25344353] ; [155.25344353  10.74655647],0
