Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.000111,14.933658,[ 5 29] ; [107 106],[15.41700405 18.58299595] ; [ 96.58299595 116.41700405],1
r1,1,0.000477,12.201721,[19 17] ; [176  45],[27.3151751  8.6848249] ; [167.6848249  53.3151751],1
s7,1,0.000796,11.250933,[14 21] ; [148  66],[22.77108434 12.22891566] ; [139.22891566  74.77108434],1
s8,1,0.001613,9.9446,[11 25] ; [131  92],[19.73745174 16.26254826] ; [122.26254826 100.73745174],0
p4,1,0.001689,9.859886,[14 22] ; [147  75],[22.46511628 13.53488372] ; [138.53488372  83.46511628],0
d5,1,0.002179,9.392054,[21 14] ; [184  39],[27.81007752  7.18992248] ; [177.18992248  45.81007752],0
r4,1,0.003546,8.50288,[26 10] ; [200  23],[31.41312741  4.58687259] ; [194.58687259  28.41312741],0
d1,1,0.003613,8.468621,[13 23] ; [138  85],[20.98841699 15.01158301] ; [130.01158301  92.98841699],0
v4,1,0.004692,7.994459,[31  5] ; [214   7],[34.31906615  1.68093385] ; [210.68093385  10.31906615],0
a3,1,0.006218,7.48606,[19 17] ; [167  56],[25.85328185 10.14671815] ; [160.14671815  62.85328185],0
s3,1,0.006976,7.279132,[26 10] ; [198  25],[31.13513514  4.86486486] ; [192.86486486  30.13513514],0
d2,1,0.008031,7.026585,[10 26] ; [115 108],[17.37451737 18.62548263] ; [107.62548263 115.37451737],0
r3,1,0.009393,6.74648,[31  5] ; [212   8],[34.171875  1.828125] ; [208.828125  11.171875],0
p9,1,0.010256,6.589955,[26 10] ; [195  26],[30.95719844  5.04280156] ; [190.04280156  30.95719844],0
a5,1,0.013336,6.124043,[19 17] ; [163  60],[25.2972973 10.7027027] ; [156.7027027  66.2972973],0
a4,1,0.019633,5.444226,[ 9 27] ; [102 121],[15.42857143 20.57142857] ; [ 95.57142857 127.42857143],0
a2,1,0.020386,5.378512,[ 3 33] ; [ 58 165],[ 8.47876448 27.52123552] ; [ 52.52123552 170.47876448],0
n6,1,0.020507,5.368194,[24 11] ; [187  34],[28.84765625  6.15234375] ; [182.15234375  38.84765625],0
b4,1,0.062174,3.47842,[15 21] ; [130  93],[20.15444015 15.84555985] ; [124.84555985  98.15444015],0
d4,1,0.063198,3.451415,[26 10] ; [189  34],[29.88416988  6.11583012] ; [185.11583012  37.88416988],0
p3,1,0.079326,3.078655,[12 23] ; [112 111],[16.82170543 18.17829457] ; [107.17829457 115.82170543],0
r2,1,0.09856,2.728687,[31  4] ; [209  10],[33.07086614  1.92913386] ; [206.92913386  12.07086614],0
p6,1,0.144764,2.126576,[12 24] ; [102 118],[16.03125 19.96875] ; [ 97.96875 122.03125],0
p2,1,0.148083,2.091892,[27  9] ; [188  34],[30.  6.] ; [185.  37.],0
v2,1,0.156689,2.005892,[11 24] ; [ 95 120],[14.84 20.16] ; [ 91.16 123.84],0
p5,1,0.194438,1.683667,[ 1 34] ; [ 21 201],[ 2.99610895 32.00389105] ; [ 19.00389105 202.99610895],0
p10,1,0.202239,1.626134,[27  9] ; [185  36],[29.69649805  6.30350195] ; [182.30350195  38.69649805],0
p8,1,0.225895,1.466524,[14 22] ; [109 110],[17.36470588 18.63529412] ; [105.63529412 113.36470588],0
s4,1,0.227195,1.458337,[ 8 28] ; [ 70 147],[11.09881423 24.90118577] ; [ 66.90118577 150.09881423],0
n5,1,0.250294,1.321661,[23 13] ; [161  59],[25.875 10.125] ; [158.125  61.875],0
p1,1,0.253765,1.302457,[ 1 35] ; [ 18 203],[ 2.6614786 33.3385214] ; [ 16.3385214 204.6614786],0
d3,1,0.261455,1.261038,[21 14] ; [155  68],[23.87596899 11.12403101] ; [152.12403101  70.87596899],0
n4,1,0.268855,1.222578,[23 13] ; [161  60],[25.77431907 10.22568093] ; [158.22568093  62.77431907],0
u3,1,0.282274,1.15611,[9 8] ; [37 18],[10.86111111  6.13888889] ; [35.13888889 19.86111111],0
s1,1,0.340945,0.906876,[ 3 33] ; [ 10 209],[ 1.83529412 34.16470588] ; [ 11.16470588 207.83529412],0
u1,1,0.406287,0.68964,[ 5 31] ; [ 44 179],[ 6.81081081 29.18918919] ; [ 42.18918919 180.81081081],0
p11,1,0.415557,0.662846,[25 11] ; [169  54],[26.96525097  9.03474903] ; [167.03474903  55.96525097],0
b5,1,0.437577,0.602629,[21 15] ; [145  78],[23.07335907 12.92664093] ; [142.92664093  80.07335907],0
v1,1,0.45656,0.554315,[14 21] ; [101 115],[16.03585657 18.96414343] ; [ 98.96414343 117.03585657],0
a7,1,0.463812,0.53668,[24 11] ; [166  57],[25.7751938  9.2248062] ; [164.2248062  58.7751938],0
b1,1,0.680883,0.169134,[16 20] ; [ 91 132],[14.87258687 21.12741313] ; [ 92.12741313 130.87258687],0
n3,1,0.718058,0.130361,[6 3] ; [37 14],[6.45 2.55] ; [36.55 14.45],0
p7,1,0.753693,0.098454,[22 13] ; [141  74],[22.82 12.18] ; [140.18  74.82],0
a1,1,0.776617,0.080503,[ 2 34] ; [ 10 213],[ 1.66795367 34.33204633] ; [ 10.33204633 212.66795367],0
a8,1,0.840611,0.040446,[ 6 28] ; [ 34 175],[ 5.59670782 28.40329218] ; [ 34.40329218 174.59670782],0
n1,1,0.843976,0.038734,[3 5] ; [21 30],[3.25423729 4.74576271] ; [20.74576271 30.25423729],0
u2,1,0.850144,0.035696,[9 8] ; [30 24],[9.33802817 7.66197183] ; [29.66197183 24.33802817],0
b2,1,0.898941,0.016129,[ 7 13] ; [48 95],[ 6.74846626 13.25153374] ; [48.25153374 94.74846626],0
b3,1,0.898941,0.016129,[ 7 13] ; [48 95],[ 6.74846626 13.25153374] ; [48.25153374 94.74846626],0
a6,1,0.936476,0.006352,[23 13] ; [144  79],[23.21235521 12.78764479] ; [143.78764479  79.21235521],0
n2,1,0.965,0.001925,[7 2] ; [40 11],[7.05 1.95] ; [39.95 11.05],0
